# Y/D TKE
-4.0000 0.1610
-3.9213 0.1574
-3.8425 0.1562
-3.7638 0.1504
-3.6850 0.1483
-3.6063 0.1534
-3.5276 0.1563
-3.4488 0.1639
-3.3701 0.1794
-3.2913 0.1842
-3.2126 0.1730
-3.1339 0.1517
-3.0551 0.1448
-2.9764 0.1496
-2.8976 0.1480
-2.8189 0.1462
-2.7402 0.1433
-2.6614 0.1401
-2.5827 0.1387
-2.5039 0.1511
-2.4252 0.1653
-2.3465 0.1916
-2.2677 0.2364
-2.1890 0.2729
-2.1102 0.3074
-2.0315 0.3290
-1.9528 0.3429
-1.8740 0.3528
-1.7953 0.3782
-1.7165 0.3961
-1.6378 0.3725
-1.5591 0.3379
-1.4803 0.3522
-1.4016 0.3706
-1.3228 0.3803
-1.2441 0.3917
-1.1654 0.4122
-1.0866 0.4207
-1.0079 0.4569
-0.9291 0.5014
-0.8504 0.5349
-0.7717 0.5968
-0.6929 0.6663
-0.6142 0.7436
-0.5354 0.8308
-0.4567 0.8702
-0.3780 0.9150
-0.2992 0.9479
-0.2205 0.9770
-0.1417 0.9817
-0.0630 0.9317
0.0157 0.9203
0.0945 0.9971
0.1732 1.0394
0.2520 1.0042
0.3307 0.9424
0.4094 0.9206
0.4882 0.9424
0.5669 0.9563
0.6457 0.9426
0.7244 0.9827
0.8031 1.0222
0.8819 0.9592
0.9606 0.9312
1.0394 0.9429
1.1181 0.9051
1.1969 0.8233
1.2756 0.7245
1.3543 0.5918
1.4331 0.4457
1.5118 0.3388
1.5906 0.2827
1.6693 0.2485
1.7480 0.2282
1.8268 0.2137
1.9055 0.2077
1.9843 0.2108
2.0630 0.2132
2.1417 0.2037
2.2205 0.2026
2.2992 0.2147
2.3780 0.2417
2.4567 0.2706
2.5354 0.2641
2.6142 0.2257
2.6929 0.2068
2.7717 0.2029
2.8504 0.1973
2.9291 0.1932
3.0079 0.1939
3.0866 0.1807
3.1654 0.1615
3.2441 0.1497
3.3228 0.1360
3.4016 0.1208
3.4803 0.1156
3.5591 0.1170
3.6378 0.1136
3.7165 0.1080
3.7953 0.1064
3.8740 0.1040
3.9528 0.1031
