# Y/D TKE
-4.0000 0.2830
-3.9213 0.2963
-3.8425 0.3336
-3.7638 0.3535
-3.6850 0.3471
-3.6063 0.3358
-3.5276 0.3342
-3.4488 0.3063
-3.3701 0.2674
-3.2913 0.2456
-3.2126 0.2441
-3.1339 0.2552
-3.0551 0.2681
-2.9764 0.2800
-2.8976 0.2963
-2.8189 0.3079
-2.7402 0.2886
-2.6614 0.2632
-2.5827 0.2472
-2.5039 0.2423
-2.4252 0.2487
-2.3465 0.2700
-2.2677 0.3033
-2.1890 0.3283
-2.1102 0.3489
-2.0315 0.3793
-1.9528 0.3926
-1.8740 0.3734
-1.7953 0.3475
-1.7165 0.3166
-1.6378 0.3017
-1.5591 0.3186
-1.4803 0.3323
-1.4016 0.3427
-1.3228 0.3246
-1.2441 0.2845
-1.1654 0.2623
-1.0866 0.2606
-1.0079 0.2478
-0.9291 0.2323
-0.8504 0.2329
-0.7717 0.2493
-0.6929 0.2571
-0.6142 0.2536
-0.5354 0.2512
-0.4567 0.2499
-0.3780 0.2442
-0.2992 0.2397
-0.2205 0.2369
-0.1417 0.2311
-0.0630 0.2388
0.0157 0.2550
0.0945 0.2577
0.1732 0.2592
0.2520 0.2701
0.3307 0.2686
0.4094 0.2670
0.4882 0.2783
0.5669 0.2912
0.6457 0.2969
0.7244 0.3211
0.8031 0.3480
0.8819 0.3695
0.9606 0.3889
1.0394 0.4031
1.1181 0.4137
1.1969 0.4245
1.2756 0.4320
1.3543 0.4248
1.4331 0.3943
1.5118 0.3666
1.5906 0.3448
1.6693 0.3252
1.7480 0.3058
1.8268 0.2762
1.9055 0.2427
1.9843 0.2427
2.0630 0.2744
2.1417 0.3127
2.2205 0.3300
2.2992 0.3097
2.3780 0.2914
2.4567 0.2900
2.5354 0.2840
2.6142 0.2634
2.6929 0.2504
2.7717 0.2422
2.8504 0.2325
2.9291 0.2434
3.0079 0.2636
3.0866 0.2872
3.1654 0.3111
3.2441 0.3267
3.3228 0.3292
3.4016 0.2971
3.4803 0.2466
3.5591 0.2150
3.6378 0.2191
3.7165 0.2276
3.7953 0.2240
3.8740 0.2194
3.9528 0.2269
