# Y/D U V W
-4.0000 6.4435 0.3147 -0.0092
-3.9213 6.5101 0.3332 -0.0248
-3.8425 6.5718 0.3462 -0.0378
-3.7638 6.6451 0.3575 -0.0502
-3.6850 6.7232 0.3767 -0.0671
-3.6063 6.8060 0.3992 -0.0813
-3.5276 6.8779 0.4138 -0.0878
-3.4488 6.9213 0.4114 -0.0834
-3.3701 6.9205 0.3968 -0.0889
-3.2913 6.9150 0.3874 -0.0998
-3.2126 6.9116 0.3886 -0.0862
-3.1339 6.9034 0.3982 -0.0734
-3.0551 6.8888 0.4103 -0.0767
-2.9764 6.8615 0.4153 -0.0741
-2.8976 6.7924 0.4126 -0.0625
-2.8189 6.7128 0.4152 -0.0465
-2.7402 6.6631 0.4258 -0.0165
-2.6614 6.6386 0.4308 0.0105
-2.5827 6.6311 0.4358 0.0130
-2.5039 6.6441 0.4483 -0.0095
-2.4252 6.6645 0.4549 -0.0206
-2.3465 6.6864 0.4565 -0.0070
-2.2677 6.7012 0.4639 0.0089
-2.1890 6.7226 0.4772 0.0082
-2.1102 6.7464 0.4928 -0.0025
-2.0315 6.7546 0.5048 -0.0146
-1.9528 6.7611 0.5105 -0.0050
-1.8740 6.7564 0.5129 0.0175
-1.7953 6.7346 0.5159 0.0389
-1.7165 6.6700 0.5193 0.0580
-1.6378 6.6016 0.5247 0.0508
-1.5591 6.5903 0.5308 0.0073
-1.4803 6.6064 0.5269 -0.0173
-1.4016 6.6379 0.5149 -0.0053
-1.3228 6.6555 0.5005 0.0078
-1.2441 6.6502 0.4838 0.0110
-1.1654 6.6524 0.4739 0.0185
-1.0866 6.6761 0.4777 0.0189
-1.0079 6.6987 0.4929 -0.0036
-0.9291 6.6990 0.5141 -0.0218
-0.8504 6.6953 0.5338 -0.0168
-0.7717 6.7242 0.5519 -0.0225
-0.6929 6.7410 0.5710 -0.0434
-0.6142 6.6649 0.5882 -0.0538
-0.5354 6.4538 0.5864 -0.0294
-0.4567 5.2963 0.5077 0.1440
-0.3780 4.0136 0.3633 0.3898
-0.2992 3.1453 0.2453 0.5606
-0.2205 2.7503 0.1803 0.6765
-0.1417 2.8057 0.1449 0.7733
-0.0630 3.2647 0.1393 0.7311
0.0157 3.9390 0.2058 0.4706
0.0945 4.3498 0.3137 0.1435
0.1732 4.2435 0.3756 -0.1562
0.2520 3.7218 0.3746 -0.4263
0.3307 3.3295 0.3598 -0.5411
0.4094 3.0942 0.3693 -0.5076
0.4882 3.0936 0.3830 -0.3731
0.5669 3.6703 0.4091 -0.2395
0.6457 4.7459 0.4883 -0.1487
0.7244 5.7242 0.5987 -0.0974
0.8031 6.2397 0.6784 -0.0632
0.8819 6.3675 0.7086 -0.0209
0.9606 6.3504 0.7126 0.0164
1.0394 6.3228 0.7101 0.0195
1.1181 6.2896 0.7046 0.0001
1.1969 6.2567 0.6999 -0.0187
1.2756 6.2448 0.7054 -0.0300
1.3543 6.2487 0.7204 -0.0326
1.4331 6.2567 0.7290 -0.0194
1.5118 6.2618 0.7181 -0.0074
1.5906 6.2496 0.6915 -0.0021
1.6693 6.2006 0.6594 0.0131
1.7480 6.1175 0.6318 0.0364
1.8268 6.0232 0.6089 0.0443
1.9055 5.9101 0.5841 0.0465
1.9843 5.8063 0.5634 0.0844
2.0630 5.7455 0.5513 0.1398
2.1417 5.7133 0.5423 0.1661
2.2205 5.6997 0.5371 0.1631
2.2992 5.6873 0.5344 0.1257
2.3780 5.6714 0.5197 0.0921
2.4567 5.6443 0.4895 0.0771
2.5354 5.5966 0.4612 0.0619
2.6142 5.5541 0.4517 0.0533
2.6929 5.5338 0.4576 0.0391
2.7717 5.5299 0.4627 0.0209
2.8504 5.5371 0.4600 0.0186
2.9291 5.5244 0.4522 0.0315
3.0079 5.5030 0.4482 0.0561
3.0866 5.4648 0.4535 0.0868
3.1654 5.4050 0.4642 0.1102
3.2441 5.3453 0.4623 0.1262
3.3228 5.2784 0.4308 0.1163
3.4016 5.2287 0.3909 0.0885
3.4803 5.1968 0.3741 0.0668
3.5591 5.2122 0.3752 0.0567
3.6378 5.2785 0.3764 0.0446
3.7165 5.3329 0.3813 0.0391
3.7953 5.3639 0.3961 0.0192
3.8740 5.3976 0.4096 -0.0052
3.9528 5.4150 0.4121 -0.0014
