# Y/D TKE
-4.0000 0.3432
-3.9213 0.3389
-3.8425 0.3404
-3.7638 0.3831
-3.6850 0.4402
-3.6063 0.4460
-3.5276 0.4074
-3.4488 0.3580
-3.3701 0.3223
-3.2913 0.3147
-3.2126 0.3087
-3.1339 0.3021
-3.0551 0.2931
-2.9764 0.2917
-2.8976 0.2863
-2.8189 0.2678
-2.7402 0.2436
-2.6614 0.2257
-2.5827 0.2384
-2.5039 0.2892
-2.4252 0.3315
-2.3465 0.3518
-2.2677 0.3663
-2.1890 0.3704
-2.1102 0.3651
-2.0315 0.3598
-1.9528 0.3453
-1.8740 0.3184
-1.7953 0.3203
-1.7165 0.3344
-1.6378 0.3531
-1.5591 0.3711
-1.4803 0.3707
-1.4016 0.3395
-1.3228 0.2972
-1.2441 0.2735
-1.1654 0.2647
-1.0866 0.2496
-1.0079 0.2392
-0.9291 0.2379
-0.8504 0.2403
-0.7717 0.2615
-0.6929 0.2842
-0.6142 0.2889
-0.5354 0.2816
-0.4567 0.2744
-0.3780 0.2803
-0.2992 0.3111
-0.2205 0.3262
-0.1417 0.3073
-0.0630 0.3132
0.0157 0.3543
0.0945 0.3903
0.1732 0.4043
0.2520 0.3860
0.3307 0.3908
0.4094 0.4160
0.4882 0.4392
0.5669 0.4631
0.6457 0.5012
0.7244 0.5236
0.8031 0.4964
0.8819 0.4682
0.9606 0.4381
1.0394 0.3942
1.1181 0.3497
1.1969 0.3324
1.2756 0.3614
1.3543 0.3856
1.4331 0.3731
1.5118 0.3435
1.5906 0.3361
1.6693 0.3390
1.7480 0.3629
1.8268 0.3870
1.9055 0.3992
1.9843 0.4115
2.0630 0.4231
2.1417 0.4055
2.2205 0.3676
2.2992 0.3449
2.3780 0.3481
2.4567 0.3455
2.5354 0.3267
2.6142 0.3075
2.6929 0.2961
2.7717 0.3058
2.8504 0.3195
2.9291 0.3108
3.0079 0.3031
3.0866 0.2996
3.1654 0.2931
3.2441 0.2799
3.3228 0.2487
3.4016 0.2334
3.4803 0.2279
3.5591 0.2328
3.6378 0.2510
3.7165 0.2493
3.7953 0.2431
3.8740 0.2493
3.9528 0.2587
