# Y/D TKE
-4.0000 0.4357
-3.9213 0.4177
-3.8425 0.3945
-3.7638 0.3801
-3.6850 0.3669
-3.6063 0.3541
-3.5276 0.3465
-3.4488 0.3505
-3.3701 0.3518
-3.2913 0.3388
-3.2126 0.3226
-3.1339 0.3046
-3.0551 0.2794
-2.9764 0.2587
-2.8976 0.2545
-2.8189 0.2677
-2.7402 0.2955
-2.6614 0.3230
-2.5827 0.3130
-2.5039 0.2889
-2.4252 0.2656
-2.3465 0.2600
-2.2677 0.2499
-2.1890 0.2433
-2.1102 0.2455
-2.0315 0.2689
-1.9528 0.2756
-1.8740 0.2854
-1.7953 0.3146
-1.7165 0.3250
-1.6378 0.3059
-1.5591 0.2745
-1.4803 0.2710
-1.4016 0.2810
-1.3228 0.2834
-1.2441 0.2810
-1.1654 0.2813
-1.0866 0.2824
-1.0079 0.2832
-0.9291 0.2724
-0.8504 0.2589
-0.7717 0.2527
-0.6929 0.2442
-0.6142 0.2389
-0.5354 0.2612
-0.4567 0.3068
-0.3780 0.3512
-0.2992 0.3923
-0.2205 0.4144
-0.1417 0.4220
-0.0630 0.4372
0.0157 0.4632
0.0945 0.4799
0.1732 0.5007
0.2520 0.5091
0.3307 0.5350
0.4094 0.5733
0.4882 0.5553
0.5669 0.5164
0.6457 0.5023
0.7244 0.4771
0.8031 0.4571
0.8819 0.4656
0.9606 0.4687
1.0394 0.4415
1.1181 0.4276
1.1969 0.4412
1.2756 0.4588
1.3543 0.4725
1.4331 0.4729
1.5118 0.4781
1.5906 0.4579
1.6693 0.4297
1.7480 0.4062
1.8268 0.3858
1.9055 0.3789
1.9843 0.3867
2.0630 0.3896
2.1417 0.3587
2.2205 0.2988
2.2992 0.2588
2.3780 0.2490
2.4567 0.2386
2.5354 0.2261
2.6142 0.2246
2.6929 0.2300
2.7717 0.2431
2.8504 0.2533
2.9291 0.2573
3.0079 0.2508
3.0866 0.2239
3.1654 0.2027
3.2441 0.2048
3.3228 0.2136
3.4016 0.2217
3.4803 0.2253
3.5591 0.2276
3.6378 0.2348
3.7165 0.2370
3.7953 0.2315
3.8740 0.2259
3.9528 0.2325
