# Y/D TKE
-4.0000 0.3097
-3.9213 0.2950
-3.8425 0.2907
-3.7638 0.2808
-3.6850 0.2618
-3.6063 0.2437
-3.5276 0.2345
-3.4488 0.2363
-3.3701 0.2401
-3.2913 0.2414
-3.2126 0.2411
-3.1339 0.2420
-3.0551 0.2439
-2.9764 0.2480
-2.8976 0.2583
-2.8189 0.2773
-2.7402 0.2900
-2.6614 0.2896
-2.5827 0.2798
-2.5039 0.2851
-2.4252 0.3108
-2.3465 0.3281
-2.2677 0.3509
-2.1890 0.3571
-2.1102 0.3430
-2.0315 0.3203
-1.9528 0.3027
-1.8740 0.2910
-1.7953 0.2543
-1.7165 0.2308
-1.6378 0.2364
-1.5591 0.2577
-1.4803 0.2709
-1.4016 0.2777
-1.3228 0.2811
-1.2441 0.2986
-1.1654 0.3143
-1.0866 0.2975
-1.0079 0.2704
-0.9291 0.2651
-0.8504 0.2492
-0.7717 0.2211
-0.6929 0.2212
-0.6142 0.2249
-0.5354 0.2172
-0.4567 0.2062
-0.3780 0.1932
-0.2992 0.1984
-0.2205 0.2037
-0.1417 0.2013
-0.0630 0.2032
0.0157 0.2063
0.0945 0.2251
0.1732 0.2417
0.2520 0.2445
0.3307 0.2658
0.4094 0.2942
0.4882 0.3052
0.5669 0.3010
0.6457 0.3024
0.7244 0.3044
0.8031 0.2964
0.8819 0.2848
0.9606 0.2486
1.0394 0.2212
1.1181 0.2174
1.1969 0.2217
1.2756 0.2137
1.3543 0.2038
1.4331 0.2079
1.5118 0.2303
1.5906 0.2433
1.6693 0.2566
1.7480 0.2636
1.8268 0.2646
1.9055 0.2540
1.9843 0.2544
2.0630 0.2710
2.1417 0.2673
2.2205 0.2306
2.2992 0.2014
2.3780 0.1972
2.4567 0.2088
2.5354 0.2270
2.6142 0.2327
2.6929 0.2239
2.7717 0.2093
2.8504 0.2121
2.9291 0.2536
3.0079 0.3077
3.0866 0.3171
3.1654 0.2953
3.2441 0.2717
3.3228 0.2434
3.4016 0.2136
3.4803 0.1952
3.5591 0.1928
3.6378 0.1964
3.7165 0.1802
3.7953 0.1630
3.8740 0.1648
3.9528 0.1702
