# Y/D U V W
-4.0000 6.5185 0.3266 -0.0246
-3.9213 6.4919 0.3559 0.0001
-3.8425 6.4648 0.3818 0.0099
-3.7638 6.4318 0.3986 0.0277
-3.6850 6.4226 0.4084 0.0357
-3.6063 6.4508 0.4133 0.0440
-3.5276 6.4686 0.4197 0.0624
-3.4488 6.4672 0.4400 0.0606
-3.3701 6.4799 0.4715 0.0386
-3.2913 6.5231 0.4925 0.0072
-3.2126 6.5978 0.4911 -0.0226
-3.1339 6.6786 0.4697 -0.0553
-3.0551 6.7474 0.4420 -0.0917
-2.9764 6.8117 0.4214 -0.1237
-2.8976 6.8450 0.4036 -0.1285
-2.8189 6.8250 0.3880 -0.0996
-2.7402 6.7736 0.3782 -0.0597
-2.6614 6.7111 0.3704 -0.0206
-2.5827 6.6738 0.3653 0.0199
-2.5039 6.6938 0.3677 0.0404
-2.4252 6.7102 0.3781 0.0264
-2.3465 6.6898 0.3911 0.0114
-2.2677 6.6761 0.4047 0.0006
-2.1890 6.6878 0.4229 -0.0021
-2.1102 6.6997 0.4451 -0.0050
-2.0315 6.7036 0.4678 -0.0006
-1.9528 6.7240 0.4857 -0.0039
-1.8740 6.7334 0.4855 -0.0410
-1.7953 6.7002 0.4651 -0.0715
-1.7165 6.6640 0.4382 -0.0720
-1.6378 6.6285 0.4163 -0.0452
-1.5591 6.5765 0.4011 0.0002
-1.4803 6.5031 0.3932 0.0369
-1.4016 6.4389 0.3924 0.0463
-1.3228 6.4112 0.3981 0.0477
-1.2441 6.4255 0.4104 0.0476
-1.1654 6.4695 0.4275 0.0361
-1.0866 6.4956 0.4428 0.0201
-1.0079 6.4618 0.4452 0.0298
-0.9291 6.3949 0.4390 0.0583
-0.8504 6.3441 0.4424 0.0738
-0.7717 6.3371 0.4661 0.0730
-0.6929 6.3827 0.5056 0.0533
-0.6142 6.4279 0.5465 0.0197
-0.5354 6.4227 0.5780 -0.0127
-0.4567 6.4129 0.6023 -0.0402
-0.3780 6.4396 0.6183 -0.0877
-0.2992 6.4826 0.6234 -0.1206
-0.2205 6.4755 0.6182 -0.1144
-0.1417 6.4310 0.6051 -0.0953
-0.0630 6.3819 0.5846 -0.0881
0.0157 6.3078 0.5637 -0.0664
0.0945 6.2114 0.5602 -0.0293
0.1732 6.1088 0.5671 0.0009
0.2520 6.0334 0.5607 0.0204
0.3307 5.9824 0.5437 0.0246
0.4094 5.9292 0.5343 0.0236
0.4882 5.8408 0.5299 0.0265
0.5669 5.7104 0.5142 0.0378
0.6457 5.5619 0.4931 0.0533
0.7244 5.4277 0.4892 0.0893
0.8031 5.3151 0.5001 0.1149
0.8819 5.2278 0.5094 0.0733
0.9606 5.1802 0.5138 0.0178
1.0394 5.1633 0.5114 0.0105
1.1181 5.1574 0.4918 0.0278
1.1969 5.1584 0.4589 0.0329
1.2756 5.1603 0.4416 0.0454
1.3543 5.1870 0.4452 0.0802
1.4331 5.2110 0.4497 0.0910
1.5118 5.2336 0.4408 0.0695
1.5906 5.3044 0.4144 0.0410
1.6693 5.4306 0.3791 0.0187
1.7480 5.5448 0.3493 0.0268
1.8268 5.6531 0.3343 0.0194
1.9055 5.7244 0.3273 0.0019
1.9843 5.7330 0.3187 0.0039
2.0630 5.7146 0.3117 0.0054
2.1417 5.7116 0.3221 -0.0093
2.2205 5.7030 0.3520 -0.0344
2.2992 5.6690 0.3843 -0.0370
2.3780 5.6231 0.4149 -0.0191
2.4567 5.5750 0.4450 0.0055
2.5354 5.5360 0.4715 0.0353
2.6142 5.5015 0.4882 0.0675
2.6929 5.4758 0.4932 0.1038
2.7717 5.4725 0.4832 0.1225
2.8504 5.4579 0.4516 0.1291
2.9291 5.4176 0.4089 0.1440
3.0079 5.3673 0.3698 0.1485
3.0866 5.3278 0.3427 0.1429
3.1654 5.3285 0.3244 0.1246
3.2441 5.3498 0.3093 0.1006
3.3228 5.3666 0.3029 0.0699
3.4016 5.3752 0.3002 0.0480
3.4803 5.3663 0.2911 0.0461
3.5591 5.3533 0.2818 0.0498
3.6378 5.3584 0.2860 0.0409
3.7165 5.3894 0.3015 0.0185
3.7953 5.4181 0.3198 0.0168
3.8740 5.4076 0.3340 0.0342
3.9528 5.3667 0.3424 0.0312
