# Y/D TKE
-4.0000 0.2752
-3.9213 0.3074
-3.8425 0.3411
-3.7638 0.3433
-3.6850 0.3265
-3.6063 0.3245
-3.5276 0.3206
-3.4488 0.2904
-3.3701 0.2708
-3.2913 0.2657
-3.2126 0.2564
-3.1339 0.2535
-3.0551 0.2741
-2.9764 0.3049
-2.8976 0.3093
-2.8189 0.2794
-2.7402 0.2648
-2.6614 0.2655
-2.5827 0.2631
-2.5039 0.2604
-2.4252 0.2823
-2.3465 0.3137
-2.2677 0.3369
-2.1890 0.3609
-2.1102 0.3845
-2.0315 0.4126
-1.9528 0.4260
-1.8740 0.3807
-1.7953 0.3152
-1.7165 0.3047
-1.6378 0.3182
-1.5591 0.3261
-1.4803 0.3383
-1.4016 0.3290
-1.3228 0.3009
-1.2441 0.2783
-1.1654 0.2752
-1.0866 0.2659
-1.0079 0.2455
-0.9291 0.2371
-0.8504 0.2464
-0.7717 0.2498
-0.6929 0.2457
-0.6142 0.2549
-0.5354 0.2712
-0.4567 0.2717
-0.3780 0.2628
-0.2992 0.2456
-0.2205 0.2418
-0.1417 0.2450
-0.0630 0.2525
0.0157 0.2609
0.0945 0.2593
0.1732 0.2664
0.2520 0.2744
0.3307 0.2918
0.4094 0.3053
0.4882 0.3057
0.5669 0.3339
0.6457 0.3577
0.7244 0.3645
0.8031 0.3822
0.8819 0.4040
0.9606 0.4059
1.0394 0.4067
1.1181 0.4224
1.1969 0.4154
1.2756 0.4043
1.3543 0.3858
1.4331 0.3680
1.5118 0.3718
1.5906 0.3878
1.6693 0.3618
1.7480 0.3105
1.8268 0.2685
1.9055 0.2562
1.9843 0.2794
2.0630 0.3195
2.1417 0.3383
2.2205 0.3215
2.2992 0.3130
2.3780 0.3067
2.4567 0.2773
2.5354 0.2625
2.6142 0.2527
2.6929 0.2511
2.7717 0.2555
2.8504 0.2542
2.9291 0.2560
3.0079 0.2646
3.0866 0.2987
3.1654 0.3278
3.2441 0.3252
3.3228 0.2977
3.4016 0.2566
3.4803 0.2328
3.5591 0.2381
3.6378 0.2608
3.7165 0.2663
3.7953 0.2483
3.8740 0.2403
3.9528 0.2615
