# Y/D TKE
-4.0000 0.3255
-3.9213 0.3400
-3.8425 0.3342
-3.7638 0.3355
-3.6850 0.3506
-3.6063 0.3611
-3.5276 0.3656
-3.4488 0.3359
-3.3701 0.3085
-3.2913 0.2854
-3.2126 0.2682
-3.1339 0.2817
-3.0551 0.2893
-2.9764 0.2857
-2.8976 0.2648
-2.8189 0.2624
-2.7402 0.2634
-2.6614 0.2537
-2.5827 0.2372
-2.5039 0.2517
-2.4252 0.2868
-2.3465 0.3288
-2.2677 0.3741
-2.1890 0.3971
-2.1102 0.4203
-2.0315 0.4390
-1.9528 0.3981
-1.8740 0.3258
-1.7953 0.3162
-1.7165 0.3352
-1.6378 0.3354
-1.5591 0.3380
-1.4803 0.3424
-1.4016 0.3283
-1.3228 0.3106
-1.2441 0.2940
-1.1654 0.2693
-1.0866 0.2446
-1.0079 0.2399
-0.9291 0.2506
-0.8504 0.2571
-0.7717 0.2595
-0.6929 0.2624
-0.6142 0.2641
-0.5354 0.2719
-0.4567 0.2666
-0.3780 0.2591
-0.2992 0.2618
-0.2205 0.2664
-0.1417 0.2741
-0.0630 0.2734
0.0157 0.2743
0.0945 0.3007
0.1732 0.3306
0.2520 0.3485
0.3307 0.3592
0.4094 0.3599
0.4882 0.3611
0.5669 0.3694
0.6457 0.3849
0.7244 0.4022
0.8031 0.4088
0.8819 0.4087
0.9606 0.4028
1.0394 0.4124
1.1181 0.4321
1.1969 0.4192
1.2756 0.3783
1.3543 0.3516
1.4331 0.3558
1.5118 0.3694
1.5906 0.3702
1.6693 0.3449
1.7480 0.3148
1.8268 0.2938
1.9055 0.3025
1.9843 0.3314
2.0630 0.3531
2.1417 0.3683
2.2205 0.3675
2.2992 0.3477
2.3780 0.3016
2.4567 0.2650
2.5354 0.2601
2.6142 0.2685
2.6929 0.2810
2.7717 0.2881
2.8504 0.2898
2.9291 0.2843
3.0079 0.2956
3.0866 0.3321
3.1654 0.3398
3.2441 0.3112
3.3228 0.2803
3.4016 0.2724
3.4803 0.2743
3.5591 0.2735
3.6378 0.2685
3.7165 0.2568
3.7953 0.2462
3.8740 0.2514
3.9528 0.2849
