# Y/D TKE
-4.0000 0.3791
-3.9213 0.3914
-3.8425 0.3967
-3.7638 0.3786
-3.6850 0.3460
-3.6063 0.3173
-3.5276 0.3089
-3.4488 0.3095
-3.3701 0.3235
-3.2913 0.3333
-3.2126 0.3340
-3.1339 0.3381
-3.0551 0.3542
-2.9764 0.3556
-2.8976 0.3324
-2.8189 0.3172
-2.7402 0.3065
-2.6614 0.2687
-2.5827 0.2501
-2.5039 0.2431
-2.4252 0.2452
-2.3465 0.2595
-2.2677 0.2763
-2.1890 0.2690
-2.1102 0.2684
-2.0315 0.2812
-1.9528 0.2969
-1.8740 0.3112
-1.7953 0.3285
-1.7165 0.3367
-1.6378 0.3407
-1.5591 0.3469
-1.4803 0.3417
-1.4016 0.3248
-1.3228 0.3136
-1.2441 0.3043
-1.1654 0.3016
-1.0866 0.3028
-1.0079 0.2946
-0.9291 0.2830
-0.8504 0.2724
-0.7717 0.2738
-0.6929 0.2983
-0.6142 0.3192
-0.5354 0.3426
-0.4567 0.3752
-0.3780 0.4152
-0.2992 0.4587
-0.2205 0.5069
-0.1417 0.5766
-0.0630 0.6343
0.0157 0.6443
0.0945 0.6278
0.1732 0.6290
0.2520 0.6514
0.3307 0.6758
0.4094 0.7093
0.4882 0.7212
0.5669 0.7258
0.6457 0.7073
0.7244 0.6320
0.8031 0.5718
0.8819 0.5675
0.9606 0.5892
1.0394 0.6084
1.1181 0.6245
1.1969 0.6477
1.2756 0.6315
1.3543 0.6035
1.4331 0.5673
1.5118 0.5019
1.5906 0.4153
1.6693 0.3628
1.7480 0.3289
1.8268 0.2950
1.9055 0.2646
1.9843 0.2494
2.0630 0.2504
2.1417 0.2548
2.2205 0.2618
2.2992 0.2688
2.3780 0.2709
2.4567 0.2938
2.5354 0.3256
2.6142 0.3287
2.6929 0.3095
2.7717 0.2727
2.8504 0.2466
2.9291 0.2365
3.0079 0.2411
3.0866 0.2429
3.1654 0.2329
3.2441 0.2298
3.3228 0.2228
3.4016 0.2231
3.4803 0.2411
3.5591 0.2493
3.6378 0.2452
3.7165 0.2442
3.7953 0.2452
3.8740 0.2434
3.9528 0.2510
