# Y/D TKE
-4.0000 0.4063
-3.9213 0.4177
-3.8425 0.4056
-3.7638 0.3865
-3.6850 0.3754
-3.6063 0.3634
-3.5276 0.3681
-3.4488 0.3743
-3.3701 0.3684
-3.2913 0.3643
-3.2126 0.3513
-3.1339 0.3396
-3.0551 0.3131
-2.9764 0.2673
-2.8976 0.2346
-2.8189 0.2255
-2.7402 0.2530
-2.6614 0.2988
-2.5827 0.3282
-2.5039 0.3172
-2.4252 0.2958
-2.3465 0.2776
-2.2677 0.2613
-2.1890 0.2440
-2.1102 0.2394
-2.0315 0.2540
-1.9528 0.2758
-1.8740 0.2744
-1.7953 0.2855
-1.7165 0.3122
-1.6378 0.3153
-1.5591 0.2909
-1.4803 0.2651
-1.4016 0.2593
-1.3228 0.2692
-1.2441 0.2782
-1.1654 0.2671
-1.0866 0.2618
-1.0079 0.2739
-0.9291 0.2812
-0.8504 0.2700
-0.7717 0.2549
-0.6929 0.2466
-0.6142 0.2421
-0.5354 0.2434
-0.4567 0.2512
-0.3780 0.2879
-0.2992 0.3397
-0.2205 0.3859
-0.1417 0.4045
-0.0630 0.4183
0.0157 0.4443
0.0945 0.4716
0.1732 0.5115
0.2520 0.5332
0.3307 0.5023
0.4094 0.5028
0.4882 0.5416
0.5669 0.5578
0.6457 0.5252
0.7244 0.4617
0.8031 0.4264
0.8819 0.4271
0.9606 0.4304
1.0394 0.4459
1.1181 0.4421
1.1969 0.4297
1.2756 0.4318
1.3543 0.4595
1.4331 0.4576
1.5118 0.4391
1.5906 0.4265
1.6693 0.4144
1.7480 0.4029
1.8268 0.3884
1.9055 0.3828
1.9843 0.4027
2.0630 0.4230
2.1417 0.4068
2.2205 0.3756
2.2992 0.3391
2.3780 0.2930
2.4567 0.2690
2.5354 0.2565
2.6142 0.2385
2.6929 0.2436
2.7717 0.2535
2.8504 0.2494
2.9291 0.2561
3.0079 0.2685
3.0866 0.2551
3.1654 0.2202
3.2441 0.2040
3.3228 0.2184
3.4016 0.2291
3.4803 0.2278
3.5591 0.2201
3.6378 0.2201
3.7165 0.2333
3.7953 0.2303
3.8740 0.2247
3.9528 0.2184
