# Y/D TKE
-4.0000 0.4159
-3.9213 0.3654
-3.8425 0.3316
-3.7638 0.2988
-3.6850 0.3125
-3.6063 0.3449
-3.5276 0.3442
-3.4488 0.3251
-3.3701 0.3165
-3.2913 0.3375
-3.2126 0.3378
-3.1339 0.3145
-3.0551 0.2977
-2.9764 0.2863
-2.8976 0.2829
-2.8189 0.2695
-2.7402 0.2581
-2.6614 0.2506
-2.5827 0.2582
-2.5039 0.3124
-2.4252 0.3361
-2.3465 0.3103
-2.2677 0.2926
-2.1890 0.2929
-2.1102 0.2976
-2.0315 0.3065
-1.9528 0.3145
-1.8740 0.3167
-1.7953 0.3307
-1.7165 0.3494
-1.6378 0.3691
-1.5591 0.3622
-1.4803 0.3385
-1.4016 0.3148
-1.3228 0.3108
-1.2441 0.3064
-1.1654 0.2862
-1.0866 0.2755
-1.0079 0.2768
-0.9291 0.2824
-0.8504 0.2796
-0.7717 0.2700
-0.6929 0.2894
-0.6142 0.3294
-0.5354 0.3731
-0.4567 0.4214
-0.3780 0.5162
-0.2992 0.7417
-0.2205 0.9742
-0.1417 1.0417
-0.0630 0.9729
0.0157 0.7337
0.0945 0.5232
0.1732 0.5047
0.2520 0.4940
0.3307 0.4988
0.4094 0.5411
0.4882 0.6090
0.5669 0.7290
0.6457 0.8522
0.7244 0.9578
0.8031 0.9928
0.8819 0.9367
0.9606 0.8214
1.0394 0.6247
1.1181 0.4427
1.1969 0.3331
1.2756 0.2885
1.3543 0.2594
1.4331 0.2337
1.5118 0.2304
1.5906 0.2349
1.6693 0.2510
1.7480 0.2624
1.8268 0.2612
1.9055 0.2494
1.9843 0.2568
2.0630 0.2750
2.1417 0.2691
2.2205 0.2509
2.2992 0.2359
2.3780 0.2226
2.4567 0.2184
2.5354 0.2148
2.6142 0.2093
2.6929 0.2161
2.7717 0.2325
2.8504 0.2439
2.9291 0.2417
3.0079 0.2424
3.0866 0.2414
3.1654 0.2345
3.2441 0.2380
3.3228 0.2544
3.4016 0.2594
3.4803 0.2508
3.5591 0.2431
3.6378 0.2516
3.7165 0.2463
3.7953 0.2320
3.8740 0.2297
3.9528 0.2320
