# Y/D TKE
-4.0000 0.3447
-3.9213 0.3408
-3.8425 0.3334
-3.7638 0.3287
-3.6850 0.3338
-3.6063 0.3211
-3.5276 0.3091
-3.4488 0.2971
-3.3701 0.3014
-3.2913 0.3178
-3.2126 0.3170
-3.1339 0.2999
-3.0551 0.2914
-2.9764 0.3102
-2.8976 0.3321
-2.8189 0.3353
-2.7402 0.2986
-2.6614 0.2686
-2.5827 0.2592
-2.5039 0.2454
-2.4252 0.2345
-2.3465 0.2384
-2.2677 0.2651
-2.1890 0.3030
-2.1102 0.3162
-2.0315 0.3089
-1.9528 0.3188
-1.8740 0.3421
-1.7953 0.3394
-1.7165 0.3003
-1.6378 0.2796
-1.5591 0.2873
-1.4803 0.3088
-1.4016 0.3206
-1.3228 0.3196
-1.2441 0.3057
-1.1654 0.2957
-1.0866 0.2891
-1.0079 0.2817
-0.9291 0.2714
-0.8504 0.2647
-0.7717 0.2609
-0.6929 0.2699
-0.6142 0.3024
-0.5354 0.3359
-0.4567 0.3552
-0.3780 0.3788
-0.2992 0.4037
-0.2205 0.4355
-0.1417 0.4550
-0.0630 0.5208
0.0157 0.5605
0.0945 0.5510
0.1732 0.5279
0.2520 0.5457
0.3307 0.5391
0.4094 0.5424
0.4882 0.5579
0.5669 0.5792
0.6457 0.5757
0.7244 0.5571
0.8031 0.5343
0.8819 0.4811
0.9606 0.4627
1.0394 0.4792
1.1181 0.4909
1.1969 0.4921
1.2756 0.5302
1.3543 0.5594
1.4331 0.5770
1.5118 0.5606
1.5906 0.5119
1.6693 0.4433
1.7480 0.3738
1.8268 0.3374
1.9055 0.3225
1.9843 0.2874
2.0630 0.2452
2.1417 0.2134
2.2205 0.2010
2.2992 0.2101
2.3780 0.2217
2.4567 0.2250
2.5354 0.2375
2.6142 0.2738
2.6929 0.2993
2.7717 0.2912
2.8504 0.2748
2.9291 0.2674
3.0079 0.2554
3.0866 0.2326
3.1654 0.2135
3.2441 0.2084
3.3228 0.2200
3.4016 0.2461
3.4803 0.2661
3.5591 0.2667
3.6378 0.2517
3.7165 0.2473
3.7953 0.2613
3.8740 0.2776
3.9528 0.2868
