# Y/D TKE
-4.0000 0.3533
-3.9213 0.3492
-3.8425 0.3887
-3.7638 0.4405
-3.6850 0.4411
-3.6063 0.3995
-3.5276 0.3681
-3.4488 0.3343
-3.3701 0.3105
-3.2913 0.3058
-3.2126 0.3084
-3.1339 0.3097
-3.0551 0.3042
-2.9764 0.3030
-2.8976 0.2892
-2.8189 0.2584
-2.7402 0.2275
-2.6614 0.2340
-2.5827 0.2767
-2.5039 0.3248
-2.4252 0.3379
-2.3465 0.3458
-2.2677 0.3456
-2.1890 0.3333
-2.1102 0.3220
-2.0315 0.3127
-1.9528 0.3170
-1.8740 0.3195
-1.7953 0.3150
-1.7165 0.3230
-1.6378 0.3594
-1.5591 0.3873
-1.4803 0.3515
-1.4016 0.2931
-1.3228 0.2670
-1.2441 0.2671
-1.1654 0.2555
-1.0866 0.2416
-1.0079 0.2339
-0.9291 0.2374
-0.8504 0.2491
-0.7717 0.2714
-0.6929 0.2948
-0.6142 0.2901
-0.5354 0.2825
-0.4567 0.2780
-0.3780 0.2776
-0.2992 0.2909
-0.2205 0.3036
-0.1417 0.3172
-0.0630 0.3531
0.0157 0.3904
0.0945 0.4008
0.1732 0.3989
0.2520 0.4376
0.3307 0.5010
0.4094 0.4930
0.4882 0.4821
0.5669 0.5241
0.6457 0.5638
0.7244 0.5627
0.8031 0.5205
0.8819 0.4649
0.9606 0.4041
1.0394 0.3798
1.1181 0.3926
1.1969 0.4028
1.2756 0.4009
1.3543 0.3804
1.4331 0.3640
1.5118 0.3729
1.5906 0.3770
1.6693 0.3843
1.7480 0.3994
1.8268 0.4210
1.9055 0.4243
1.9843 0.4170
2.0630 0.4190
2.1417 0.4155
2.2205 0.3952
2.2992 0.3724
2.3780 0.3590
2.4567 0.3398
2.5354 0.3241
2.6142 0.3174
2.6929 0.3074
2.7717 0.2965
2.8504 0.3082
2.9291 0.3057
3.0079 0.2997
3.0866 0.3050
3.1654 0.2724
3.2441 0.2295
3.3228 0.2168
3.4016 0.2291
3.4803 0.2428
3.5591 0.2373
3.6378 0.2310
3.7165 0.2288
3.7953 0.2381
3.8740 0.2529
3.9528 0.2581
