# Y/D TKE
-4.0000 0.4326
-3.9213 0.4196
-3.8425 0.4068
-3.7638 0.3690
-3.6850 0.3214
-3.6063 0.2924
-3.5276 0.2897
-3.4488 0.3100
-3.3701 0.3419
-3.2913 0.3514
-3.2126 0.3481
-3.1339 0.3523
-3.0551 0.3419
-2.9764 0.3327
-2.8976 0.3227
-2.8189 0.3033
-2.7402 0.2785
-2.6614 0.2616
-2.5827 0.2442
-2.5039 0.2321
-2.4252 0.2546
-2.3465 0.2825
-2.2677 0.2789
-2.1890 0.2651
-2.1102 0.2667
-2.0315 0.2890
-1.9528 0.3154
-1.8740 0.3388
-1.7953 0.3432
-1.7165 0.3357
-1.6378 0.3392
-1.5591 0.3495
-1.4803 0.3534
-1.4016 0.3365
-1.3228 0.3201
-1.2441 0.3207
-1.1654 0.3155
-1.0866 0.3059
-1.0079 0.3083
-0.9291 0.3033
-0.8504 0.2946
-0.7717 0.2941
-0.6929 0.3035
-0.6142 0.3207
-0.5354 0.3683
-0.4567 0.4273
-0.3780 0.4631
-0.2992 0.5079
-0.2205 0.5758
-0.1417 0.6299
-0.0630 0.6590
0.0157 0.6705
0.0945 0.6655
0.1732 0.6747
0.2520 0.7442
0.3307 0.8329
0.4094 0.8854
0.4882 0.8304
0.5669 0.7358
0.6457 0.6528
0.7244 0.5910
0.8031 0.6164
0.8819 0.6714
0.9606 0.6720
1.0394 0.6943
1.1181 0.7390
1.1969 0.7149
1.2756 0.6525
1.3543 0.6023
1.4331 0.5436
1.5118 0.4804
1.5906 0.4229
1.6693 0.3565
1.7480 0.2972
1.8268 0.2708
1.9055 0.2690
1.9843 0.2749
2.0630 0.2846
2.1417 0.2929
2.2205 0.2815
2.2992 0.2736
2.3780 0.2915
2.4567 0.3121
2.5354 0.3228
2.6142 0.3022
2.6929 0.2726
2.7717 0.2543
2.8504 0.2453
2.9291 0.2362
3.0079 0.2264
3.0866 0.2269
3.1654 0.2280
3.2441 0.2293
3.3228 0.2347
3.4016 0.2423
3.4803 0.2512
3.5591 0.2503
3.6378 0.2578
3.7165 0.2500
3.7953 0.2293
3.8740 0.2213
3.9528 0.2379
