# Y/D TKE
-4.0000 0.2925
-3.9213 0.2737
-3.8425 0.2626
-3.7638 0.2637
-3.6850 0.2658
-3.6063 0.2669
-3.5276 0.2745
-3.4488 0.2619
-3.3701 0.2452
-3.2913 0.2338
-3.2126 0.2346
-3.1339 0.2344
-3.0551 0.2385
-2.9764 0.2375
-2.8976 0.2274
-2.8189 0.2467
-2.7402 0.2975
-2.6614 0.3325
-2.5827 0.3305
-2.5039 0.3286
-2.4252 0.3316
-2.3465 0.3362
-2.2677 0.3242
-2.1890 0.3099
-2.1102 0.3130
-2.0315 0.3247
-1.9528 0.3299
-1.8740 0.3200
-1.7953 0.2992
-1.7165 0.2867
-1.6378 0.2752
-1.5591 0.2675
-1.4803 0.2680
-1.4016 0.2793
-1.3228 0.2946
-1.2441 0.3047
-1.1654 0.3073
-1.0866 0.2993
-1.0079 0.2833
-0.9291 0.2527
-0.8504 0.2409
-0.7717 0.2568
-0.6929 0.2721
-0.6142 0.2688
-0.5354 0.2468
-0.4567 0.2429
-0.3780 0.2466
-0.2992 0.2057
-0.2205 0.2033
-0.1417 0.2348
-0.0630 0.2547
0.0157 0.2443
0.0945 0.2195
0.1732 0.2197
0.2520 0.2295
0.3307 0.2490
0.4094 0.2748
0.4882 0.2918
0.5669 0.3095
0.6457 0.3062
0.7244 0.2899
0.8031 0.2825
0.8819 0.2981
0.9606 0.3197
1.0394 0.3002
1.1181 0.2576
1.1969 0.2225
1.2756 0.2035
1.3543 0.2084
1.4331 0.2242
1.5118 0.2216
1.5906 0.2171
1.6693 0.2325
1.7480 0.2410
1.8268 0.2455
1.9055 0.2594
1.9843 0.2640
2.0630 0.2499
2.1417 0.2350
2.2205 0.2376
2.2992 0.2381
2.3780 0.2305
2.4567 0.2084
2.5354 0.1925
2.6142 0.2179
2.6929 0.2635
2.7717 0.2991
2.8504 0.2857
2.9291 0.2542
3.0079 0.2477
3.0866 0.2576
3.1654 0.2739
3.2441 0.2827
3.3228 0.2717
3.4016 0.2478
3.4803 0.2246
3.5591 0.2090
3.6378 0.1999
3.7165 0.1954
3.7953 0.1941
3.8740 0.1831
3.9528 0.1782
