# Y/D U V W
-4.0000 6.5830 0.3289 -0.0506
-3.9213 6.5527 0.3482 -0.0122
-3.8425 6.5312 0.3807 0.0032
-3.7638 6.5177 0.4105 0.0044
-3.6850 6.4929 0.4145 0.0081
-3.6063 6.4610 0.4010 0.0193
-3.5276 6.4606 0.4020 0.0404
-3.4488 6.4725 0.4243 0.0512
-3.3701 6.4705 0.4521 0.0505
-3.2913 6.4945 0.4768 0.0303
-3.2126 6.5613 0.4953 -0.0053
-3.1339 6.6425 0.4968 -0.0387
-3.0551 6.7179 0.4833 -0.0805
-2.9764 6.7751 0.4689 -0.1122
-2.8976 6.8265 0.4511 -0.1297
-2.8189 6.8423 0.4254 -0.1174
-2.7402 6.8145 0.4028 -0.0918
-2.6614 6.7596 0.3821 -0.0732
-2.5827 6.7039 0.3596 -0.0345
-2.5039 6.6866 0.3481 0.0048
-2.4252 6.6867 0.3528 0.0222
-2.3465 6.6793 0.3661 0.0172
-2.2677 6.6592 0.3775 0.0029
-2.1890 6.6435 0.3912 0.0036
-2.1102 6.6495 0.4184 0.0118
-2.0315 6.6619 0.4524 0.0102
-1.9528 6.6732 0.4776 0.0105
-1.8740 6.7005 0.4879 -0.0042
-1.7953 6.7067 0.4846 -0.0426
-1.7165 6.6797 0.4694 -0.0689
-1.6378 6.6449 0.4489 -0.0678
-1.5591 6.6033 0.4280 -0.0372
-1.4803 6.5461 0.4078 0.0134
-1.4016 6.4537 0.3917 0.0284
-1.3228 6.3922 0.3843 0.0195
-1.2441 6.4078 0.3854 0.0192
-1.1654 6.4349 0.3908 0.0196
-1.0866 6.4524 0.4022 0.0141
-1.0079 6.4555 0.4206 0.0063
-0.9291 6.4184 0.4342 0.0205
-0.8504 6.3580 0.4350 0.0601
-0.7717 6.3211 0.4351 0.1031
-0.6929 6.3226 0.4536 0.1085
-0.6142 6.3575 0.4935 0.0681
-0.5354 6.3838 0.5414 0.0093
-0.4567 6.3979 0.5800 -0.0319
-0.3780 6.4174 0.5998 -0.0610
-0.2992 6.4516 0.6111 -0.0906
-0.2205 6.4749 0.6237 -0.0966
-0.1417 6.4559 0.6301 -0.0889
-0.0630 6.4155 0.6279 -0.0716
0.0157 6.3516 0.6178 -0.0656
0.0945 6.2523 0.6021 -0.0570
0.1732 6.1516 0.5868 -0.0324
0.2520 6.1132 0.5667 0.0015
0.3307 6.0924 0.5454 0.0185
0.4094 6.0741 0.5369 0.0159
0.4882 6.0261 0.5370 0.0239
0.5669 5.9153 0.5363 0.0434
0.6457 5.7892 0.5310 0.0599
0.7244 5.6339 0.5201 0.0827
0.8031 5.4928 0.5045 0.1059
0.8819 5.3781 0.4858 0.0888
0.9606 5.2960 0.4787 0.0672
1.0394 5.2318 0.4931 0.0554
1.1181 5.2018 0.5133 0.0362
1.1969 5.2025 0.5182 0.0089
1.2756 5.2001 0.5043 -0.0038
1.3543 5.2167 0.4837 0.0259
1.4331 5.2231 0.4648 0.0620
1.5118 5.2285 0.4496 0.0869
1.5906 5.2569 0.4382 0.0836
1.6693 5.3274 0.4266 0.0521
1.7480 5.4323 0.4049 0.0331
1.8268 5.5237 0.3719 0.0236
1.9055 5.5857 0.3419 0.0240
1.9843 5.6334 0.3244 0.0099
2.0630 5.6562 0.3178 -0.0089
2.1417 5.6600 0.3160 -0.0179
2.2205 5.6480 0.3200 -0.0333
2.2992 5.6359 0.3383 -0.0444
2.3780 5.6196 0.3704 -0.0275
2.4567 5.5658 0.4020 0.0173
2.5354 5.4858 0.4192 0.0538
2.6142 5.4387 0.4246 0.0470
2.6929 5.4166 0.4261 0.0335
2.7717 5.4130 0.4263 0.0515
2.8504 5.4039 0.4230 0.0867
2.9291 5.3686 0.4155 0.1126
3.0079 5.3311 0.4027 0.1374
3.0866 5.3140 0.3840 0.1533
3.1654 5.2951 0.3606 0.1454
3.2441 5.2940 0.3330 0.1234
3.3228 5.3112 0.3140 0.1050
3.4016 5.3278 0.3066 0.0863
3.4803 5.3292 0.2991 0.0548
3.5591 5.3169 0.2869 0.0289
3.6378 5.3149 0.2766 0.0323
3.7165 5.3327 0.2753 0.0368
3.7953 5.3577 0.2881 0.0381
3.8740 5.3823 0.3138 0.0545
3.9528 5.3804 0.3375 0.0549
