# Y/D U V W
-4.0000 6.5576 0.3571 -0.0594
-3.9213 6.6336 0.3472 -0.0831
-3.8425 6.7176 0.3450 -0.0968
-3.7638 6.8162 0.3621 -0.1020
-3.6850 6.8957 0.3853 -0.1123
-3.6063 6.9174 0.3960 -0.1127
-3.5276 6.9169 0.3949 -0.0874
-3.4488 6.9381 0.3908 -0.0527
-3.3701 6.9311 0.3908 -0.0449
-3.2913 6.8936 0.3961 -0.0586
-3.2126 6.8471 0.4006 -0.0668
-3.1339 6.7937 0.4012 -0.0654
-3.0551 6.7432 0.4009 -0.0469
-2.9764 6.7127 0.4052 -0.0288
-2.8976 6.7066 0.4123 -0.0250
-2.8189 6.7140 0.4188 -0.0249
-2.7402 6.7178 0.4269 -0.0245
-2.6614 6.7085 0.4371 -0.0295
-2.5827 6.7011 0.4541 -0.0189
-2.5039 6.7261 0.4698 -0.0043
-2.4252 6.7464 0.4736 -0.0084
-2.3465 6.7327 0.4766 -0.0195
-2.2677 6.7170 0.4827 -0.0223
-2.1890 6.7144 0.4806 -0.0198
-2.1102 6.7083 0.4733 -0.0112
-2.0315 6.6739 0.4687 0.0094
-1.9528 6.6316 0.4627 0.0388
-1.8740 6.5885 0.4566 0.0516
-1.7953 6.5376 0.4577 0.0472
-1.7165 6.4972 0.4672 0.0244
-1.6378 6.4731 0.4759 0.0003
-1.5591 6.4734 0.4679 -0.0067
-1.4803 6.4690 0.4427 0.0174
-1.4016 6.4485 0.4188 0.0637
-1.3228 6.4354 0.4112 0.1109
-1.2441 6.4226 0.4239 0.1184
-1.1654 6.4222 0.4545 0.0933
-1.0866 6.4514 0.4887 0.0519
-1.0079 6.5006 0.5077 0.0021
-0.9291 6.5143 0.5035 -0.0389
-0.8504 6.4840 0.4826 -0.0447
-0.7717 6.4277 0.4574 -0.0035
-0.6929 6.3541 0.4364 0.0400
-0.6142 6.3085 0.4284 0.0475
-0.5354 6.3186 0.4402 0.0310
-0.4567 6.3234 0.4616 0.0350
-0.3780 6.3018 0.4828 0.0695
-0.2992 6.2488 0.5105 0.0799
-0.2205 6.1755 0.5443 0.0537
-0.1417 6.0987 0.5734 0.0241
-0.0630 6.0494 0.5895 0.0058
0.0157 6.0421 0.5910 -0.0024
0.0945 6.0628 0.5859 0.0055
0.1732 6.0905 0.5847 0.0310
0.2520 6.1117 0.5843 0.0464
0.3307 6.1293 0.5768 0.0482
0.4094 6.1325 0.5666 0.0480
0.4882 6.0954 0.5618 0.0574
0.5669 6.0564 0.5694 0.0809
0.6457 6.0573 0.5940 0.0916
0.7244 6.0494 0.6209 0.0732
0.8031 6.0368 0.6365 0.0562
0.8819 6.0345 0.6392 0.0403
0.9606 6.0377 0.6273 0.0246
1.0394 6.0561 0.6186 0.0019
1.1181 6.1100 0.6288 -0.0204
1.1969 6.1720 0.6480 -0.0292
1.2756 6.2091 0.6598 -0.0411
1.3543 6.2243 0.6543 -0.0527
1.4331 6.2180 0.6365 -0.0497
1.5118 6.1750 0.6165 -0.0337
1.5906 6.1107 0.5961 -0.0009
1.6693 6.0161 0.5732 0.0418
1.7480 5.8913 0.5530 0.0855
1.8268 5.7597 0.5388 0.1228
1.9055 5.6741 0.5289 0.1504
1.9843 5.6508 0.5323 0.1666
2.0630 5.6621 0.5500 0.1496
2.1417 5.6803 0.5610 0.1163
2.2205 5.6823 0.5527 0.0947
2.2992 5.6765 0.5374 0.0770
2.3780 5.6569 0.5256 0.0476
2.4567 5.6332 0.5125 0.0337
2.5354 5.5972 0.4962 0.0329
2.6142 5.5605 0.4817 0.0367
2.6929 5.5381 0.4707 0.0507
2.7717 5.5140 0.4681 0.0736
2.8504 5.4875 0.4783 0.0760
2.9291 5.4591 0.4964 0.0771
3.0079 5.4015 0.5116 0.0867
3.0866 5.3441 0.5148 0.1232
3.1654 5.2809 0.5034 0.1498
3.2441 5.2291 0.4779 0.1275
3.3228 5.2335 0.4461 0.0759
3.4016 5.2960 0.4215 0.0468
3.4803 5.3684 0.4108 0.0198
3.5591 5.4030 0.4100 0.0049
3.6378 5.3953 0.4105 0.0249
3.7165 5.4034 0.4110 0.0578
3.7953 5.4207 0.4195 0.0788
3.8740 5.4316 0.4344 0.0766
3.9528 5.4542 0.4409 0.0462
