# Y/D U V
-4.000000000000000000e+00 6.264999999999999680e+00 -1.213283900004740769e-03
-3.949999999999999734e+00 6.264999999999999680e+00 -1.237389585311118780e-03
-3.899999999999999467e+00 6.264999999999999680e+00 -1.262204568920687747e-03
-3.849999999999999645e+00 6.264999999999999680e+00 -1.287761144918853941e-03
-3.799999999999999378e+00 6.264999999999999680e+00 -1.314060274673354949e-03
-3.749999999999999112e+00 6.264999999999999680e+00 -1.341149314021120118e-03
-3.699999999999998845e+00 6.264999999999999680e+00 -1.369076926465149710e-03
-3.649999999999998579e+00 6.264999999999999680e+00 -1.397862583182572262e-03
-3.599999999999998757e+00 6.264999999999999680e+00 -1.427526591376235450e-03
-3.549999999999998490e+00 6.264999999999999680e+00 -1.458106159495985675e-03
-3.499999999999998224e+00 6.264999999999999680e+00 -1.489665745662872853e-03
-3.449999999999997957e+00 6.264999999999999680e+00 -1.522230734120048022e-03
-3.399999999999997691e+00 6.264999999999999680e+00 -1.555816549747665589e-03
-3.349999999999997868e+00 6.264999999999999680e+00 -1.590461655910617098e-03
-3.299999999999997602e+00 6.264999999999999680e+00 -1.626273731794020041e-03
-3.249999999999997335e+00 6.264999999999999680e+00 -1.663254856870710098e-03
-3.199999999999997069e+00 6.264999999999999680e+00 -1.701459105555146872e-03
-3.149999999999996803e+00 6.264999999999999680e+00 -1.740905101341808266e-03
-3.099999999999996980e+00 6.264999999999999680e+00 -1.781736935331307975e-03
-3.049999999999996714e+00 6.264999999999999680e+00 -1.823932629567151346e-03
-2.999999999999996447e+00 6.264999999999999680e+00 -1.867565979264187818e-03
-2.949999999999996181e+00 6.264999999999999680e+00 -1.912686657816970413e-03
-2.899999999999995914e+00 6.264999999999999680e+00 -1.959430194315523593e-03
-2.849999999999996092e+00 6.264999999999999680e+00 -2.007809821987610079e-03
-2.799999999999995826e+00 6.264999999999999680e+00 -2.057887133354224796e-03
-2.749999999999995559e+00 6.264999999999999680e+00 -2.109751922851314451e-03
-2.699999999999995293e+00 6.264999999999999680e+00 -2.163526870235545768e-03
-2.649999999999995026e+00 6.264999999999999680e+00 -2.219276372747356479e-03
-2.599999999999995204e+00 6.264999999999999680e+00 -2.277010083104324956e-03
-2.549999999999994937e+00 6.264999999999999680e+00 -2.336887956841798668e-03
-2.499999999999994671e+00 6.264999999999999680e+00 -2.399062515971199343e-03
-2.449999999999994404e+00 6.264999999999998792e+00 -2.463553801991415389e-03
-2.399999999999994138e+00 6.264999999999997016e+00 -2.530470870133643899e-03
-2.349999999999993872e+00 6.264999999999989910e+00 -2.599961233549974958e-03
-2.299999999999994049e+00 6.264999999999962377e+00 -2.672193035593564345e-03
-2.249999999999993783e+00 6.264999999999862013e+00 -2.747184387024214497e-03
-2.199999999999993516e+00 6.264999999999513847e+00 -2.825092873262289271e-03
-2.149999999999993250e+00 6.264999999998286384e+00 -2.906105935449685568e-03
-2.099999999999992983e+00 6.264999999994269153e+00 -2.990422566272609925e-03
-2.049999999999993161e+00 6.264999999981357703e+00 -3.078049373132189445e-03
-1.999999999999992895e+00 6.264999999940995323e+00 -3.169126976073423016e-03
