# Y/D U V
-4.000000000000000000e+00 6.264999999999999680e+00 -5.245902472991881976e-04
-3.949999999999999734e+00 6.264999999999999680e+00 -5.336642542530830972e-04
-3.899999999999999467e+00 6.264999999999999680e+00 -5.429668366988427836e-04
-3.849999999999999645e+00 6.264999999999999680e+00 -5.525073404835628265e-04
-3.799999999999999378e+00 6.264999999999999680e+00 -5.622965169136437229e-04
-3.749999999999999112e+00 6.264999999999999680e+00 -5.723494936340357657e-04
-3.699999999999998845e+00 6.264999999999999680e+00 -5.826678969124269615e-04
-3.649999999999998579e+00 6.264999999999999680e+00 -5.932542367639648609e-04
-3.599999999999998757e+00 6.264999999999999680e+00 -6.041288379244982333e-04
-3.549999999999998490e+00 6.264999999999999680e+00 -6.153029292327856330e-04
-3.499999999999998224e+00 6.264999999999999680e+00 -6.267797699561952068e-04
-3.449999999999997957e+00 6.264999999999999680e+00 -6.385716056549835175e-04
-3.399999999999997691e+00 6.264999999999999680e+00 -6.506914981914634598e-04
-3.349999999999997868e+00 6.264999999999999680e+00 -6.631586397383884123e-04
-3.299999999999997602e+00 6.264999999999999680e+00 -6.759705214221096124e-04
-3.249999999999997335e+00 6.264999999999998792e+00 -6.891419291399905264e-04
-3.199999999999997069e+00 6.264999999999997016e+00 -7.027008016402837808e-04
-3.149999999999996803e+00 6.264999999999992575e+00 -7.166553856679028483e-04
-3.099999999999996980e+00 6.264999999999981917e+00 -7.310129204273630842e-04
-3.049999999999996714e+00 6.264999999999959712e+00 -7.457866146788655511e-04
-2.999999999999996447e+00 6.264999999999907310e+00 -7.610071863418115153e-04
-2.949999999999996181e+00 6.264999999999790070e+00 -7.766865867560274021e-04
-2.899999999999995914e+00 6.264999999999542268e+00 -7.928356132133602789e-04
-2.849999999999996092e+00 6.264999999999014690e+00 -8.094715090818092353e-04
-2.799999999999995826e+00 6.264999999997859170e+00 -8.266295681074405967e-04
-2.749999999999995559e+00 6.264999999995474411e+00 -8.443240026259441963e-04
-2.699999999999995293e+00 6.264999999990446433e+00 -8.625546974268039936e-04
