# Y/D U V
-4.000000000000000000e+00 6.264999999999999680e+00 -4.927292128567614237e-04
-3.949999999999999734e+00 6.264999999999999680e+00 -5.011423803981840831e-04
-3.899999999999999467e+00 6.264999999999999680e+00 -5.097734405311068594e-04
-3.849999999999999645e+00 6.264999999999999680e+00 -5.186275364379292537e-04
-3.799999999999999378e+00 6.264999999999999680e+00 -5.277045830796476492e-04
-3.749999999999999112e+00 6.264999999999999680e+00 -5.370163136396884085e-04
-3.699999999999998845e+00 6.264999999999999680e+00 -5.465772875920067633e-04
-3.649999999999998579e+00 6.264999999999999680e+00 -5.563913588916130897e-04
-3.599999999999998757e+00 6.264999999999999680e+00 -5.664624173844917676e-04
-3.549999999999998490e+00 6.264999999999999680e+00 -5.768006067198294673e-04
-3.499999999999998224e+00 6.264999999999999680e+00 -5.874240101984818350e-04
-3.449999999999997957e+00 6.264999999999999680e+00 -5.983405109613818690e-04
-3.399999999999997691e+00 6.264999999999999680e+00 -6.095474834115805103e-04
-3.349999999999997868e+00 6.264999999999998792e+00 -6.210645266062483558e-04
-3.299999999999997602e+00 6.264999999999997904e+00 -6.329107021803457526e-04
-3.249999999999997335e+00 6.264999999999994351e+00 -6.450886677745342780e-04
-3.199999999999997069e+00 6.264999999999989910e+00 -6.576080652126968518e-04
-3.149999999999996803e+00 6.264999999999978364e+00 -6.704830539382843242e-04
-3.099999999999996980e+00 6.264999999999951719e+00 -6.837409863746867454e-04
-3.049999999999996714e+00 6.264999999999894875e+00 -6.973806271166000173e-04
-2.999999999999996447e+00 6.264999999999771418e+00 -7.114157400163858072e-04
-2.949999999999996181e+00 6.264999999999513847e+00 -7.258615837211269441e-04
-2.899999999999995914e+00 6.264999999998958735e+00 -7.407541703443793792e-04
-2.849999999999996092e+00 6.264999999997800550e+00 -7.560865089602845056e-04
-2.799999999999995826e+00 6.264999999995494839e+00 -7.718835508154372159e-04
-2.749999999999995559e+00 6.264999999990777724e+00 -7.881566618839238973e-04
-2.699999999999995293e+00 6.264999999981128553e+00 -8.049472783438083728e-04
-2.649999999999995026e+00 6.264999999962183708e+00 -8.222547910096979738e-04
-2.599999999999995204e+00 6.264999999926160967e+00 -8.401045814948617484e-04
-2.549999999999994937e+00 6.264999999856238233e+00 -8.585162035028345157e-04
-2.499999999999994671e+00 6.264999999721482027e+00 -8.775319769888921019e-04
-2.449999999999994404e+00 6.264999999467820047e+00 -8.971501994058639871e-04
-2.399999999999994138e+00 6.264999999000637310e+00 -9.173987354726613301e-04
-2.349999999999993872e+00 6.264999998139827220e+00 -9.383172649024152517e-04
-2.299999999999994049e+00 6.264999996554759143e+00 -9.599406461158624740e-04
-2.249999999999993783e+00 6.264999993743353812e+00 -9.822804744714095163e-04
-2.199999999999993516e+00 6.264999988763844563e+00 -1.005358048741299658e-03
-2.149999999999993250e+00 6.264999979973014277e+00 -1.029231258614912280e-03
-2.099999999999992983e+00 6.264999964571448920e+00 -1.053931881743004704e-03
-2.049999999999993161e+00 6.264999938461281559e+00 -1.079480346711393386e-03
-1.999999999999992895e+00 6.264999894655366219e+00 -1.105909355208637649e-03
-1.949999999999992628e+00 6.264999820753256010e+00 -1.133286986592887957e-03
-1.899999999999992584e+00 6.264999697751206575e+00 -1.161642848140468504e-03
-1.849999999999992317e+00 6.264999496524449540e+00 -1.190996584101106179e-03
-1.799999999999992051e+00 6.264999173067898219e+00 -1.221397663151288157e-03
-1.749999999999992006e+00 6.264998649303923806e+00 -1.252934462926594446e-03
-1.699999999999991740e+00 6.264997818982239508e+00 -1.285634365899795614e-03
-1.649999999999991696e+00 6.264996523093739000e+00 -1.319529624157889710e-03
-1.599999999999991429e+00 6.264994528875055479e+00 -1.354676369031748272e-03
-1.549999999999991163e+00 6.264991423031841755e+00 -1.391182754601606383e-03
-1.499999999999991118e+00 6.264986747334146067e+00 -1.429085091349856576e-03
-1.449999999999990852e+00 6.264979714154919499e+00 -1.468404976454824092e-03
-1.399999999999990585e+00 6.264969376946840640e+00 -1.509233837756748971e-03
-1.349999999999990541e+00 6.264953936064415529e+00 -1.551700281560631188e-03
-1.299999999999990274e+00 6.264931545735523244e+00 -1.595818763561793370e-03
-1.249999999999990230e+00 6.264899531856222836e+00 -1.641663708727592909e-03
-1.199999999999989964e+00 6.264854218959278853e+00 -1.689317506006598676e-03
-1.149999999999989697e+00 6.264789573514236487e+00 -1.738951370097081318e-03
-1.099999999999989653e+00 6.264699491267267994e+00 -1.790554100179367163e-03
-1.049999999999989386e+00 6.264575581901927315e+00 -1.844225124835440280e-03
-9.999999999999892308e-01 6.264406765689598977e+00 -1.900084431513928557e-03
-9.499999999999890754e-01 6.264176166512303467e+00 -1.958312199800342317e-03
-8.999999999999889200e-01 6.263868296841882177e+00 -2.018918768391751023e-03
-8.499999999999887645e-01 6.263460818016895360e+00 -2.081999693014588600e-03
-7.999999999999884981e-01 6.262926441000082001e+00 -2.147723534519153585e-03
-7.499999999999883427e-01 6.262225600229893274e+00 -2.216255582875666444e-03
-6.999999999999881872e-01 6.261326655285429865e+00 -2.287643729977042149e-03
-6.499999999999880318e-01 6.260184402078022181e+00 -2.362007106589436231e-03
-5.999999999999878764e-01 6.258740097425769200e+00 -2.439529728868756325e-03
-5.499999999999876099e-01 6.256922684941689461e+00 -2.520373769100613288e-03
-4.999999999999874545e-01 6.254677410724251985e+00 -2.604598909379310205e-03
-4.499999999999872990e-01 6.251929269057052707e+00 -2.692336436309884090e-03
-3.999999999999870881e-01 6.248582169261760910e+00 -2.783822125702842265e-03
-3.499999999999869327e-01 6.244536792976365547e+00 -2.879182845941474951e-03
-2.999999999999867772e-01 6.239720909307808761e+00 -2.978482239286638425e-03
-2.499999999999865663e-01 6.234039526305490853e+00 -3.081845311643156317e-03
-1.999999999999863831e-01 6.227366066957722879e+00 -3.189516552261103047e-03
-1.499999999999862277e-01 6.219612510644127568e+00 -3.301615113635277335e-03
-9.999999999998603062e-02 6.210712094647667492e+00 -3.418149347697656791e-03
-4.999999999998585437e-02 6.200585668801351424e+00 -3.539191211718038625e-03
1.432275120902249174e-14 6.189123654726041757e+00 -3.665017467833701047e-03
5.000000000001450506e-02 6.176298034406209503e+00 -3.795608985617826732e-03
1.000000000000146744e-01 6.162100438481175502e+00 -3.930931507858292234e-03
1.500000000000148714e-01 6.146522244563262127e+00 -4.071009761734674035e-03
2.000000000000150269e-01 6.129527045471278690e+00 -4.215989514678554831e-03
2.500000000000152101e-01 6.111211246206742054e+00 -4.365607103198216980e-03
3.000000000000154210e-01 6.091656465389212904e+00 -4.519765390008192649e-03
3.500000000000155764e-01 6.070970218673039653e+00 -4.678264302817555439e-03
4.000000000000157319e-01 6.049245500185664426e+00 -4.841043276026486125e-03
4.500000000000159428e-01 6.026697844606973220e+00 -5.007583584590107571e-03
5.000000000000160982e-01 6.003497251496642484e+00 -5.177541159705783234e-03
5.500000000000162537e-01 5.979887138535481483e+00 -5.350311083952792590e-03
6.000000000000165201e-01 5.956058687532560292e+00 -5.525505422149051826e-03
6.500000000000166755e-01 5.932307117771080662e+00 -5.702178558886803611e-03
7.000000000000168310e-01 5.908829545854216825e+00 -5.879654765498764854e-03
7.500000000000169864e-01 5.885895191078747146e+00 -6.056954704227818231e-03
8.000000000000171418e-01 5.863801321031883340e+00 -6.232905553267163376e-03
8.500000000000174083e-01 5.842719948709867772e+00 -6.406442564597610023e-03
9.000000000000175637e-01 5.822896526819670626e+00 -6.576218419253314351e-03
9.500000000000177192e-01 5.804497474929107170e+00 -6.740911920084625281e-03
1.000000000000017986e+00 5.787758689794617162e+00 -6.898767840180982172e-03
1.050000000000018030e+00 5.772740554178287020e+00 -7.048526105699424310e-03
1.100000000000018296e+00 5.759537287090743973e+00 -7.188657350277679464e-03
1.150000000000018341e+00 5.748244023263550773e+00 -7.317404709808359234e-03
1.200000000000018607e+00 5.738906521713397879e+00 -7.432976583173076662e-03
1.250000000000018874e+00 5.731418096498143377e+00 -7.534418951228180616e-03
1.300000000000018918e+00 5.725741490891511631e+00 -7.620346000461018440e-03
1.350000000000019185e+00 5.721787401148766605e+00 -7.689303763995684188e-03
1.400000000000019229e+00 5.719397499128707096e+00 -7.740201680456967187e-03
1.450000000000019496e+00 5.718298907118018803e+00 -7.772857409861515590e-03
1.500000000000019762e+00 5.718147871950232997e+00 -7.786842402142652060e-03
1.550000000000019806e+00 5.718622791441696052e+00 -7.781444648040567597e-03
1.600000000000020073e+00 5.720114414393681734e+00 -7.756803695474403376e-03
