# Y/D U V
-4.000000000000000000e+00 6.264999999999999680e+00 -1.014307249935535258e-03
-3.949999999999999734e+00 6.264999999999999680e+00 -1.033931328598622790e-03
-3.899999999999999467e+00 6.264999999999999680e+00 -1.054132659975946882e-03
-3.849999999999999645e+00 6.264999999999999680e+00 -1.074912461757950369e-03
-3.799999999999999378e+00 6.264999999999999680e+00 -1.096294670319209255e-03
-3.749999999999999112e+00 6.264999999999999680e+00 -1.118293411802320780e-03
-3.699999999999998845e+00 6.264999999999999680e+00 -1.140959467980394437e-03
-3.649999999999998579e+00 6.264999999999999680e+00 -1.164306598907418385e-03
-3.599999999999998757e+00 6.264999999999999680e+00 -1.188332842336852456e-03
-3.549999999999998490e+00 6.264999999999999680e+00 -1.213094170158735691e-03
-3.499999999999998224e+00 6.264999999999999680e+00 -1.238628589124991276e-03
-3.449999999999997957e+00 6.264999999999999680e+00 -1.264942312701145162e-03
-3.399999999999997691e+00 6.264999999999999680e+00 -1.292065695397576555e-03
-3.349999999999997868e+00 6.264999999999999680e+00 -1.320052499980959356e-03
-3.299999999999997602e+00 6.264999999999999680e+00 -1.348934490225115260e-03
-3.249999999999997335e+00 6.264999999999999680e+00 -1.378737187110543744e-03
-3.199999999999997069e+00 6.264999999999999680e+00 -1.409475184885361672e-03
-3.149999999999996803e+00 6.264999999999999680e+00 -1.441239783684783275e-03
-3.099999999999996980e+00 6.264999999999999680e+00 -1.474056336178186048e-03
-3.049999999999996714e+00 6.264999999999999680e+00 -1.507925847013319529e-03
-2.999999999999996447e+00 6.264999999999999680e+00 -1.542930690285590923e-03
-2.949999999999996181e+00 6.264999999999999680e+00 -1.579136094765526237e-03
-2.899999999999995914e+00 6.264999999999999680e+00 -1.616572935006263534e-03
-2.849999999999996092e+00 6.264999999999999680e+00 -1.655289550727464393e-03
-2.799999999999995826e+00 6.264999999999999680e+00 -1.695311724052082740e-03
-2.749999999999995559e+00 6.264999999999999680e+00 -1.736782085225412747e-03
-2.699999999999995293e+00 6.264999999999999680e+00 -1.779699097142133785e-03
-2.649999999999995026e+00 6.264999999999999680e+00 -1.824128838251234432e-03
-2.599999999999995204e+00 6.264999999999998792e+00 -1.870121579379389713e-03
-2.549999999999994937e+00 6.264999999999995239e+00 -1.917841146671666989e-03
-2.499999999999994671e+00 6.264999999999986358e+00 -1.967287200265246949e-03
-2.449999999999994404e+00 6.264999999999954383e+00 -2.018521195981740068e-03
-2.399999999999994138e+00 6.264999999999852243e+00 -2.071620914591650389e-03
-2.349999999999993872e+00 6.264999999999534275e+00 -2.126799704397780086e-03
-2.299999999999994049e+00 6.264999999998536850e+00 -2.183996811173281004e-03
-2.249999999999993783e+00 6.264999999995777280e+00 -2.243386336262081539e-03
-2.199999999999993516e+00 6.264999999987899137e+00 -2.305011810541894926e-03
-2.149999999999993250e+00 6.264999999965050748e+00 -2.369089946244267407e-03
-2.099999999999992983e+00 6.264999999903750449e+00 -2.435636836721832149e-03
-2.049999999999993161e+00 6.264999999744871317e+00 -2.504762715941528939e-03
-1.999999999999992895e+00 6.264999999335837622e+00 -2.576614714018099495e-03
-1.949999999999992628e+00 6.264999998280775806e+00 -2.651401443132802432e-03
-1.899999999999992584e+00 6.264999995757189133e+00 -2.729171296420770595e-03
-1.849999999999992317e+00 6.264999989780061007e+00 -2.810018445075956189e-03
-1.799999999999992051e+00 6.264999975691156742e+00 -2.894145188742539704e-03
-1.749999999999992006e+00 6.264999943023219053e+00 -2.981784282787088361e-03
-1.699999999999991740e+00 6.264999873020695276e+00 -3.073042088758250537e-03
