# Y/D U V W
-4.0000 6.0967 -0.1073 0.0814
-3.9213 6.1038 -0.0994 0.0810
-3.8425 6.1561 -0.0839 0.0733
-3.7638 6.1953 -0.0609 0.0432
-3.6850 6.2107 -0.0359 -0.0022
-3.6063 6.2452 -0.0078 -0.0436
-3.5276 6.2699 0.0182 -0.0671
-3.4488 6.2885 0.0347 -0.0762
-3.3701 6.3112 0.0455 -0.0786
-3.2913 6.3382 0.0556 -0.0690
-3.2126 6.3622 0.0653 -0.0703
-3.1339 6.3862 0.0721 -0.0802
-3.0551 6.4165 0.0781 -0.0844
-2.9764 6.4204 0.0820 -0.0893
-2.8976 6.4199 0.0819 -0.1161
-2.8189 6.4288 0.0814 -0.1421
-2.7402 6.4305 0.0828 -0.1498
-2.6614 6.4228 0.0897 -0.1392
-2.5827 6.4209 0.0995 -0.1368
-2.5039 6.4307 0.1065 -0.1396
-2.4252 6.4503 0.1132 -0.1436
-2.3465 6.4694 0.1199 -0.1502
-2.2677 6.4815 0.1256 -0.1586
-2.1890 6.4762 0.1358 -0.1613
-2.1102 6.4726 0.1499 -0.1464
-2.0315 6.4738 0.1639 -0.1277
-1.9528 6.4750 0.1797 -0.1256
-1.8740 6.4620 0.1909 -0.1179
-1.7953 6.4202 0.1935 -0.0997
-1.7165 6.3913 0.1981 -0.0855
-1.6378 6.3845 0.2137 -0.0825
-1.5591 6.3943 0.2371 -0.0922
-1.4803 6.4158 0.2533 -0.1073
-1.4016 6.4316 0.2563 -0.1078
-1.3228 6.4327 0.2528 -0.1109
-1.2441 6.4462 0.2483 -0.1127
-1.1654 6.4688 0.2491 -0.0962
-1.0866 6.4770 0.2571 -0.0846
-1.0079 6.4590 0.2668 -0.0706
-0.9291 6.4490 0.2795 -0.0665
-0.8504 6.4666 0.3024 -0.0795
-0.7717 6.4909 0.3304 -0.0908
-0.6929 6.5083 0.3560 -0.1015
-0.6142 6.4456 0.3859 -0.0934
-0.5354 6.0439 0.4032 -0.0313
-0.4567 4.6970 0.3504 0.1563
-0.3780 3.5841 0.2580 0.3180
-0.2992 3.0400 0.2039 0.4332
-0.2205 2.7815 0.1859 0.5562
-0.1417 2.8264 0.1748 0.6959
-0.0630 3.4309 0.1988 0.7040
0.0157 4.4713 0.2779 0.5261
0.0945 4.7818 0.3511 0.2014
0.1732 4.2873 0.3806 -0.2336
0.2520 3.4947 0.3752 -0.5643
0.3307 3.0469 0.3761 -0.6052
0.4094 2.9150 0.4017 -0.4818
0.4882 2.7784 0.4181 -0.3636
0.5669 3.1386 0.4549 -0.2797
0.6457 4.2841 0.5724 -0.2240
0.7244 5.4919 0.7197 -0.1725
0.8031 6.1232 0.8001 -0.1254
0.8819 6.2575 0.7992 -0.0993
0.9606 6.2057 0.7624 -0.0902
1.0394 6.1254 0.7306 -0.0724
1.1181 6.0621 0.7203 -0.0444
1.1969 6.0254 0.7255 -0.0197
1.2756 6.0090 0.7280 0.0070
1.3543 5.9866 0.7157 0.0237
1.4331 5.9601 0.6970 0.0177
1.5118 5.9367 0.6836 0.0014
1.5906 5.9232 0.6739 -0.0078
1.6693 5.9199 0.6683 -0.0256
1.7480 5.9116 0.6695 -0.0363
1.8268 5.8922 0.6741 -0.0192
1.9055 5.8688 0.6799 0.0097
1.9843 5.8455 0.6872 0.0362
2.0630 5.8346 0.6911 0.0573
2.1417 5.8384 0.6925 0.0731
2.2205 5.8472 0.6996 0.0637
2.2992 5.8572 0.7132 0.0240
2.3780 5.8730 0.7247 -0.0227
2.4567 5.9043 0.7312 -0.0587
2.5354 5.9451 0.7357 -0.0727
2.6142 5.9695 0.7300 -0.0828
2.6929 5.9658 0.7099 -0.0965
2.7717 5.9544 0.6876 -0.1034
2.8504 5.9451 0.6736 -0.1018
2.9291 5.9278 0.6689 -0.0846
3.0079 5.9151 0.6743 -0.0580
3.0866 5.9009 0.6829 -0.0378
3.1654 5.8783 0.6856 -0.0337
3.2441 5.8669 0.6871 -0.0254
3.3228 5.8571 0.6880 -0.0040
3.4016 5.8201 0.6803 0.0142
3.4803 5.7776 0.6671 0.0257
3.5591 5.7495 0.6586 0.0495
3.6378 5.7058 0.6501 0.0830
3.7165 5.6489 0.6344 0.1086
3.7953 5.6141 0.6241 0.1447
3.8740 5.6130 0.6298 0.1804
3.9528 5.6283 0.6449 0.1911
