# Y/D U V W
-4.0000 6.2664 -0.0573 -0.1106
-3.9213 6.2488 -0.0602 -0.1093
-3.8425 6.2470 -0.0527 -0.0969
-3.7638 6.2629 -0.0360 -0.0916
-3.6850 6.2748 -0.0225 -0.0885
-3.6063 6.2869 -0.0182 -0.0797
-3.5276 6.3069 -0.0201 -0.0729
-3.4488 6.3338 -0.0136 -0.0632
-3.3701 6.3571 0.0061 -0.0512
-3.2913 6.3643 0.0262 -0.0431
-3.2126 6.3620 0.0447 -0.0347
-3.1339 6.3770 0.0634 -0.0535
-3.0551 6.3902 0.0774 -0.0831
-2.9764 6.3979 0.0899 -0.1109
-2.8976 6.4117 0.1072 -0.1296
-2.8189 6.4100 0.1251 -0.1228
-2.7402 6.3908 0.1374 -0.1220
-2.6614 6.3826 0.1498 -0.1267
-2.5827 6.3981 0.1666 -0.1272
-2.5039 6.4155 0.1802 -0.1246
-2.4252 6.4199 0.1866 -0.1150
-2.3465 6.4182 0.1899 -0.1083
-2.2677 6.4178 0.1932 -0.1206
-2.1890 6.4090 0.1990 -0.1396
-2.1102 6.3966 0.2073 -0.1478
-2.0315 6.3952 0.2158 -0.1473
-1.9528 6.4045 0.2215 -0.1558
-1.8740 6.4032 0.2280 -0.1511
-1.7953 6.3942 0.2396 -0.1356
-1.7165 6.3823 0.2524 -0.1293
-1.6378 6.3642 0.2631 -0.1320
-1.5591 6.3442 0.2729 -0.1261
-1.4803 6.3292 0.2791 -0.1076
-1.4016 6.3245 0.2829 -0.0977
-1.3228 6.3194 0.2935 -0.1052
-1.2441 6.3083 0.3084 -0.1178
-1.1654 6.2951 0.3233 -0.1292
-1.0866 6.2923 0.3376 -0.1393
-1.0079 6.2848 0.3422 -0.1290
-0.9291 6.2744 0.3424 -0.1179
-0.8504 6.2711 0.3502 -0.1249
-0.7717 6.2653 0.3633 -0.1231
-0.6929 6.2561 0.3765 -0.1182
-0.6142 6.2481 0.3884 -0.1085
-0.5354 6.2494 0.4010 -0.0951
-0.4567 6.2535 0.4121 -0.0800
-0.3780 6.2434 0.4210 -0.0704
-0.2992 6.2219 0.4310 -0.0649
-0.2205 6.1880 0.4422 -0.0710
-0.1417 6.1452 0.4537 -0.0844
-0.0630 6.1104 0.4679 -0.0848
0.0157 6.0994 0.4855 -0.0786
0.0945 6.0929 0.4996 -0.0794
0.1732 6.0795 0.5042 -0.0677
0.2520 6.0433 0.5026 -0.0559
0.3307 6.0053 0.4989 -0.0587
0.4094 5.9632 0.4985 -0.0656
0.4882 5.9280 0.5007 -0.0655
0.5669 5.9163 0.4993 -0.0581
0.6457 5.9090 0.4997 -0.0670
0.7244 5.8888 0.5097 -0.0881
0.8031 5.8434 0.5289 -0.1052
0.8819 5.7963 0.5466 -0.1160
0.9606 5.7576 0.5559 -0.1026
1.0394 5.7233 0.5601 -0.0829
1.1181 5.6997 0.5625 -0.0800
1.1969 5.6844 0.5662 -0.1008
1.2756 5.6836 0.5687 -0.1262
1.3543 5.6838 0.5653 -0.1285
1.4331 5.6756 0.5623 -0.1067
1.5118 5.6495 0.5711 -0.0778
1.5906 5.6165 0.5862 -0.0586
1.6693 5.5966 0.5947 -0.0397
1.7480 5.5812 0.5996 -0.0103
1.8268 5.5561 0.6028 0.0111
1.9055 5.5337 0.6065 0.0279
1.9843 5.5221 0.6215 0.0475
2.0630 5.5186 0.6417 0.0623
2.1417 5.5176 0.6537 0.0502
2.2205 5.5023 0.6610 0.0227
2.2992 5.4950 0.6693 -0.0158
2.3780 5.5028 0.6724 -0.0481
2.4567 5.5191 0.6617 -0.0590
2.5354 5.5320 0.6406 -0.0652
2.6142 5.5422 0.6175 -0.0574
2.6929 5.5544 0.5975 -0.0311
2.7717 5.5616 0.5809 0.0076
2.8504 5.5683 0.5691 0.0335
2.9291 5.5870 0.5706 0.0274
3.0079 5.6090 0.5856 0.0199
3.0866 5.6280 0.6027 0.0087
3.1654 5.6463 0.6134 -0.0033
3.2441 5.6670 0.6169 0.0004
3.3228 5.6958 0.6172 -0.0031
3.4016 5.6994 0.6165 -0.0018
3.4803 5.6712 0.6129 0.0075
3.5591 5.6459 0.6063 0.0141
3.6378 5.6180 0.5952 0.0238
3.7165 5.5875 0.5802 0.0347
3.7953 5.5693 0.5704 0.0442
3.8740 5.5416 0.5690 0.0507
3.9528 5.5148 0.5673 0.0799
