# Y/D U V W
-4.0000 6.1228 -0.0954 -0.0030
-3.9213 6.1187 -0.0726 0.0067
-3.8425 6.1224 -0.0589 -0.0061
-3.7638 6.1193 -0.0502 -0.0159
-3.6850 6.1173 -0.0400 -0.0177
-3.6063 6.1573 -0.0282 -0.0267
-3.5276 6.2117 -0.0136 -0.0320
-3.4488 6.2626 -0.0043 -0.0466
-3.3701 6.2966 -0.0009 -0.0609
-3.2913 6.3114 0.0019 -0.0842
-3.2126 6.3128 0.0119 -0.1068
-3.1339 6.3089 0.0312 -0.1030
-3.0551 6.3162 0.0476 -0.0951
-2.9764 6.3359 0.0599 -0.0942
-2.8976 6.3560 0.0812 -0.0951
-2.8189 6.3704 0.1084 -0.1004
-2.7402 6.3793 0.1287 -0.1199
-2.6614 6.3768 0.1453 -0.1315
-2.5827 6.3742 0.1594 -0.1270
-2.5039 6.3844 0.1683 -0.1280
-2.4252 6.3968 0.1764 -0.1392
-2.3465 6.4065 0.1865 -0.1441
-2.2677 6.4120 0.1966 -0.1304
-2.1890 6.4091 0.2075 -0.1276
-2.1102 6.4089 0.2188 -0.1433
-2.0315 6.4085 0.2275 -0.1528
-1.9528 6.4096 0.2360 -0.1450
-1.8740 6.4148 0.2465 -0.1431
-1.7953 6.4105 0.2574 -0.1486
-1.7165 6.3986 0.2696 -0.1540
-1.6378 6.3899 0.2836 -0.1481
-1.5591 6.3811 0.2962 -0.1402
-1.4803 6.3731 0.3030 -0.1349
-1.4016 6.3665 0.3028 -0.1295
-1.3228 6.3559 0.3003 -0.1243
-1.2441 6.3394 0.3018 -0.1230
-1.1654 6.3181 0.3111 -0.1238
-1.0866 6.2961 0.3252 -0.1321
-1.0079 6.2798 0.3425 -0.1344
-0.9291 6.2688 0.3639 -0.1347
-0.8504 6.2696 0.3864 -0.1426
-0.7717 6.2807 0.4065 -0.1470
-0.6929 6.2785 0.4237 -0.1414
-0.6142 6.2714 0.4455 -0.1367
-0.5354 6.2753 0.4727 -0.1378
-0.4567 6.2739 0.4934 -0.1437
-0.3780 6.2488 0.5018 -0.1408
-0.2992 6.2000 0.5050 -0.1244
-0.2205 6.1385 0.5103 -0.1185
-0.1417 6.0738 0.5164 -0.1129
-0.0630 6.0114 0.5174 -0.1188
0.0157 5.9549 0.5115 -0.1367
0.0945 5.8792 0.5001 -0.1307
0.1732 5.7774 0.4855 -0.1018
0.2520 5.6673 0.4788 -0.0773
0.3307 5.5779 0.4943 -0.0677
0.4094 5.5269 0.5322 -0.0429
0.4882 5.4941 0.5725 -0.0129
0.5669 5.4612 0.5971 -0.0044
0.6457 5.4148 0.6039 -0.0202
0.7244 5.3564 0.5978 -0.0523
0.8031 5.3053 0.5872 -0.0824
0.8819 5.2813 0.5749 -0.0925
0.9606 5.2648 0.5689 -0.0906
1.0394 5.2290 0.5744 -0.0715
1.1181 5.1939 0.5845 -0.0388
1.1969 5.1832 0.5978 -0.0218
1.2756 5.1960 0.6211 -0.0095
1.3543 5.2276 0.6502 -0.0154
1.4331 5.2655 0.6746 -0.0263
1.5118 5.2862 0.6915 -0.0569
1.5906 5.3014 0.6945 -0.0991
1.6693 5.3393 0.6840 -0.1341
1.7480 5.3986 0.6662 -0.1454
1.8268 5.4474 0.6390 -0.1352
1.9055 5.4736 0.6082 -0.1182
1.9843 5.4930 0.5867 -0.1000
2.0630 5.5287 0.5731 -0.0779
2.1417 5.5614 0.5620 -0.0497
2.2205 5.5968 0.5547 -0.0337
2.2992 5.6409 0.5501 -0.0351
2.3780 5.6792 0.5518 -0.0310
2.4567 5.6929 0.5632 -0.0150
2.5354 5.6791 0.5801 0.0087
2.6142 5.6666 0.5998 0.0334
2.6929 5.6815 0.6213 0.0423
2.7717 5.6992 0.6421 0.0419
2.8504 5.7178 0.6524 0.0305
2.9291 5.7269 0.6475 0.0387
3.0079 5.7164 0.6389 0.0554
3.0866 5.6799 0.6323 0.0590
3.1654 5.6473 0.6214 0.0622
3.2441 5.6176 0.6105 0.0707
3.3228 5.5901 0.6084 0.0911
3.4016 5.5915 0.6153 0.1044
3.4803 5.6217 0.6268 0.1044
3.5591 5.6631 0.6436 0.0974
3.6378 5.7129 0.6705 0.0760
3.7165 5.7651 0.6981 0.0384
3.7953 5.8053 0.7095 -0.0062
3.8740 5.8204 0.7017 -0.0344
3.9528 5.8202 0.6809 -0.0429
