# Y/D U V W
-4.0000 6.1324 -0.0910 0.0403
-3.9213 6.1221 -0.0496 0.0731
-3.8425 6.1371 -0.0175 0.0667
-3.7638 6.1890 -0.0027 0.0167
-3.6850 6.2309 -0.0013 -0.0239
-3.6063 6.2504 0.0008 -0.0404
-3.5276 6.2608 0.0114 -0.0405
-3.4488 6.2915 0.0215 -0.0555
-3.3701 6.3177 0.0262 -0.0770
-3.2913 6.3376 0.0314 -0.0805
-3.2126 6.3493 0.0441 -0.0661
-3.1339 6.3585 0.0606 -0.0603
-3.0551 6.3621 0.0738 -0.0688
-2.9764 6.3629 0.0891 -0.0759
-2.8976 6.3674 0.1045 -0.0804
-2.8189 6.3625 0.1095 -0.0915
-2.7402 6.3548 0.1100 -0.1091
-2.6614 6.3685 0.1174 -0.1192
-2.5827 6.3831 0.1331 -0.1312
-2.5039 6.3910 0.1422 -0.1582
-2.4252 6.4093 0.1398 -0.1774
-2.3465 6.4196 0.1410 -0.1800
-2.2677 6.4161 0.1505 -0.1520
-2.1890 6.4044 0.1638 -0.1150
-2.1102 6.3842 0.1771 -0.1083
-2.0315 6.3750 0.1893 -0.1181
-1.9528 6.3682 0.1971 -0.1247
-1.8740 6.3586 0.2017 -0.1189
-1.7953 6.3446 0.2078 -0.1143
-1.7165 6.3284 0.2176 -0.1092
-1.6378 6.3025 0.2366 -0.1037
-1.5591 6.2871 0.2615 -0.1079
-1.4803 6.2941 0.2787 -0.1215
-1.4016 6.2977 0.2820 -0.1300
-1.3228 6.2867 0.2813 -0.1356
-1.2441 6.2755 0.2906 -0.1223
-1.1654 6.2698 0.3081 -0.1017
-1.0866 6.2633 0.3191 -0.0989
-1.0079 6.2639 0.3165 -0.0973
-0.9291 6.2638 0.3092 -0.0832
-0.8504 6.2483 0.3107 -0.0792
-0.7717 6.2237 0.3245 -0.0808
-0.6929 6.2066 0.3438 -0.0803
-0.6142 6.2073 0.3633 -0.0697
-0.5354 6.2266 0.3811 -0.0645
-0.4567 6.2417 0.3964 -0.0763
-0.3780 6.2470 0.4104 -0.0849
-0.2992 6.2482 0.4220 -0.0871
-0.2205 6.2405 0.4304 -0.0766
-0.1417 6.2161 0.4388 -0.0541
-0.0630 6.1732 0.4514 -0.0521
0.0157 6.1452 0.4690 -0.0683
0.0945 6.1370 0.4835 -0.0752
0.1732 6.1241 0.4904 -0.0594
0.2520 6.0987 0.5005 -0.0400
0.3307 6.0637 0.5121 -0.0475
0.4094 6.0364 0.5152 -0.0619
0.4882 6.0122 0.5174 -0.0670
0.5669 5.9978 0.5240 -0.0659
0.6457 5.9890 0.5321 -0.0575
0.7244 5.9677 0.5441 -0.0413
0.8031 5.9400 0.5572 -0.0314
0.8819 5.9208 0.5611 -0.0121
0.9606 5.9014 0.5565 0.0119
1.0394 5.8852 0.5557 0.0299
1.1181 5.8827 0.5620 0.0323
1.1969 5.8701 0.5723 0.0243
1.2756 5.8482 0.5948 0.0229
1.3543 5.8269 0.6240 0.0236
1.4331 5.8101 0.6393 0.0153
1.5118 5.7861 0.6397 -0.0075
1.5906 5.7823 0.6358 -0.0125
1.6693 5.7946 0.6339 0.0021
1.7480 5.8025 0.6382 0.0050
1.8268 5.8115 0.6495 0.0036
1.9055 5.8404 0.6622 -0.0154
1.9843 5.8777 0.6721 -0.0275
2.0630 5.8905 0.6803 -0.0242
2.1417 5.8894 0.6870 -0.0322
2.2205 5.9042 0.6879 -0.0524
2.2992 5.9253 0.6840 -0.0770
2.3780 5.9321 0.6755 -0.0862
2.4567 5.9329 0.6590 -0.0876
2.5354 5.9198 0.6400 -0.0901
2.6142 5.8901 0.6285 -0.0785
2.6929 5.8570 0.6246 -0.0683
2.7717 5.8381 0.6252 -0.0512
2.8504 5.8201 0.6308 -0.0322
2.9291 5.7954 0.6394 -0.0321
3.0079 5.7767 0.6493 -0.0310
3.0866 5.7633 0.6582 -0.0174
3.1654 5.7540 0.6630 -0.0153
3.2441 5.7356 0.6644 -0.0193
3.3228 5.7119 0.6588 -0.0084
3.4016 5.7048 0.6485 0.0140
3.4803 5.7149 0.6442 0.0483
3.5591 5.7215 0.6482 0.0776
3.6378 5.7091 0.6558 0.0958
3.7165 5.6657 0.6561 0.1181
3.7953 5.6114 0.6393 0.1489
3.8740 5.5513 0.6169 0.1761
3.9528 5.5115 0.6059 0.1863
