# Y/D U V W
-4.0000 6.2152 -0.0940 0.0313
-3.9213 6.2107 -0.0608 0.0650
-3.8425 6.1983 -0.0293 0.0641
-3.7638 6.2188 -0.0166 0.0104
-3.6850 6.2421 -0.0129 -0.0448
-3.6063 6.2516 -0.0048 -0.0679
-3.5276 6.2603 0.0061 -0.0528
-3.4488 6.2869 0.0147 -0.0525
-3.3701 6.3084 0.0205 -0.0791
-3.2913 6.3233 0.0301 -0.0921
-3.2126 6.3324 0.0499 -0.0820
-3.1339 6.3436 0.0701 -0.0773
-3.0551 6.3536 0.0833 -0.0778
-2.9764 6.3695 0.0953 -0.0850
-2.8976 6.3779 0.1059 -0.0839
-2.8189 6.3702 0.1126 -0.0891
-2.7402 6.3639 0.1169 -0.1046
-2.6614 6.3784 0.1258 -0.1259
-2.5827 6.3907 0.1408 -0.1583
-2.5039 6.3992 0.1520 -0.1763
-2.4252 6.4074 0.1578 -0.1779
-2.3465 6.4148 0.1654 -0.1595
-2.2677 6.4091 0.1760 -0.1291
-2.1890 6.3872 0.1872 -0.1115
-2.1102 6.3766 0.1964 -0.1154
-2.0315 6.3720 0.2049 -0.1224
-1.9528 6.3600 0.2131 -0.1336
-1.8740 6.3516 0.2209 -0.1316
-1.7953 6.3417 0.2282 -0.1229
-1.7165 6.3290 0.2376 -0.1124
-1.6378 6.3107 0.2576 -0.1074
-1.5591 6.3025 0.2824 -0.1153
-1.4803 6.3133 0.2978 -0.1305
-1.4016 6.3133 0.3029 -0.1339
-1.3228 6.2906 0.3063 -0.1312
-1.2441 6.2721 0.3168 -0.1186
-1.1654 6.2630 0.3299 -0.1079
-1.0866 6.2644 0.3345 -0.1059
-1.0079 6.2715 0.3332 -0.0923
-0.9291 6.2715 0.3342 -0.0734
-0.8504 6.2633 0.3424 -0.0772
-0.7717 6.2535 0.3591 -0.0875
-0.6929 6.2469 0.3783 -0.0836
-0.6142 6.2578 0.3944 -0.0765
-0.5354 6.2780 0.4074 -0.0823
-0.4567 6.2927 0.4194 -0.0945
-0.3780 6.2974 0.4266 -0.1003
-0.2992 6.2814 0.4280 -0.0937
-0.2205 6.2513 0.4312 -0.0792
-0.1417 6.2205 0.4390 -0.0774
-0.0630 6.1958 0.4485 -0.0938
0.0157 6.1814 0.4563 -0.0936
0.0945 6.1604 0.4578 -0.0743
0.1732 6.1355 0.4607 -0.0559
0.2520 6.1016 0.4739 -0.0513
0.3307 6.0644 0.4914 -0.0606
0.4094 6.0476 0.5040 -0.0726
0.4882 6.0384 0.5112 -0.0784
0.5669 6.0240 0.5162 -0.0787
0.6457 5.9996 0.5189 -0.0655
0.7244 5.9720 0.5215 -0.0397
0.8031 5.9411 0.5224 -0.0189
0.8819 5.9106 0.5236 -0.0082
0.9606 5.9000 0.5306 0.0033
1.0394 5.8965 0.5460 0.0116
1.1181 5.8786 0.5662 0.0110
1.1969 5.8525 0.5838 0.0083
1.2756 5.8404 0.5974 -0.0110
1.3543 5.8387 0.6079 -0.0407
1.4331 5.8336 0.6113 -0.0420
1.5118 5.8270 0.6048 -0.0214
1.5906 5.8297 0.5989 -0.0085
1.6693 5.8363 0.6060 -0.0040
1.7480 5.8518 0.6250 -0.0000
1.8268 5.8712 0.6434 -0.0082
1.9055 5.8820 0.6541 -0.0239
1.9843 5.8895 0.6603 -0.0352
2.0630 5.8987 0.6638 -0.0516
2.1417 5.9140 0.6655 -0.0640
2.2205 5.9262 0.6662 -0.0720
2.2992 5.9333 0.6604 -0.0838
2.3780 5.9337 0.6417 -0.0904
2.4567 5.9165 0.6178 -0.0983
2.5354 5.8833 0.6032 -0.0875
2.6142 5.8466 0.6017 -0.0647
2.6929 5.8250 0.6058 -0.0505
2.7717 5.8085 0.6098 -0.0432
2.8504 5.7858 0.6151 -0.0382
2.9291 5.7685 0.6220 -0.0353
3.0079 5.7597 0.6279 -0.0253
3.0866 5.7467 0.6302 -0.0161
3.1654 5.7338 0.6295 -0.0090
3.2441 5.7246 0.6281 -0.0056
3.3228 5.7331 0.6234 0.0006
3.4016 5.7504 0.6190 0.0125
3.4803 5.7526 0.6226 0.0372
3.5591 5.7167 0.6226 0.0832
3.6378 5.6528 0.6117 0.1447
3.7165 5.5852 0.6048 0.1823
3.7953 5.5501 0.6106 0.1865
3.8740 5.5426 0.6142 0.1789
3.9528 5.5482 0.6023 0.1784
