# z -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 
8.400000000000318323e-02 3.266048494713895689e+00 2.580099039000917749e+00 2.539831063659756083e+00 1.918330747558735894e+00 2.247979046344957599e+00 2.638450233379915577e+00 2.728935621075278650e+00 2.697018572924972268e+00 2.644203238900636688e+00 2.570548837184207347e+00 2.521103138709580804e+00 2.515017361975256271e+00 2.521699692032596918e+00 3.032533209771990812e+00 3.578319798008232855e+00 3.602758401032583269e+00
6.457090909090911879e+00 3.879316220549663186e+00 3.749925991312505591e+00 3.746721921177414760e+00 3.823114158104385485e+00 4.030571470964979142e+00 4.271358918773356272e+00 4.366561748566828882e+00 4.391527242113157925e+00 4.364050876220655795e+00 4.311656356520026101e+00 4.285447676902245817e+00 4.257714317707366192e+00 4.247648082281524573e+00 4.196935149389920738e+00 4.120655240947704634e+00 4.095058790886359823e+00
1.283018181818182057e+01 4.562626222806413168e+00 4.615244362075111795e+00 4.641710715570476431e+00 4.722458748480178770e+00 4.814436165802790768e+00 4.904848030017508798e+00 4.976939130721036442e+00 5.029348860976461388e+00 5.034818182196360681e+00 4.999681470577844067e+00 4.975083421566059982e+00 4.948951901690528565e+00 4.926535673678146487e+00 4.933867543169624170e+00 4.803051572576150008e+00 4.736386493504927131e+00
1.920327272727272927e+01 4.983685612485928118e+00 5.038975971030525969e+00 5.073578767367877163e+00 5.137117812210025392e+00 5.182265337075314449e+00 5.195183011988044441e+00 5.240146877468673914e+00 5.298927213527496072e+00 5.319591938319081947e+00 5.291584576641966464e+00 5.272242570335785139e+00 5.246591048618888919e+00 5.228945147760965639e+00 5.240921476773252152e+00 5.204475228998867387e+00 5.153415292039531082e+00
2.557636363636363797e+01 5.257256333056973041e+00 5.294773374656406517e+00 5.332744628773135709e+00 5.381753805153744352e+00 5.403258214439248697e+00 5.392637243535938651e+00 5.419281737827998491e+00 5.461593936147044914e+00 5.486816167995463012e+00 5.471217912877641254e+00 5.457936532949628550e+00 5.441825069620817246e+00 5.425397510646945420e+00 5.427298475913294951e+00 5.449460598075845930e+00 5.440951459649714828e+00
3.194945454545454666e+01 5.480389818684266778e+00 5.485929768856342648e+00 5.515775471278814734e+00 5.551464321855219985e+00 5.561971572585521884e+00 5.546569857959728012e+00 5.557181474070103988e+00 5.581962110912927599e+00 5.603761747023814799e+00 5.604776320332937267e+00 5.592287794358152375e+00 5.589495842916960555e+00 5.570784872596041382e+00 5.566585237615577775e+00 5.579187374685367296e+00 5.590095359376709538e+00
3.832254545454545536e+01 5.639074614599970836e+00 5.644710582614351324e+00 5.654914942220027996e+00 5.682212022533579265e+00 5.679051040577693499e+00 5.666882363168276981e+00 5.668575864891028715e+00 5.681815382289182814e+00 5.698145623414379912e+00 5.704558262775983657e+00 5.694906189291315535e+00 5.702057948667659915e+00 5.690657038568758708e+00 5.681607088826944540e+00 5.688670750545719912e+00 5.709220069093204231e+00
4.469563636363636761e+01 5.771781969912533228e+00 5.774177103110941900e+00 5.769703575875062107e+00 5.790369146612637685e+00 5.773406819449416361e+00 5.765321258247096736e+00 5.761874167617230036e+00 5.771667437666128997e+00 5.784701987648275257e+00 5.787840780772169680e+00 5.783867742188406602e+00 5.788761820857174278e+00 5.791860506583804025e+00 5.776544125172605959e+00 5.779556227412163238e+00 5.800755086893913059e+00
5.106872727272727275e+01 5.879348705653082874e+00 5.878149915941484949e+00 5.870561174351446532e+00 5.879978561293834005e+00 5.860727266057696561e+00 5.853473707689319738e+00 5.849351220457098322e+00 5.853414295925295718e+00 5.864278475258605461e+00 5.865123927713344898e+00 5.866280521946890758e+00 5.865946043863737636e+00 5.876955715869883079e+00 5.858242810388731847e+00 5.853332603575624127e+00 5.871698327709475862e+00
5.744181818181817789e+01 5.963225340255231544e+00 5.962228759276800183e+00 5.955747091260385595e+00 5.956971483532950806e+00 5.938240483567936323e+00 5.936793736536777111e+00 5.931381497773877243e+00 5.927517231279304966e+00 5.934919595312753593e+00 5.936690495114539168e+00 5.940365842185547862e+00 5.939937545397112828e+00 5.948456943056063650e+00 5.929871557310072205e+00 5.922574485280208911e+00 5.937379730558543400e+00
6.381490909090909014e+01 6.039982813186869137e+00 6.035137407235532159e+00 6.025540151144301859e+00 6.023404767144678651e+00 6.011954689834402288e+00 6.011754244204049691e+00 6.005371587357408281e+00 5.999272953643213668e+00 5.998128131522460826e+00 5.998174173335560688e+00 6.004652066533907373e+00 6.006146623862148815e+00 6.008707613447892726e+00 5.995624720722036116e+00 5.985847689834951524e+00 5.996206944728222688e+00
7.018800000000000239e+01 6.102818415141813446e+00 6.103394883765151491e+00 6.089214793586813279e+00 6.085093288605997408e+00 6.082033047435111861e+00 6.076292256979642481e+00 6.067305454261414432e+00 6.063222203981627700e+00 6.059522195056883831e+00 6.058380874120635085e+00 6.061236060319395769e+00 6.064113643705724144e+00 6.065578314725243558e+00 6.054941878796569199e+00 6.040579141435371113e+00 6.050392508316689621e+00
7.656109090909090753e+01 6.161666377071320255e+00 6.167558215564148405e+00 6.150955525983867744e+00 6.146633840810976857e+00 6.146912576210049828e+00 6.135502565485304594e+00 6.124966486054756132e+00 6.121382190147088842e+00 6.120189725458907937e+00 6.116775492310987161e+00 6.117468223780004877e+00 6.115109692087435711e+00 6.115836097478889677e+00 6.108413247431941251e+00 6.093460465556690409e+00 6.104221476645253830e+00
8.293418181818181267e+01 6.224046470582341506e+00 6.227377175664141618e+00 6.211273346426187558e+00 6.205880672728207870e+00 6.205609150615723379e+00 6.193527855694433981e+00 6.177717942249524974e+00 6.176302155491389279e+00 6.177929703384053894e+00 6.173279551180406166e+00 6.170335331384293021e+00 6.162156785464580011e+00 6.163092633184241720e+00 6.159116200104430838e+00 6.146608843168147374e+00 6.160174209989886407e+00
8.930727272727273203e+01 6.271539944618643503e+00 6.282007215793595556e+00 6.268291193203431533e+00 6.261931771449815720e+00 6.258857979154059947e+00 6.245867179049118256e+00 6.222599516159851518e+00 6.222829934629533710e+00 6.227379543123304551e+00 6.226343145770376175e+00 6.224196431203789182e+00 6.212108009995999325e+00 6.213533757741330099e+00 6.211732888254817730e+00 6.202247658009522269e+00 6.216556509932800623e+00
9.568036363636363717e+01 6.318570293831267115e+00 6.333645664421435839e+00 6.318945364652384988e+00 6.312437605486552528e+00 6.308520613125636167e+00 6.295549781026011260e+00 6.270573221922818519e+00 6.265511196725365828e+00 6.273901938227062658e+00 6.277309841555090308e+00 6.273320852196089703e+00 6.265373473847126284e+00 6.268488340005710313e+00 6.263657243266480101e+00 6.258235909079552961e+00 6.272267828427830594e+00
1.020534545454545423e+02 6.366205618892823104e+00 6.381300901876075571e+00 6.364412346689993782e+00 6.355259252010871052e+00 6.351470602474545757e+00 6.340703364843697898e+00 6.318743007722992466e+00 6.312135040293600952e+00 6.317955668333882002e+00 6.325586895066244608e+00 6.322351824908987616e+00 6.316925509329905708e+00 6.320603006185040229e+00 6.312188560351340350e+00 6.307044634692070773e+00 6.320487350525279879e+00
