# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 1.891673529866562953e-01 1.525311394087289565e-02 2.044204669275291875e-01
-3.950000000000000622e+00 1.915486930421003708e-01 1.526822658805379769e-02 2.068169196301541668e-01
-3.900000000000001243e+00 2.003776235153826024e-01 1.529202320070277045e-02 2.156696467160853781e-01
-3.849999999999998757e+00 1.946611507869725755e-01 1.552694314295900539e-02 2.101880939299315687e-01
-3.799999999999999378e+00 1.991155869525005895e-01 1.563124995599452990e-02 2.147468369084951090e-01
-3.750000000000000000e+00 2.000001054333240547e-01 1.550335922074237878e-02 2.155034646540664456e-01
-3.700000000000000622e+00 1.876870160296222612e-01 1.516991254766312559e-02 2.028569285772853781e-01
-3.650000000000001243e+00 1.872189112220989937e-01 1.487321048589135275e-02 2.020921217079903465e-01
-3.599999999999998757e+00 1.793891588130559211e-01 1.487093411117373400e-02 1.942600929242296603e-01
-3.549999999999999378e+00 1.751997888791127223e-01 1.479929467848820068e-02 1.899990835576009229e-01
-3.500000000000000000e+00 1.846684996549342039e-01 1.469031289890259176e-02 1.993588125538368061e-01
-3.450000000000000622e+00 1.873000194843725541e-01 1.457464375988596315e-02 2.018746632442585121e-01
-3.400000000000001243e+00 1.958649105164959048e-01 1.441763070813742269e-02 2.102825412246333292e-01
-3.349999999999998757e+00 2.125317188961947934e-01 1.421991974229342738e-02 2.267516386384882121e-01
-3.299999999999999378e+00 2.080273660063871044e-01 1.392330990819017934e-02 2.219506759145772889e-01
-3.250000000000000000e+00 2.100212443648150906e-01 1.366551609586215237e-02 2.236867604606772308e-01
-3.200000000000000622e+00 2.088056088306624036e-01 1.349219896742722552e-02 2.222978077980896361e-01
-3.150000000000001243e+00 2.061038309249796918e-01 1.314494416231741340e-02 2.192487750872970931e-01
-3.099999999999998757e+00 2.151728652868216962e-01 1.277506929206352788e-02 2.279479345788852362e-01
-3.049999999999999378e+00 2.203387914924197499e-01 1.250842585858541293e-02 2.328472173510051646e-01
-3.000000000000000000e+00 2.157764643697118179e-01 1.221758732970422943e-02 2.279940516994160560e-01
-2.950000000000000622e+00 2.130017773930523994e-01 1.191728176849945163e-02 2.249190591615518597e-01
-2.900000000000001243e+00 1.903322888288971337e-01 1.169836339973587963e-02 2.020306522286330064e-01
-2.849999999999998757e+00 1.751513828702039866e-01 1.153550706432253901e-02 1.866868899345265342e-01
-2.799999999999999378e+00 1.639888231264562402e-01 1.143330801089477433e-02 1.754221311373510006e-01
-2.750000000000000000e+00 1.536614917284608584e-01 1.138499442355836444e-02 1.650464861520192228e-01
-2.700000000000000622e+00 1.526872901262896209e-01 1.133212914445987790e-02 1.640194192707495058e-01
-2.650000000000001243e+00 1.523223455388014180e-01 1.125867256880083017e-02 1.635810181076022551e-01
-2.599999999999998757e+00 1.467032148649100032e-01 1.131034977746841162e-02 1.580135646423784235e-01
-2.549999999999999378e+00 1.508221227469361825e-01 1.140792145301794576e-02 1.622300441999541265e-01
-2.500000000000000000e+00 1.499549072066650446e-01 1.153030247489005011e-02 1.614852096815551086e-01
-2.450000000000000622e+00 1.464125996119997053e-01 1.176120662294045938e-02 1.581738062349401508e-01
-2.400000000000001243e+00 1.514701461760476209e-01 1.204422089419966875e-02 1.635143670702473018e-01
-2.349999999999998757e+00 1.469472514839368915e-01 1.176268240868549864e-02 1.587099338926223902e-01
-2.299999999999999378e+00 1.528865821585937979e-01 1.166564661899406781e-02 1.645522287775878778e-01
-2.250000000000000000e+00 1.652110608860568319e-01 1.178810541571233272e-02 1.769991663017691508e-01
-2.200000000000000622e+00 1.728596649668244778e-01 1.182909111971209258e-02 1.846887560865365652e-01
-2.150000000000001243e+00 1.860210984971465420e-01 1.188982402543100475e-02 1.979109225225775537e-01
-2.099999999999998757e+00 1.947694862743432898e-01 1.201973570920226997e-02 2.067892219835455458e-01
-2.049999999999999378e+00 1.989311470819239425e-01 1.216881953934724481e-02 2.110999666212711734e-01
-2.000000000000000000e+00 2.112713440207431570e-01 1.230353226856898546e-02 2.235748762893121355e-01
-1.950000000000000622e+00 2.154567138550279037e-01 1.232386053876092721e-02 2.277805743937888205e-01
-1.900000000000001465e+00 2.216275520248243425e-01 1.212645702243666732e-02 2.337540090472610133e-01
-1.849999999999998535e+00 2.373912878900413803e-01 1.177278656578104217e-02 2.491640744558224208e-01
-1.799999999999999378e+00 2.487122896352206292e-01 1.137830419973928121e-02 2.600905938349599156e-01
-1.750000000000000000e+00 2.591672284986479280e-01 1.113432846306694306e-02 2.703015569617148728e-01
-1.700000000000000622e+00 2.572971983298022458e-01 1.108737958666000667e-02 2.683845779164622525e-01
-1.650000000000001465e+00 2.400998219006696965e-01 1.108818541587851085e-02 2.511880073165482230e-01
-1.599999999999998535e+00 2.336744058331426954e-01 1.113233259973492144e-02 2.448067384328776186e-01
-1.549999999999999378e+00 2.314072463212269171e-01 1.126610279297923095e-02 2.426733491142061550e-01
-1.500000000000000000e+00 2.253191923343419167e-01 1.122528602041087363e-02 2.365444783547527852e-01
-1.450000000000000622e+00 2.255025495043856409e-01 1.109164006932082322e-02 2.365941895737064538e-01
-1.400000000000001465e+00 2.108343587367544902e-01 1.082175887868352254e-02 2.216561176154380197e-01
-1.349999999999998535e+00 1.980277011297487955e-01 1.082489891313661266e-02 2.088526000428854168e-01
-1.299999999999999378e+00 1.914836916164464609e-01 1.104337963216804608e-02 2.025270712486145208e-01
-1.250000000000000000e+00 1.655494619852185267e-01 1.102200085693674607e-02 1.765714628421552745e-01
-1.200000000000000622e+00 1.542667968174381565e-01 1.084926369044796057e-02 1.651160605078861310e-01
-1.150000000000001465e+00 1.499562075120468019e-01 1.046375637105152571e-02 1.604199638830983154e-01
-1.099999999999998535e+00 1.474600447493513711e-01 1.030477659479070267e-02 1.577648213441420755e-01
-1.049999999999999378e+00 1.541609260663429903e-01 1.022503321786165029e-02 1.643859592842046302e-01
-1.000000000000000000e+00 1.589058374580278044e-01 1.024315894121607777e-02 1.691489963992438839e-01
-9.500000000000007327e-01 1.574500599417546498e-01 1.021927045361704055e-02 1.676693303953716851e-01
-9.000000000000014655e-01 1.604330683463979779e-01 1.018168866686171986e-02 1.706147570132597047e-01
-8.499999999999985345e-01 1.590850118802940305e-01 1.018949719989614179e-02 1.692745090801901775e-01
-7.999999999999992673e-01 1.598693586721103843e-01 1.030099079559136654e-02 1.701703494677017647e-01
-7.500000000000000000e-01 1.656927985100259404e-01 1.050244643094815598e-02 1.761952449409741051e-01
-7.000000000000007327e-01 1.573265548739398445e-01 1.056816975694991993e-02 1.678947246308897523e-01
-6.500000000000014655e-01 1.579606390683041817e-01 1.061653250904722075e-02 1.685771715773514146e-01
-5.999999999999985345e-01 1.605508490515986653e-01 1.064611513056131289e-02 1.711969641821599886e-01
-5.499999999999992673e-01 1.649820042947315601e-01 1.077610363699536833e-02 1.757581079317269146e-01
-5.000000000000000000e-01 1.775104895175088626e-01 1.096355821393678494e-02 1.884740477314456597e-01
-4.500000000000007327e-01 1.876623592248199135e-01 1.126117415344953833e-02 1.989235333782694570e-01
-4.000000000000014100e-01 1.993635345161579864e-01 1.157316224515728652e-02 2.109366967613152677e-01
-3.499999999999985900e-01 2.169149331945668391e-01 1.188714828570741795e-02 2.288020814802742553e-01
-2.999999999999992673e-01 2.209144736568701139e-01 1.214461886994955622e-02 2.330590925268196667e-01
-2.500000000000000000e-01 2.278965256668565864e-01 1.235368014609258130e-02 2.402502058129491747e-01
-2.000000000000007050e-01 2.406114962969048143e-01 1.251656638989487140e-02 2.531280626867996597e-01
-1.500000000000014377e-01 2.430152050199899660e-01 1.288344688324857129e-02 2.558986519032385165e-01
-9.999999999999856226e-02 2.530380662785913781e-01 1.325516226156924979e-02 2.662932285401606314e-01
-4.999999999999928113e-02 2.640064400769739361e-01 1.361124285408195703e-02 2.776176829310558758e-01
0.000000000000000000e+00 2.672383356297095003e-01 1.372143883384877201e-02 2.809597744635582983e-01
4.999999999999928113e-02 2.785754994349231017e-01 1.375271824464534623e-02 2.923282176795684584e-01
9.999999999999856226e-02 2.871796920422334809e-01 1.373759867940911421e-02 3.009172907216425830e-01
1.500000000000014377e-01 2.905826395988493904e-01 1.410579376768702174e-02 3.046884333665363931e-01
2.000000000000007050e-01 2.985530750738121797e-01 1.473203430553049302e-02 3.132851093793426744e-01
2.500000000000000000e-01 2.782152268577586796e-01 1.595863853940288069e-02 2.941738653971615602e-01
2.999999999999992673e-01 2.638149650986102990e-01 1.684083834756686798e-02 2.806558034461771878e-01
3.499999999999985900e-01 2.601240058097151753e-01 1.736196899974629809e-02 2.774859748094614664e-01
4.000000000000014100e-01 2.452118953924523059e-01 1.762469487820736078e-02 2.628365902706596424e-01
4.500000000000007327e-01 2.566516313022971785e-01 1.771034448781229689e-02 2.743619757901094580e-01
5.000000000000000000e-01 2.771045436202806966e-01 1.749794575082190551e-02 2.946024893711026160e-01
5.499999999999992673e-01 2.770302487114275070e-01 1.761885864535994370e-02 2.946491073567874541e-01
5.999999999999985345e-01 2.753369052941118666e-01 1.783526271770484103e-02 2.931721680118167250e-01
6.500000000000014655e-01 2.623490873101798071e-01 1.801907203749177414e-02 2.803681593476715639e-01
7.000000000000007327e-01 2.635884038359871395e-01 1.809574399385325411e-02 2.816841478298404144e-01
7.500000000000000000e-01 2.822438424254729572e-01 1.809953160701774366e-02 3.003433740324906731e-01
7.999999999999992673e-01 2.890885133347655955e-01 1.796716472965482689e-02 3.070556780644204120e-01
8.499999999999985345e-01 3.034938943129374955e-01 1.801666867201832251e-02 3.215105629849558388e-01
9.000000000000014655e-01 3.192100745926046423e-01 1.827578644050720930e-02 3.374858610331118447e-01
9.500000000000007327e-01 2.994069905310668966e-01 1.884405482218032973e-02 3.182510453532472194e-01
1.000000000000000000e+00 2.858298617439768985e-01 1.949064142591288781e-02 3.053205031698897898e-01
1.049999999999999378e+00 2.704789595675499148e-01 2.022426364783292546e-02 2.907032232153828333e-01
1.099999999999998535e+00 2.554867730265880654e-01 2.070557844556405666e-02 2.761923514721520978e-01
1.150000000000001465e+00 2.574200273282044593e-01 2.100801670641101390e-02 2.784280440346154628e-01
1.200000000000000622e+00 2.445432222135658917e-01 2.085465231087468146e-02 2.653978745244405801e-01
