# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 2.757518972134023194e-01 9.766777228364574570e-03 2.855186744417668732e-01
-3.950000000000000622e+00 2.702401826448875277e-01 1.029949466726430563e-02 2.805396773121518472e-01
-3.900000000000001243e+00 2.850030457351129254e-01 1.037886863588529524e-02 2.953819143709981998e-01
-3.849999999999998757e+00 3.086242841120051539e-01 1.023824980909680653e-02 3.188625339211019760e-01
-3.799999999999999378e+00 3.262409420717550801e-01 1.028180059999720015e-02 3.365227426717523063e-01
-3.750000000000000000e+00 3.397223673214052608e-01 1.027657440386239504e-02 3.499989417252676316e-01
-3.700000000000000622e+00 3.503715115054919504e-01 1.013503111047632868e-02 3.605065426159682618e-01
-3.650000000000001243e+00 3.385387314205235976e-01 9.870397669040357341e-03 3.484091290895639514e-01
-3.599999999999998757e+00 3.125963794870388890e-01 9.385959870160831553e-03 3.219823393571997205e-01
-3.549999999999999378e+00 2.920660166799401436e-01 8.786514387700138096e-03 3.008525310676402609e-01
-3.500000000000000000e+00 2.773194253203079551e-01 8.671730697464012649e-03 2.859911560177719747e-01
-3.450000000000000622e+00 2.620092827472641495e-01 8.404447418022683094e-03 2.704137301652868586e-01
-3.400000000000001243e+00 2.331688257550411092e-01 7.917397010407899866e-03 2.410862227654489987e-01
-3.349999999999998757e+00 2.024069841269200976e-01 7.779884942668267162e-03 2.101868690695883612e-01
-3.299999999999999378e+00 1.965861689839857873e-01 7.522561878860917726e-03 2.041087308628466990e-01
-3.250000000000000000e+00 2.027359668505278045e-01 7.162322608426871864e-03 2.098982894589546677e-01
-3.200000000000000622e+00 2.073107759749394929e-01 6.898404688067833954e-03 2.142091806630073147e-01
-3.150000000000001243e+00 2.124122056598793384e-01 6.937371061982921736e-03 2.193495767218622550e-01
-3.099999999999998757e+00 2.134832793997801237e-01 7.091247981835207062e-03 2.205745273816153429e-01
-3.049999999999999378e+00 2.081513680612016304e-01 7.342337539293907270e-03 2.154937056004955498e-01
-3.000000000000000000e+00 1.951193218316397970e-01 7.477384323885321454e-03 2.025967061555251081e-01
-2.950000000000000622e+00 1.988159608654757049e-01 7.490589523252618072e-03 2.063065503887283325e-01
-2.900000000000001243e+00 2.120628547898388838e-01 7.480742817420802347e-03 2.195435976072596940e-01
-2.849999999999998757e+00 2.193612735365507715e-01 7.460792787661920007e-03 2.268220663242127011e-01
-2.799999999999999378e+00 2.176326612692272844e-01 8.012263244275005108e-03 2.256449245135022930e-01
-2.750000000000000000e+00 2.157935373913301980e-01 8.572051842322424287e-03 2.243655892336526292e-01
-2.700000000000000622e+00 2.182738227940663744e-01 8.635151357383892209e-03 2.269089741514502545e-01
-2.650000000000001243e+00 2.188858403378913520e-01 8.687704253655517683e-03 2.275735445915468835e-01
-2.599999999999998757e+00 2.128343783284720736e-01 8.526576983847868746e-03 2.213609553123199458e-01
-2.549999999999999378e+00 2.073836675009654296e-01 8.151104166314057306e-03 2.155347716672794955e-01
-2.500000000000000000e+00 2.009526041672207719e-01 8.010042182966154584e-03 2.089626463501869369e-01
-2.450000000000000622e+00 1.983726613400041416e-01 7.778100318488526815e-03 2.061507616584926650e-01
-2.400000000000001243e+00 2.044140811160983784e-01 7.555417403092828249e-03 2.119694985191911962e-01
-2.349999999999998757e+00 2.131713755495207308e-01 7.410018177492272602e-03 2.205813937270129921e-01
-2.299999999999999378e+00 2.185400456626734877e-01 7.561120249138569317e-03 2.261011659118120631e-01
-2.250000000000000000e+00 2.245241033826242960e-01 7.680112858369672439e-03 2.322042162409939658e-01
-2.200000000000000622e+00 2.331083576628285026e-01 7.544813168983619672e-03 2.406531708318121188e-01
-2.150000000000001243e+00 2.402401199539302701e-01 7.245442675979608602e-03 2.474855626299098665e-01
-2.099999999999998757e+00 2.411607134510154182e-01 6.864560098892628914e-03 2.480252735499080541e-01
-2.049999999999999378e+00 2.375924579133617265e-01 6.699130366912758178e-03 2.442915882802744743e-01
-2.000000000000000000e+00 2.371558089813622927e-01 6.540270953184316137e-03 2.436960799345466167e-01
-1.950000000000000622e+00 2.346444148423045828e-01 6.190483437428342776e-03 2.408348982797329230e-01
-1.900000000000001465e+00 2.248725259601169202e-01 5.760767355259228256e-03 2.306332933153761588e-01
-1.849999999999998535e+00 2.143566158761320839e-01 5.435575978395570072e-03 2.197921918545276410e-01
-1.799999999999999378e+00 2.057503057876440833e-01 5.199940699535306535e-03 2.109502464871793881e-01
-1.750000000000000000e+00 1.938502134680940847e-01 5.053262629334405107e-03 1.989034760974284777e-01
-1.700000000000000622e+00 1.769865661812131674e-01 4.983270827400045760e-03 1.819698370086132166e-01
-1.650000000000001465e+00 1.714779066828402421e-01 4.816063041570398801e-03 1.762939697244106374e-01
-1.599999999999998535e+00 1.740448697705950232e-01 4.712975170492052224e-03 1.787578449410870685e-01
-1.549999999999999378e+00 1.782368337695179050e-01 4.889031772799905078e-03 1.831258655423178006e-01
-1.500000000000000000e+00 1.811479582994190429e-01 5.108662099402812296e-03 1.862566203988218483e-01
-1.450000000000000622e+00 1.865399854229252141e-01 5.406370129474382356e-03 1.919463555523995835e-01
-1.400000000000001465e+00 1.977203674137861800e-01 5.598769818324412541e-03 2.033191372321105916e-01
-1.349999999999998535e+00 2.100574580635107269e-01 5.692874855963836814e-03 2.157503329194745689e-01
-1.299999999999999378e+00 2.225396912001313954e-01 5.917639739114479401e-03 2.284573309392458618e-01
-1.250000000000000000e+00 2.336438221590053654e-01 6.178738685626240269e-03 2.398225608446316048e-01
-1.200000000000000622e+00 2.475495392296471475e-01 6.405045534951481385e-03 2.539545847645986454e-01
-1.150000000000001465e+00 2.601436970784283820e-01 6.777616987207218946e-03 2.669213140656355732e-01
-1.099999999999998535e+00 2.760946782501049190e-01 7.128879182423135917e-03 2.832235574325280281e-01
-1.049999999999999378e+00 2.940382451168899736e-01 7.444614206863115619e-03 3.014828593237530718e-01
-1.000000000000000000e+00 3.035754339726848272e-01 8.023690511702773892e-03 3.115991244843875907e-01
-9.500000000000007327e-01 3.020236465730784525e-01 8.640431713549412765e-03 3.106640782866278427e-01
-9.000000000000014655e-01 2.983164718139850180e-01 9.180428361158203196e-03 3.074969001751431952e-01
-8.499999999999985345e-01 3.029313266044525443e-01 9.237146312154109751e-03 3.121684729166066541e-01
-7.999999999999992673e-01 3.085511859993584904e-01 9.354517352916293105e-03 3.179057033522748044e-01
-7.500000000000000000e-01 3.081254204609111258e-01 9.553952947883893876e-03 3.176793734087950405e-01
-7.000000000000007327e-01 3.180501034825932716e-01 9.842762922669874223e-03 3.278928664052631614e-01
-6.500000000000014655e-01 3.344731985503874294e-01 1.019220833188358953e-02 3.446654068822710415e-01
-5.999999999999985345e-01 3.380961327602813316e-01 9.777304724409486072e-03 3.478734374846907951e-01
-5.499999999999992673e-01 3.373396141640517820e-01 9.495369848707649330e-03 3.468349840127594175e-01
-5.000000000000000000e-01 3.373863887704064979e-01 9.630181549713288588e-03 3.470165703201197882e-01
-4.500000000000007327e-01 3.408010719135340927e-01 9.769243313949460550e-03 3.505703152274835532e-01
-4.000000000000014100e-01 3.434938557847862506e-01 9.608879741128752844e-03 3.531027355259149791e-01
-3.499999999999985900e-01 3.411785912875621163e-01 9.464345414867509146e-03 3.506429367024296306e-01
-2.999999999999992673e-01 3.207258559872700476e-01 9.443292136566180939e-03 3.301691481238362424e-01
-2.500000000000000000e-01 2.921864211549562995e-01 9.715594360234319077e-03 3.019020155151906359e-01
-2.000000000000007050e-01 2.742258103165289285e-01 9.782179376445482646e-03 2.840079896929744163e-01
-1.500000000000014377e-01 2.660872023804571329e-01 9.522529596272729172e-03 2.756097319767298881e-01
-9.999999999999856226e-02 2.582160853266919354e-01 9.329629417376566342e-03 2.675457147440685191e-01
-4.999999999999928113e-02 2.501481591121971215e-01 9.270817489556567800e-03 2.594189766017536702e-01
0.000000000000000000e+00 2.488442802956515876e-01 9.335203125367867380e-03 2.581794834210194289e-01
4.999999999999928113e-02 2.486497502026125961e-01 9.156704779608101918e-03 2.578064549822207119e-01
9.999999999999856226e-02 2.479511671556050012e-01 8.653793516655561985e-03 2.566049606722605736e-01
1.500000000000014377e-01 2.426527988242333789e-01 8.533299598605914235e-03 2.511860984228392879e-01
2.000000000000007050e-01 2.378319096496775142e-01 8.373964877405113208e-03 2.462058745270826188e-01
2.500000000000000000e-01 2.260561713540780726e-01 7.774534170812900762e-03 2.338307055248909638e-01
2.999999999999992673e-01 2.097461293798247306e-01 7.393359885779281909e-03 2.171394892656040021e-01
3.499999999999985900e-01 2.009980938178846377e-01 7.348664376853150659e-03 2.083467581947378022e-01
4.000000000000014100e-01 2.045931280969882915e-01 7.472581810236146246e-03 2.120657099072244256e-01
4.500000000000007327e-01 2.117838105193177722e-01 7.555313311957488620e-03 2.193391238312752678e-01
5.000000000000000000e-01 2.156866721507477713e-01 7.720529324002765002e-03 2.234072014747505441e-01
5.499999999999992673e-01 2.157895584419987078e-01 8.171615285148682573e-03 2.239611737271473835e-01
5.999999999999985345e-01 2.150348042843770457e-01 8.182650859266393795e-03 2.232174551436434395e-01
6.500000000000014655e-01 2.215216008689825933e-01 7.538381852358622300e-03 2.290599827213412043e-01
7.000000000000007327e-01 2.244634156664756519e-01 6.944895465453502538e-03 2.314083111319291675e-01
7.500000000000000000e-01 2.224520140282828240e-01 6.572927051761877880e-03 2.290249410800447027e-01
7.999999999999992673e-01 2.172546206905216493e-01 6.309480022596667716e-03 2.235641007131183300e-01
8.499999999999985345e-01 2.135199564420980356e-01 6.289500116243982274e-03 2.198094565583420257e-01
9.000000000000014655e-01 2.153898191215369573e-01 6.382598479073148950e-03 2.217724176006101167e-01
9.500000000000007327e-01 2.206987565799871098e-01 6.622987245409990391e-03 2.273217438253971046e-01
1.000000000000000000e+00 2.242149352690847586e-01 6.937228010608629571e-03 2.311521632796934012e-01
1.049999999999999378e+00 2.339844524035562534e-01 6.938329108830892239e-03 2.409227815123871352e-01
1.099999999999998535e+00 2.497039185612880963e-01 6.874102483558925530e-03 2.565780210448470045e-01
1.150000000000001465e+00 2.675244668811048165e-01 6.978291429614489130e-03 2.745027583107192970e-01
1.200000000000000622e+00 2.793345512719686008e-01 7.243239826876158097e-03 2.865777910988447363e-01
1.250000000000000000e+00 2.751473249260286136e-01 7.647374568034166764e-03 2.827946994940627734e-01
1.299999999999999378e+00 2.707544638679659221e-01 8.042076422055934037e-03 2.787965402900218770e-01
1.349999999999998535e+00 2.646504782276491441e-01 8.462519669725297733e-03 2.731129978973744210e-01
1.400000000000001465e+00 2.535725599709249822e-01 8.800960357028620243e-03 2.623735203279535799e-01
1.450000000000000622e+00 2.471213298903306155e-01 8.602565322821347296e-03 2.557238952131519749e-01
1.500000000000000000e+00 2.347537596240403257e-01 8.473557159301137870e-03 2.432273167833414740e-01
1.549999999999999378e+00 2.104257654542881495e-01 7.689791092516145427e-03 2.181155565468042845e-01
1.599999999999998535e+00 1.961782603881984943e-01 6.805850937041553299e-03 2.029841113252400520e-01
1.650000000000001465e+00 1.849823217108759188e-01 6.496384355556354337e-03 1.914787060664322749e-01
1.700000000000000622e+00 1.804172185810492268e-01 6.470316608216116622e-03 1.868875351892653469e-01
1.750000000000000000e+00 1.896658152738196768e-01 7.014310306972342673e-03 1.966801255807920090e-01
1.799999999999999378e+00 2.095260470357013238e-01 7.415378709575139345e-03 2.169414257452764727e-01
1.849999999999998535e+00 2.373355780765558087e-01 7.542386094729489759e-03 2.448779641712852950e-01
1.900000000000001465e+00 2.622660658859654603e-01 7.780549874797337319e-03 2.700466157607627760e-01
1.950000000000000622e+00 2.674545110348801602e-01 8.155480864942483629e-03 2.756099918998226594e-01
2.000000000000000000e+00 2.543000753477631104e-01 7.990236475289975299e-03 2.622903118230530684e-01
2.049999999999999378e+00 2.481543489519862922e-01 7.630770083524705642e-03 2.557851190355109883e-01
2.099999999999998757e+00 2.456644631012123436e-01 7.422421375593409899e-03 2.530868844768057735e-01
2.150000000000001243e+00 2.349350095625824530e-01 7.344772933418475605e-03 2.422797824960009339e-01
2.200000000000000622e+00 2.161486536749778475e-01 7.110928910793595792e-03 2.232595825857714433e-01
2.250000000000000000e+00 1.953784136152295348e-01 6.994855292497190007e-03 2.023732689077267222e-01
2.299999999999999378e+00 1.835804781319622658e-01 7.279367768839248472e-03 1.908598459008015169e-01
2.349999999999998757e+00 1.859065797312611512e-01 7.093072622536447484e-03 1.929996523537975961e-01
2.400000000000001243e+00 1.927573451201606280e-01 6.967370003193012334e-03 1.997247151233536300e-01
2.450000000000000622e+00 2.017232896006634357e-01 7.253390288202193198e-03 2.089766798888656185e-01
2.500000000000000000e+00 2.155397475752391379e-01 7.445821113817576060e-03 2.229855686890567235e-01
2.549999999999999378e+00 2.264526324529999579e-01 7.491887509912528893e-03 2.339445199629124894e-01
2.599999999999998757e+00 2.273830281686405330e-01 7.627028213019143230e-03 2.350100563816596710e-01
2.649999999999997691e+00 2.270076003433719181e-01 7.752365765197035720e-03 2.347599661085689460e-01
2.700000000000000622e+00 2.287129355598587488e-01 7.855088980597894205e-03 2.365680245404566395e-01
2.750000000000000000e+00 2.299983692182762385e-01 7.931131824198514244e-03 2.379295010424747614e-01
2.799999999999999378e+00 2.308603027483713266e-01 8.078964482290118543e-03 2.389392672306614451e-01
2.849999999999998757e+00 2.262502638619307005e-01 8.203202614381772603e-03 2.344534664763124610e-01
2.899999999999997691e+00 2.177032070872836900e-01 7.841339364686004607e-03 2.255445464519696963e-01
2.950000000000000622e+00 2.104027863936894782e-01 7.857473732576711334e-03 2.182602601262662034e-01
3.000000000000000000e+00 2.133054248566360611e-01 7.840942298668400826e-03 2.211463671553044741e-01
3.049999999999999378e+00 2.200019974865237149e-01 7.961371609651322553e-03 2.279633690961750392e-01
