# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 2.921134810023375827e-01 1.148031922977898155e-02 3.035938002321165730e-01
-3.950000000000000622e+00 2.903894738033888090e-01 1.119314379566843307e-02 3.015826175990572455e-01
-3.900000000000001243e+00 2.898229221921799770e-01 1.082360752355592676e-02 3.006465297157359107e-01
-3.849999999999998757e+00 2.821322402730796486e-01 1.027437039376423271e-02 2.924066106668438692e-01
-3.799999999999999378e+00 2.732110559153874130e-01 9.849249059496393080e-03 2.830603049748838251e-01
-3.750000000000000000e+00 2.485137066238574666e-01 9.771376304084259529e-03 2.582850829279417226e-01
-3.700000000000000622e+00 2.181177506188910209e-01 9.782142064471964840e-03 2.278998926833629979e-01
-3.650000000000001243e+00 1.930049240954118395e-01 9.793060458279281844e-03 2.027979845536911352e-01
-3.599999999999998757e+00 1.765091081820761576e-01 9.445713844664692035e-03 1.859548220267408514e-01
-3.549999999999999378e+00 1.698405639944125523e-01 9.146854135303503913e-03 1.789874181297160527e-01
-3.500000000000000000e+00 1.723577015401616119e-01 8.810254209725431468e-03 1.811679557498870330e-01
-3.450000000000000622e+00 1.739288748902580450e-01 8.286410267250960207e-03 1.822152851575090104e-01
-3.400000000000001243e+00 1.788940137399593622e-01 7.975731822701082399e-03 1.868697455626604498e-01
-3.349999999999998757e+00 1.804292060370203954e-01 7.846882443935037504e-03 1.882760884809554225e-01
-3.299999999999999378e+00 1.791368223679026261e-01 7.914426096115496218e-03 1.870512484640181328e-01
-3.250000000000000000e+00 1.823709043112571593e-01 8.057491862594134968e-03 1.904283961738512942e-01
-3.200000000000000622e+00 1.790378356020111694e-01 8.506010110429416959e-03 1.875438457124405933e-01
-3.150000000000001243e+00 1.720560210086137243e-01 8.346962816259911530e-03 1.804029838248736306e-01
-3.099999999999998757e+00 1.703383721945531948e-01 8.109523058246704760e-03 1.784478952527998874e-01
-3.049999999999999378e+00 1.669241194675047946e-01 8.245277087189433265e-03 1.751693965546942400e-01
-3.000000000000000000e+00 1.624134389275458668e-01 8.526073383954595880e-03 1.709395123115004522e-01
-2.950000000000000622e+00 1.600196347056621338e-01 9.073955555436311396e-03 1.690935902610984365e-01
-2.900000000000001243e+00 1.619275550742628744e-01 9.659747574845280529e-03 1.715873026491081532e-01
-2.849999999999998757e+00 1.694044706090306884e-01 9.866919828425836647e-03 1.792713904374565181e-01
