# Y/D TKE
-4.0000 0.3518
-3.9213 0.3777
-3.8425 0.3864
-3.7638 0.3770
-3.6850 0.3799
-3.6063 0.3993
-3.5276 0.3900
-3.4488 0.3541
-3.3701 0.3206
-3.2913 0.2896
-3.2126 0.2735
-3.1339 0.2791
-3.0551 0.2934
-2.9764 0.3016
-2.8976 0.3048
-2.8189 0.3030
-2.7402 0.2975
-2.6614 0.2897
-2.5827 0.2717
-2.5039 0.2571
-2.4252 0.2391
-2.3465 0.2168
-2.2677 0.2009
-2.1890 0.1930
-2.1102 0.1836
-2.0315 0.1740
-1.9528 0.1708
-1.8740 0.1770
-1.7953 0.1682
-1.7165 0.1571
-1.6378 0.1543
-1.5591 0.1591
-1.4803 0.1683
-1.4016 0.1850
-1.3228 0.2012
-1.2441 0.2082
-1.1654 0.2273
-1.0866 0.2814
-1.0079 0.3206
-0.9291 0.3043
-0.8504 0.2583
-0.7717 0.2100
-0.6929 0.1728
-0.6142 0.1487
-0.5354 0.1337
-0.4567 0.1277
-0.3780 0.1277
-0.2992 0.1251
-0.2205 0.1302
-0.1417 0.1511
-0.0630 0.1637
0.0157 0.1629
0.0945 0.1592
0.1732 0.1643
0.2520 0.1756
0.3307 0.2078
0.4094 0.2347
0.4882 0.2600
0.5669 0.2954
0.6457 0.2723
0.7244 0.2300
0.8031 0.2124
0.8819 0.1840
0.9606 0.1466
1.0394 0.1218
1.1181 0.1080
1.1969 0.1004
1.2756 0.0991
1.3543 0.1074
1.4331 0.1140
1.5118 0.1200
1.5906 0.1303
1.6693 0.1433
1.7480 0.1600
1.8268 0.1892
1.9055 0.2203
1.9843 0.2397
2.0630 0.2380
2.1417 0.2239
2.2205 0.2059
2.2992 0.1963
2.3780 0.2050
2.4567 0.2190
2.5354 0.2295
2.6142 0.2305
2.6929 0.2202
2.7717 0.2152
2.8504 0.2280
2.9291 0.2359
3.0079 0.2419
3.0866 0.2591
3.1654 0.2605
3.2441 0.2466
3.3228 0.2245
3.4016 0.1945
3.4803 0.1706
3.5591 0.1620
3.6378 0.1570
3.7165 0.1506
3.7953 0.1402
3.8740 0.1380
3.9528 0.1411
