# Y/D TKE
-4.0000 0.4111
-3.9213 0.4376
-3.8425 0.4522
-3.7638 0.4187
-3.6850 0.3726
-3.6063 0.3270
-3.5276 0.2966
-3.4488 0.3003
-3.3701 0.3029
-3.2913 0.2788
-3.2126 0.2705
-3.1339 0.2773
-3.0551 0.2751
-2.9764 0.2708
-2.8976 0.2815
-2.8189 0.2925
-2.7402 0.2949
-2.6614 0.2710
-2.5827 0.2373
-2.5039 0.2125
-2.4252 0.2152
-2.3465 0.2159
-2.2677 0.2034
-2.1890 0.1860
-2.1102 0.1694
-2.0315 0.1528
-1.9528 0.1396
-1.8740 0.1360
-1.7953 0.1395
-1.7165 0.1487
-1.6378 0.1690
-1.5591 0.1831
-1.4803 0.1775
-1.4016 0.1821
-1.3228 0.1919
-1.2441 0.1936
-1.1654 0.1785
-1.0866 0.1623
-1.0079 0.1461
-0.9291 0.1376
-0.8504 0.1409
-0.7717 0.1449
-0.6929 0.1466
-0.6142 0.1558
-0.5354 0.1611
-0.4567 0.1620
-0.3780 0.1710
-0.2992 0.1811
-0.2205 0.1878
-0.1417 0.1973
-0.0630 0.2140
0.0157 0.2176
0.0945 0.2280
0.1732 0.2336
0.2520 0.2075
0.3307 0.1823
0.4094 0.1639
0.4882 0.1470
0.5669 0.1306
0.6457 0.1229
0.7244 0.1222
0.8031 0.1199
0.8819 0.1131
0.9606 0.1146
1.0394 0.1184
1.1181 0.1244
1.1969 0.1358
1.2756 0.1516
1.3543 0.1677
1.4331 0.1749
1.5118 0.1675
1.5906 0.1692
1.6693 0.1857
1.7480 0.2028
1.8268 0.2161
1.9055 0.2195
1.9843 0.2184
2.0630 0.2169
2.1417 0.2024
2.2205 0.1948
2.2992 0.1849
2.3780 0.1593
2.4567 0.1368
2.5354 0.1383
2.6142 0.1508
2.6929 0.1560
2.7717 0.1489
2.8504 0.1401
2.9291 0.1404
3.0079 0.1386
3.0866 0.1356
3.1654 0.1408
3.2441 0.1529
3.3228 0.1694
3.4016 0.1708
3.4803 0.1579
3.5591 0.1640
3.6378 0.1852
3.7165 0.2016
3.7953 0.2026
3.8740 0.2055
3.9528 0.2199
