# Y/D TKE
-4.0000 0.4138
-3.9213 0.4790
-3.8425 0.5478
-3.7638 0.5430
-3.6850 0.4861
-3.6063 0.4132
-3.5276 0.3624
-3.4488 0.3339
-3.3701 0.2994
-3.2913 0.2860
-3.2126 0.2873
-3.1339 0.2956
-3.0551 0.3066
-2.9764 0.3164
-2.8976 0.3138
-2.8189 0.3063
-2.7402 0.2957
-2.6614 0.2814
-2.5827 0.2682
-2.5039 0.2546
-2.4252 0.2496
-2.3465 0.2428
-2.2677 0.2198
-2.1890 0.1872
-2.1102 0.1713
-2.0315 0.1713
-1.9528 0.1671
-1.8740 0.1490
-1.7953 0.1408
-1.7165 0.1432
-1.6378 0.1461
-1.5591 0.1434
-1.4803 0.1565
-1.4016 0.1904
-1.3228 0.2254
-1.2441 0.2427
-1.1654 0.2360
-1.0866 0.2108
-1.0079 0.1880
-0.9291 0.1787
-0.8504 0.1683
-0.7717 0.1487
-0.6929 0.1298
-0.6142 0.1167
-0.5354 0.1190
-0.4567 0.1262
-0.3780 0.1292
-0.2992 0.1339
-0.2205 0.1417
-0.1417 0.1462
-0.0630 0.1559
0.0157 0.1659
0.0945 0.1682
0.1732 0.1766
0.2520 0.1835
0.3307 0.1932
0.4094 0.2026
0.4882 0.2055
0.5669 0.1946
0.6457 0.1775
0.7244 0.1624
0.8031 0.1512
0.8819 0.1403
0.9606 0.1283
1.0394 0.1144
1.1181 0.1086
1.1969 0.1107
1.2756 0.1195
1.3543 0.1295
1.4331 0.1406
1.5118 0.1545
1.5906 0.1709
1.6693 0.1936
1.7480 0.2054
1.8268 0.2158
1.9055 0.2089
1.9843 0.1868
2.0630 0.1820
2.1417 0.1829
2.2205 0.1970
2.2992 0.2083
2.3780 0.2075
2.4567 0.2106
2.5354 0.2185
2.6142 0.2277
2.6929 0.2339
2.7717 0.2375
2.8504 0.2448
2.9291 0.2468
3.0079 0.2319
3.0866 0.2032
3.1654 0.1839
3.2441 0.1746
3.3228 0.1618
3.4016 0.1541
3.4803 0.1550
3.5591 0.1581
3.6378 0.1615
3.7165 0.1595
3.7953 0.1521
3.8740 0.1579
3.9528 0.1715
