# Y/D TKE
-4.0000 0.2205
-3.9213 0.2517
-3.8425 0.2858
-3.7638 0.3017
-3.6850 0.2866
-3.6063 0.2743
-3.5276 0.2705
-3.4488 0.2582
-3.3701 0.2438
-3.2913 0.2405
-3.2126 0.2522
-3.1339 0.2874
-3.0551 0.3057
-2.9764 0.2865
-2.8976 0.2677
-2.8189 0.2610
-2.7402 0.2729
-2.6614 0.2799
-2.5827 0.2794
-2.5039 0.2912
-2.4252 0.2886
-2.3465 0.2724
-2.2677 0.2468
-2.1890 0.2241
-2.1102 0.2041
-2.0315 0.1753
-1.9528 0.1567
-1.8740 0.1509
-1.7953 0.1558
-1.7165 0.1685
-1.6378 0.1818
-1.5591 0.1908
-1.4803 0.2087
-1.4016 0.2489
-1.3228 0.2775
-1.2441 0.2660
-1.1654 0.2596
-1.0866 0.2681
-1.0079 0.2865
-0.9291 0.2922
-0.8504 0.2951
-0.7717 0.2813
-0.6929 0.2571
-0.6142 0.2310
-0.5354 0.2011
-0.4567 0.1907
-0.3780 0.1904
-0.2992 0.1848
-0.2205 0.1825
-0.1417 0.1911
-0.0630 0.2007
0.0157 0.1905
0.0945 0.1758
0.1732 0.1708
0.2520 0.1686
0.3307 0.1602
0.4094 0.1462
0.4882 0.1353
0.5669 0.1294
0.6457 0.1370
0.7244 0.1525
0.8031 0.1577
0.8819 0.1551
0.9606 0.1564
1.0394 0.1550
1.1181 0.1528
1.1969 0.1604
1.2756 0.1628
1.3543 0.1366
1.4331 0.1035
1.5118 0.0922
1.5906 0.1018
1.6693 0.1098
1.7480 0.1095
1.8268 0.1107
1.9055 0.1112
1.9843 0.1126
2.0630 0.1178
2.1417 0.1268
2.2205 0.1462
2.2992 0.1619
2.3780 0.1661
2.4567 0.1636
2.5354 0.1697
2.6142 0.1849
2.6929 0.1834
2.7717 0.1693
2.8504 0.1692
2.9291 0.1727
3.0079 0.1819
3.0866 0.2059
3.1654 0.2446
3.2441 0.2887
3.3228 0.2979
3.4016 0.3049
3.4803 0.3209
3.5591 0.3634
3.6378 0.4061
3.7165 0.4059
3.7953 0.3628
3.8740 0.3122
3.9528 0.2828
