# Y/D TKE
-4.0000 0.3293
-3.9213 0.3452
-3.8425 0.3518
-3.7638 0.3649
-3.6850 0.3909
-3.6063 0.3986
-3.5276 0.3885
-3.4488 0.3439
-3.3701 0.2957
-3.2913 0.2657
-3.2126 0.2600
-3.1339 0.2746
-3.0551 0.2881
-2.9764 0.2969
-2.8976 0.3092
-2.8189 0.3214
-2.7402 0.3176
-2.6614 0.3112
-2.5827 0.2902
-2.5039 0.2596
-2.4252 0.2326
-2.3465 0.2101
-2.2677 0.1938
-2.1890 0.1873
-2.1102 0.1829
-2.0315 0.1785
-1.9528 0.1825
-1.8740 0.1854
-1.7953 0.1784
-1.7165 0.1678
-1.6378 0.1611
-1.5591 0.1685
-1.4803 0.1768
-1.4016 0.1841
-1.3228 0.1885
-1.2441 0.1984
-1.1654 0.2352
-1.0866 0.2875
-1.0079 0.3313
-0.9291 0.3219
-0.8504 0.2798
-0.7717 0.2464
-0.6929 0.2056
-0.6142 0.1669
-0.5354 0.1470
-0.4567 0.1380
-0.3780 0.1326
-0.2992 0.1337
-0.2205 0.1288
-0.1417 0.1342
-0.0630 0.1488
0.0157 0.1533
0.0945 0.1525
0.1732 0.1527
0.2520 0.1646
0.3307 0.1892
0.4094 0.2123
0.4882 0.2312
0.5669 0.2603
0.6457 0.3040
0.7244 0.3155
0.8031 0.2918
0.8819 0.2693
0.9606 0.2318
1.0394 0.1758
1.1181 0.1318
1.1969 0.1081
1.2756 0.0954
1.3543 0.0973
1.4331 0.1061
1.5118 0.1105
1.5906 0.1163
1.6693 0.1233
1.7480 0.1353
1.8268 0.1556
1.9055 0.1824
1.9843 0.2142
2.0630 0.2335
2.1417 0.2288
2.2205 0.2138
2.2992 0.2175
2.3780 0.2287
2.4567 0.2320
2.5354 0.2413
2.6142 0.2407
2.6929 0.2326
2.7717 0.2251
2.8504 0.2164
2.9291 0.2218
3.0079 0.2374
3.0866 0.2494
3.1654 0.2725
3.2441 0.2950
3.3228 0.2893
3.4016 0.2756
3.4803 0.2625
3.5591 0.2563
3.6378 0.2581
3.7165 0.2459
3.7953 0.2108
3.8740 0.1676
3.9528 0.1401
