# Y/D TKE
-4.0000 0.2158
-3.9213 0.2376
-3.8425 0.2502
-3.7638 0.2643
-3.6850 0.2591
-3.6063 0.2589
-3.5276 0.2577
-3.4488 0.2538
-3.3701 0.2545
-3.2913 0.2634
-3.2126 0.2815
-3.1339 0.3091
-3.0551 0.3075
-2.9764 0.2845
-2.8976 0.2729
-2.8189 0.2590
-2.7402 0.2552
-2.6614 0.2567
-2.5827 0.2547
-2.5039 0.2655
-2.4252 0.2667
-2.3465 0.2581
-2.2677 0.2502
-2.1890 0.2343
-2.1102 0.2112
-2.0315 0.1849
-1.9528 0.1648
-1.8740 0.1549
-1.7953 0.1601
-1.7165 0.1719
-1.6378 0.1841
-1.5591 0.1901
-1.4803 0.2054
-1.4016 0.2347
-1.3228 0.2694
-1.2441 0.2900
-1.1654 0.2800
-1.0866 0.2693
-1.0079 0.2767
-0.9291 0.2915
-0.8504 0.2928
-0.7717 0.2736
-0.6929 0.2475
-0.6142 0.2216
-0.5354 0.1990
-0.4567 0.1813
-0.3780 0.1698
-0.2992 0.1632
-0.2205 0.1540
-0.1417 0.1549
-0.0630 0.1737
0.0157 0.1841
0.0945 0.1836
0.1732 0.1752
0.2520 0.1631
0.3307 0.1567
0.4094 0.1437
0.4882 0.1297
0.5669 0.1240
0.6457 0.1226
0.7244 0.1292
0.8031 0.1440
0.8819 0.1577
0.9606 0.1613
1.0394 0.1512
1.1181 0.1436
1.1969 0.1426
1.2756 0.1393
1.3543 0.1312
1.4331 0.1190
1.5118 0.1029
1.5906 0.0957
1.6693 0.1038
1.7480 0.1097
1.8268 0.1024
1.9055 0.1045
1.9843 0.1137
2.0630 0.1120
2.1417 0.1145
2.2205 0.1275
2.2992 0.1374
2.3780 0.1435
2.4567 0.1468
2.5354 0.1469
2.6142 0.1559
2.6929 0.1680
2.7717 0.1718
2.8504 0.1753
2.9291 0.1917
3.0079 0.2025
3.0866 0.2082
3.1654 0.2346
3.2441 0.2586
3.3228 0.2827
3.4016 0.3184
3.4803 0.3433
3.5591 0.3633
3.6378 0.4031
3.7165 0.4449
3.7953 0.4394
3.8740 0.3703
3.9528 0.3119
