# Y/D U V W
-4.0000 5.7559 -0.1364 0.1855
-3.9213 5.7203 -0.1005 0.1877
-3.8425 5.7533 -0.0750 0.1839
-3.7638 5.8304 -0.0681 0.1676
-3.6850 5.9102 -0.0684 0.1353
-3.6063 5.9815 -0.0630 0.0884
-3.5276 6.0126 -0.0551 0.0363
-3.4488 6.0452 -0.0488 -0.0061
-3.3701 6.0977 -0.0392 -0.0207
-3.2913 6.1540 -0.0265 -0.0206
-3.2126 6.2001 -0.0178 -0.0236
-3.1339 6.2348 -0.0154 -0.0308
-3.0551 6.2664 -0.0209 -0.0411
-2.9764 6.2607 -0.0251 -0.0340
-2.8976 6.2525 -0.0194 -0.0344
-2.8189 6.2537 -0.0119 -0.0615
-2.7402 6.2496 -0.0043 -0.0826
-2.6614 6.2494 0.0042 -0.0740
-2.5827 6.2705 0.0093 -0.0518
-2.5039 6.3179 0.0130 -0.0561
-2.4252 6.3729 0.0194 -0.0940
-2.3465 6.3931 0.0309 -0.1283
-2.2677 6.4019 0.0467 -0.1474
-2.1890 6.4273 0.0617 -0.1505
-2.1102 6.4445 0.0765 -0.1581
-2.0315 6.4315 0.0964 -0.1552
-1.9528 6.4030 0.1102 -0.1545
-1.8740 6.3646 0.1108 -0.1427
-1.7953 6.3248 0.1088 -0.1220
-1.7165 6.2882 0.1153 -0.0917
-1.6378 6.2428 0.1299 -0.0542
-1.5591 6.1855 0.1461 -0.0571
-1.4803 6.1520 0.1612 -0.0788
-1.4016 6.1418 0.1699 -0.0915
-1.3228 6.1522 0.1777 -0.1113
-1.2441 6.1742 0.1848 -0.1215
-1.1654 6.1785 0.1849 -0.1122
-1.0866 6.1736 0.1810 -0.0985
-1.0079 6.1826 0.1742 -0.0828
-0.9291 6.1872 0.1655 -0.0563
-0.8504 6.1936 0.1606 -0.0426
-0.7717 6.1967 0.1669 -0.0487
-0.6929 6.1612 0.1832 -0.0654
-0.6142 6.1110 0.2076 -0.0782
-0.5354 6.0786 0.2394 -0.0673
-0.4567 6.0877 0.2713 -0.0467
-0.3780 6.1279 0.3052 -0.0571
-0.2992 6.1761 0.3410 -0.0967
-0.2205 6.2224 0.3635 -0.1350
-0.1417 6.2561 0.3628 -0.1507
-0.0630 6.2654 0.3528 -0.1409
0.0157 6.2666 0.3542 -0.1312
0.0945 6.2693 0.3706 -0.1268
0.1732 6.2628 0.3888 -0.1207
0.2520 6.2507 0.4014 -0.1053
0.3307 6.2517 0.4180 -0.0946
0.4094 6.2596 0.4438 -0.0959
0.4882 6.2615 0.4661 -0.0983
0.5669 6.2437 0.4726 -0.0956
0.6457 6.1929 0.4701 -0.0843
0.7244 6.1545 0.4724 -0.0712
0.8031 6.1432 0.4865 -0.0661
0.8819 6.1492 0.5076 -0.0748
0.9606 6.1586 0.5255 -0.0887
1.0394 6.1735 0.5349 -0.0986
1.1181 6.1978 0.5432 -0.1121
1.1969 6.2290 0.5605 -0.1209
1.2756 6.2532 0.5853 -0.1160
1.3543 6.2591 0.6076 -0.1027
1.4331 6.2413 0.6191 -0.0939
1.5118 6.2185 0.6228 -0.0987
1.5906 6.1950 0.6205 -0.1161
1.6693 6.1673 0.6106 -0.1085
1.7480 6.1394 0.6001 -0.0807
1.8268 6.1094 0.5976 -0.0563
1.9055 6.0843 0.6057 -0.0369
1.9843 6.0855 0.6237 -0.0312
2.0630 6.1112 0.6433 -0.0420
2.1417 6.1251 0.6563 -0.0497
2.2205 6.0963 0.6600 -0.0609
2.2992 6.0538 0.6477 -0.0813
2.3780 6.0288 0.6182 -0.0871
2.4567 6.0119 0.5907 -0.0763
2.5354 6.0104 0.5818 -0.0718
2.6142 6.0091 0.5842 -0.0699
2.6929 5.9773 0.5862 -0.0796
2.7717 5.9268 0.5839 -0.0869
2.8504 5.8859 0.5792 -0.0684
2.9291 5.8439 0.5774 -0.0344
3.0079 5.7935 0.5854 -0.0051
3.0866 5.7431 0.6016 0.0209
3.1654 5.7110 0.6112 0.0387
3.2441 5.7061 0.6093 0.0465
3.3228 5.7047 0.6078 0.0558
3.4016 5.6737 0.6110 0.0627
3.4803 5.6060 0.6110 0.0643
3.5591 5.5659 0.6085 0.0826
3.6378 5.5743 0.6039 0.1255
3.7165 5.5720 0.5925 0.1594
3.7953 5.5352 0.5735 0.1859
3.8740 5.4940 0.5482 0.2315
3.9528 5.4360 0.5320 0.2683
