# Y/D U V W
-4.0000 5.7378 -0.1282 0.1866
-3.9213 5.6818 -0.1191 0.1939
-3.8425 5.7364 -0.1113 0.1956
-3.7638 5.8250 -0.0896 0.1900
-3.6850 5.8670 -0.0602 0.1468
-3.6063 5.9450 -0.0288 0.0840
-3.5276 6.0246 -0.0002 0.0212
-3.4488 6.0429 0.0186 -0.0155
-3.3701 6.0576 0.0219 -0.0485
-3.2913 6.1119 0.0104 -0.0504
-3.2126 6.1665 -0.0063 -0.0443
-3.1339 6.2123 -0.0203 -0.0426
-3.0551 6.2686 -0.0268 -0.0239
-2.9764 6.2801 -0.0204 -0.0036
-2.8976 6.2626 -0.0106 -0.0253
-2.8189 6.2637 -0.0083 -0.0862
-2.7402 6.2804 -0.0122 -0.1246
-2.6614 6.2784 -0.0090 -0.1128
-2.5827 6.2673 0.0065 -0.0751
-2.5039 6.2826 0.0270 -0.0627
-2.4252 6.3205 0.0492 -0.0768
-2.3465 6.3445 0.0659 -0.1078
-2.2677 6.3617 0.0760 -0.1361
-2.1890 6.3717 0.0839 -0.1524
-2.1102 6.3909 0.0916 -0.1724
-2.0315 6.4088 0.1016 -0.1604
-1.9528 6.4165 0.1126 -0.1376
-1.8740 6.3893 0.1205 -0.1360
-1.7953 6.3219 0.1252 -0.1166
-1.7165 6.2451 0.1324 -0.0717
-1.6378 6.1880 0.1464 -0.0412
-1.5591 6.1458 0.1669 -0.0397
-1.4803 6.1194 0.1858 -0.0607
-1.4016 6.1276 0.1931 -0.0807
-1.3228 6.1446 0.1963 -0.0926
-1.2441 6.1689 0.1998 -0.1135
-1.1654 6.2006 0.2018 -0.1251
-1.0866 6.2283 0.2082 -0.1142
-1.0079 6.2371 0.2141 -0.1130
-0.9291 6.2145 0.2132 -0.0955
-0.8504 6.2009 0.2105 -0.0776
-0.7717 6.2016 0.2160 -0.0677
-0.6929 6.1781 0.2269 -0.0558
-0.6142 6.1419 0.2380 -0.0631
-0.5354 6.0966 0.2523 -0.0696
-0.4567 6.0398 0.2724 -0.0479
-0.3780 6.0200 0.3042 -0.0224
-0.2992 6.0568 0.3430 -0.0320
-0.2205 6.0945 0.3688 -0.0655
-0.1417 6.1206 0.3758 -0.0967
-0.0630 6.1483 0.3763 -0.1250
0.0157 6.1756 0.3775 -0.1451
0.0945 6.1940 0.3828 -0.1459
0.1732 6.2067 0.3917 -0.1428
0.2520 6.2283 0.4038 -0.1476
0.3307 6.2489 0.4184 -0.1417
0.4094 6.2479 0.4336 -0.1237
0.4882 6.2271 0.4524 -0.1006
0.5669 6.2042 0.4690 -0.0818
0.6457 6.1845 0.4817 -0.0773
0.7244 6.1652 0.4957 -0.0747
0.8031 6.1395 0.4980 -0.0601
0.8819 6.0918 0.4825 -0.0562
0.9606 6.0592 0.4704 -0.0682
1.0394 6.0659 0.4759 -0.0743
1.1181 6.0912 0.4974 -0.0708
1.1969 6.1090 0.5254 -0.0852
1.2756 6.1029 0.5439 -0.1098
1.3543 6.1011 0.5525 -0.1153
1.4331 6.1176 0.5629 -0.0984
1.5118 6.1280 0.5800 -0.0704
1.5906 6.1236 0.6037 -0.0649
1.6693 6.1273 0.6288 -0.0897
1.7480 6.1261 0.6434 -0.1065
1.8268 6.1112 0.6477 -0.0955
1.9055 6.0938 0.6479 -0.0783
1.9843 6.0755 0.6401 -0.0708
2.0630 6.0656 0.6280 -0.0633
2.1417 6.0627 0.6270 -0.0634
2.2205 6.0669 0.6380 -0.0723
2.2992 6.0764 0.6514 -0.0727
2.3780 6.0777 0.6625 -0.0741
2.4567 6.0838 0.6654 -0.0773
2.5354 6.0865 0.6600 -0.0785
2.6142 6.0782 0.6496 -0.0762
2.6929 6.0513 0.6315 -0.0834
2.7717 6.0202 0.6085 -0.1004
2.8504 5.9922 0.5868 -0.1089
2.9291 5.9632 0.5679 -0.0904
3.0079 5.9277 0.5548 -0.0516
3.0866 5.8876 0.5451 -0.0077
3.1654 5.8453 0.5373 0.0127
3.2441 5.8195 0.5398 0.0253
3.3228 5.7887 0.5481 0.0356
3.4016 5.7430 0.5534 0.0471
3.4803 5.7013 0.5593 0.0714
3.5591 5.6704 0.5720 0.1212
3.6378 5.6352 0.5855 0.1578
3.7165 5.6011 0.5839 0.1734
3.7953 5.5901 0.5720 0.1808
3.8740 5.5872 0.5629 0.1681
3.9528 5.5926 0.5549 0.1724
