# Y/D TKE
-4.0000 0.2475
-3.9213 0.2447
-3.8425 0.2462
-3.7638 0.2465
-3.6850 0.2477
-3.6063 0.2410
-3.5276 0.2392
-3.4488 0.2397
-3.3701 0.2411
-3.2913 0.2436
-3.2126 0.2666
-3.1339 0.2884
-3.0551 0.2966
-2.9764 0.2792
-2.8976 0.2523
-2.8189 0.2358
-2.7402 0.2361
-2.6614 0.2476
-2.5827 0.2497
-2.5039 0.2418
-2.4252 0.2348
-2.3465 0.2385
-2.2677 0.2324
-2.1890 0.2228
-2.1102 0.2012
-2.0315 0.1768
-1.9528 0.1675
-1.8740 0.1775
-1.7953 0.1942
-1.7165 0.2040
-1.6378 0.2129
-1.5591 0.2080
-1.4803 0.2103
-1.4016 0.2329
-1.3228 0.2567
-1.2441 0.2739
-1.1654 0.2808
-1.0866 0.2921
-1.0079 0.2954
-0.9291 0.2762
-0.8504 0.2695
-0.7717 0.2630
-0.6929 0.2424
-0.6142 0.2222
-0.5354 0.2018
-0.4567 0.1858
-0.3780 0.1799
-0.2992 0.1676
-0.2205 0.1588
-0.1417 0.1548
-0.0630 0.1477
0.0157 0.1451
0.0945 0.1505
0.1732 0.1528
0.2520 0.1515
0.3307 0.1571
0.4094 0.1500
0.4882 0.1311
0.5669 0.1154
0.6457 0.1099
0.7244 0.1117
0.8031 0.1195
0.8819 0.1317
0.9606 0.1407
1.0394 0.1444
1.1181 0.1389
1.1969 0.1263
1.2756 0.1204
1.3543 0.1190
1.4331 0.1151
1.5118 0.1120
1.5906 0.1087
1.6693 0.1055
1.7480 0.1047
1.8268 0.1071
1.9055 0.1101
1.9843 0.1151
2.0630 0.1182
2.1417 0.1226
2.2205 0.1274
2.2992 0.1249
2.3780 0.1268
2.4567 0.1286
2.5354 0.1299
2.6142 0.1354
2.6929 0.1396
2.7717 0.1411
2.8504 0.1572
2.9291 0.1844
3.0079 0.2115
3.0866 0.2366
3.1654 0.2349
3.2441 0.2548
3.3228 0.2723
3.4016 0.2867
3.4803 0.3152
3.5591 0.3359
3.6378 0.3822
3.7165 0.4529
3.7953 0.5213
3.8740 0.5566
3.9528 0.5500
