# Y/D TKE
-4.0000 0.3879
-3.9213 0.4473
-3.8425 0.4715
-3.7638 0.4643
-3.6850 0.4447
-3.6063 0.4162
-3.5276 0.3785
-3.4488 0.3430
-3.3701 0.3144
-3.2913 0.2903
-3.2126 0.2798
-3.1339 0.2830
-3.0551 0.2946
-2.9764 0.3076
-2.8976 0.3105
-2.8189 0.3010
-2.7402 0.2903
-2.6614 0.2717
-2.5827 0.2560
-2.5039 0.2478
-2.4252 0.2445
-2.3465 0.2346
-2.2677 0.2163
-2.1890 0.1963
-2.1102 0.1756
-2.0315 0.1665
-1.9528 0.1663
-1.8740 0.1585
-1.7953 0.1480
-1.7165 0.1457
-1.6378 0.1516
-1.5591 0.1529
-1.4803 0.1640
-1.4016 0.1887
-1.3228 0.2117
-1.2441 0.2250
-1.1654 0.2417
-1.0866 0.2762
-1.0079 0.2767
-0.9291 0.2362
-0.8504 0.2038
-0.7717 0.1837
-0.6929 0.1589
-0.6142 0.1341
-0.5354 0.1229
-0.4567 0.1236
-0.3780 0.1257
-0.2992 0.1287
-0.2205 0.1418
-0.1417 0.1536
-0.0630 0.1585
0.0157 0.1630
0.0945 0.1673
0.1732 0.1718
0.2520 0.1851
0.3307 0.2080
0.4094 0.2305
0.4882 0.2623
0.5669 0.2481
0.6457 0.2108
0.7244 0.1901
0.8031 0.1687
0.8819 0.1484
0.9606 0.1320
1.0394 0.1212
1.1181 0.1130
1.1969 0.1072
1.2756 0.1073
1.3543 0.1145
1.4331 0.1229
1.5118 0.1380
1.5906 0.1530
1.6693 0.1662
1.7480 0.1845
1.8268 0.2084
1.9055 0.2199
1.9843 0.2235
2.0630 0.2103
2.1417 0.1874
2.2205 0.1883
2.2992 0.2025
2.3780 0.2111
2.4567 0.2115
2.5354 0.2142
2.6142 0.2249
2.6929 0.2310
2.7717 0.2353
2.8504 0.2453
2.9291 0.2554
3.0079 0.2608
3.0866 0.2496
3.1654 0.2290
3.2441 0.2008
3.3228 0.1733
3.4016 0.1611
3.4803 0.1573
3.5591 0.1545
3.6378 0.1557
3.7165 0.1546
3.7953 0.1503
3.8740 0.1431
3.9528 0.1390
