# Y/D U V W
-4.0000 5.7614 -0.0804 0.0935
-3.9213 5.7933 -0.0446 0.0701
-3.8425 5.8511 -0.0167 0.0417
-3.7638 5.8798 0.0038 0.0007
-3.6850 5.8780 0.0133 -0.0048
-3.6063 5.8973 0.0087 0.0179
-3.5276 5.9670 0.0006 0.0197
-3.4488 6.0650 -0.0137 -0.0114
-3.3701 6.1380 -0.0322 -0.0481
-3.2913 6.1612 -0.0441 -0.0650
-3.2126 6.1529 -0.0475 -0.0828
-3.1339 6.1452 -0.0398 -0.0971
-3.0551 6.1523 -0.0263 -0.0912
-2.9764 6.1684 -0.0163 -0.0722
-2.8976 6.1845 -0.0047 -0.0566
-2.8189 6.2123 0.0127 -0.0469
-2.7402 6.2414 0.0294 -0.0577
-2.6614 6.2767 0.0483 -0.0721
-2.5827 6.3036 0.0714 -0.0780
-2.5039 6.3165 0.0933 -0.0880
-2.4252 6.3366 0.1152 -0.1066
-2.3465 6.3574 0.1339 -0.1302
-2.2677 6.3644 0.1426 -0.1554
-2.1890 6.3734 0.1437 -0.1783
-2.1102 6.3825 0.1442 -0.1909
-2.0315 6.3904 0.1455 -0.1857
-1.9528 6.3993 0.1502 -0.1665
-1.8740 6.3819 0.1660 -0.1397
-1.7953 6.3611 0.1925 -0.1316
-1.7165 6.3409 0.2158 -0.1343
-1.6378 6.3330 0.2295 -0.1291
-1.5591 6.3433 0.2400 -0.1392
-1.4803 6.3557 0.2470 -0.1562
-1.4016 6.3424 0.2432 -0.1582
-1.3228 6.3153 0.2330 -0.1602
-1.2441 6.2986 0.2352 -0.1429
-1.1654 6.2753 0.2560 -0.1102
-1.0866 6.2286 0.2849 -0.0796
-1.0079 6.1961 0.3137 -0.0609
-0.9291 6.2001 0.3397 -0.0717
-0.8504 6.2302 0.3656 -0.1062
-0.7717 6.2580 0.3899 -0.1416
-0.6929 6.2703 0.4012 -0.1568
-0.6142 6.2864 0.3950 -0.1560
-0.5354 6.3135 0.3889 -0.1429
-0.4567 6.3331 0.3942 -0.1285
-0.3780 6.3378 0.4014 -0.1225
-0.2992 6.3365 0.4070 -0.1254
-0.2205 6.3179 0.4135 -0.1262
-0.1417 6.2843 0.4164 -0.1258
-0.0630 6.2691 0.4129 -0.1293
0.0157 6.2751 0.4099 -0.1334
0.0945 6.2632 0.4125 -0.1339
0.1732 6.2193 0.4164 -0.1186
0.2520 6.1537 0.4207 -0.1014
0.3307 6.1006 0.4298 -0.0732
0.4094 6.0814 0.4437 -0.0491
0.4882 6.0730 0.4551 -0.0252
0.5669 6.0473 0.4629 0.0108
0.6457 6.0300 0.4812 0.0182
0.7244 6.0393 0.5127 -0.0173
0.8031 6.0727 0.5424 -0.0673
0.8819 6.1165 0.5583 -0.1162
0.9606 6.1571 0.5624 -0.1583
1.0394 6.1799 0.5637 -0.1878
1.1181 6.2032 0.5620 -0.2024
1.1969 6.2307 0.5587 -0.2084
1.2756 6.2305 0.5616 -0.2088
1.3543 6.2117 0.5726 -0.1972
1.4331 6.1905 0.5888 -0.1662
1.5118 6.1656 0.6059 -0.1391
1.5906 6.1439 0.6174 -0.1284
1.6693 6.1306 0.6210 -0.1115
1.7480 6.1201 0.6200 -0.0902
1.8268 6.0913 0.6172 -0.0782
1.9055 6.0311 0.6147 -0.0766
1.9843 5.9698 0.6171 -0.0779
2.0630 5.9469 0.6237 -0.0812
2.1417 5.9591 0.6322 -0.0838
2.2205 5.9713 0.6433 -0.0822
2.2992 5.9899 0.6517 -0.0625
2.3780 6.0082 0.6528 -0.0345
2.4567 6.0064 0.6492 -0.0273
2.5354 5.9900 0.6490 -0.0206
2.6142 5.9749 0.6551 0.0046
2.6929 5.9497 0.6605 0.0365
2.7717 5.9092 0.6617 0.0517
2.8504 5.8669 0.6597 0.0658
2.9291 5.8542 0.6606 0.0825
3.0079 5.8503 0.6639 0.0896
3.0866 5.8265 0.6669 0.0918
3.1654 5.8078 0.6813 0.0837
3.2441 5.8128 0.7069 0.0616
3.3228 5.8420 0.7305 0.0378
3.4016 5.8858 0.7459 0.0070
3.4803 5.9296 0.7523 -0.0214
3.5591 5.9491 0.7452 -0.0320
3.6378 5.9234 0.7194 -0.0322
3.7165 5.8803 0.6870 -0.0305
3.7953 5.8590 0.6704 -0.0320
3.8740 5.8668 0.6705 -0.0403
3.9528 5.8900 0.6712 -0.0501
