# Y/D TKE
-4.0000 0.2338
-3.9213 0.2515
-3.8425 0.2768
-3.7638 0.2906
-3.6850 0.3054
-3.6063 0.3231
-3.5276 0.3251
-3.4488 0.3089
-3.3701 0.2835
-3.2913 0.2623
-3.2126 0.2552
-3.1339 0.2570
-3.0551 0.2574
-2.9764 0.2588
-2.8976 0.2632
-2.8189 0.2708
-2.7402 0.2943
-2.6614 0.3140
-2.5827 0.3014
-2.5039 0.2962
-2.4252 0.2937
-2.3465 0.2713
-2.2677 0.2390
-2.1890 0.2256
-2.1102 0.2079
-2.0315 0.1786
-1.9528 0.1599
-1.8740 0.1561
-1.7953 0.1644
-1.7165 0.1734
-1.6378 0.1860
-1.5591 0.1994
-1.4803 0.2152
-1.4016 0.2426
-1.3228 0.2504
-1.2441 0.2407
-1.1654 0.2510
-1.0866 0.2810
-1.0079 0.3081
-0.9291 0.2970
-0.8504 0.2778
-0.7717 0.2665
-0.6929 0.2480
-0.6142 0.2202
-0.5354 0.2079
-0.4567 0.2031
-0.3780 0.1996
-0.2992 0.1911
-0.2205 0.1800
-0.1417 0.1726
-0.0630 0.1799
0.0157 0.1760
0.0945 0.1701
0.1732 0.1722
0.2520 0.1688
0.3307 0.1615
0.4094 0.1523
0.4882 0.1467
0.5669 0.1523
0.6457 0.1625
0.7244 0.1615
0.8031 0.1592
0.8819 0.1713
0.9606 0.1764
1.0394 0.1770
1.1181 0.1851
1.1969 0.1933
1.2756 0.1841
1.3543 0.1553
1.4331 0.1306
1.5118 0.1155
1.5906 0.1090
1.6693 0.1033
1.7480 0.0977
1.8268 0.1002
1.9055 0.1070
1.9843 0.1156
2.0630 0.1243
2.1417 0.1413
2.2205 0.1662
2.2992 0.1839
2.3780 0.1884
2.4567 0.1923
2.5354 0.2061
2.6142 0.1999
2.6929 0.1772
2.7717 0.1685
2.8504 0.1723
2.9291 0.1834
3.0079 0.1991
3.0866 0.2271
3.1654 0.2585
3.2441 0.2663
3.3228 0.2744
3.4016 0.3187
3.4803 0.3705
3.5591 0.3954
3.6378 0.3740
3.7165 0.3192
3.7953 0.2864
3.8740 0.2675
3.9528 0.2634
