# Y/D TKE
-4.0000 0.4596
-3.9213 0.4769
-3.8425 0.4883
-3.7638 0.4617
-3.6850 0.4157
-3.6063 0.3582
-3.5276 0.3242
-3.4488 0.3153
-3.3701 0.3000
-3.2913 0.2728
-3.2126 0.2667
-3.1339 0.2716
-3.0551 0.2819
-2.9764 0.2975
-2.8976 0.3006
-2.8189 0.3010
-2.7402 0.2979
-2.6614 0.2878
-2.5827 0.2681
-2.5039 0.2520
-2.4252 0.2345
-2.3465 0.2098
-2.2677 0.1961
-2.1890 0.1926
-2.1102 0.1820
-2.0315 0.1693
-1.9528 0.1567
-1.8740 0.1408
-1.7953 0.1380
-1.7165 0.1455
-1.6378 0.1601
-1.5591 0.1765
-1.4803 0.1823
-1.4016 0.1913
-1.3228 0.1977
-1.2441 0.2005
-1.1654 0.1955
-1.0866 0.1785
-1.0079 0.1596
-0.9291 0.1373
-0.8504 0.1267
-0.7717 0.1240
-0.6929 0.1260
-0.6142 0.1318
-0.5354 0.1419
-0.4567 0.1414
-0.3780 0.1449
-0.2992 0.1577
-0.2205 0.1654
-0.1417 0.1711
-0.0630 0.1766
0.0157 0.1848
0.0945 0.1945
0.1732 0.2103
0.2520 0.2142
0.3307 0.1895
0.4094 0.1696
0.4882 0.1588
0.5669 0.1450
0.6457 0.1280
0.7244 0.1196
0.8031 0.1173
0.8819 0.1126
0.9606 0.1093
1.0394 0.1107
1.1181 0.1149
1.1969 0.1208
1.2756 0.1341
1.3543 0.1548
1.4331 0.1815
1.5118 0.2038
1.5906 0.2034
1.6693 0.1961
1.7480 0.1965
1.8268 0.2099
1.9055 0.2179
1.9843 0.2261
2.0630 0.2393
2.1417 0.2279
2.2205 0.2157
2.2992 0.2152
2.3780 0.2096
2.4567 0.1795
2.5354 0.1529
2.6142 0.1518
2.6929 0.1659
2.7717 0.1798
2.8504 0.1792
2.9291 0.1698
3.0079 0.1583
3.0866 0.1482
3.1654 0.1448
3.2441 0.1452
3.3228 0.1462
3.4016 0.1526
3.4803 0.1628
3.5591 0.1643
3.6378 0.1631
3.7165 0.1635
3.7953 0.1675
3.8740 0.1762
3.9528 0.1871
