# Y/D TKE
-4.0000 0.4532
-3.9213 0.4324
-3.8425 0.3829
-3.7638 0.3184
-3.6850 0.2845
-3.6063 0.2812
-3.5276 0.2734
-3.4488 0.2714
-3.3701 0.2640
-3.2913 0.2570
-3.2126 0.2577
-3.1339 0.2622
-3.0551 0.2836
-2.9764 0.3047
-2.8976 0.2942
-2.8189 0.2728
-2.7402 0.2636
-2.6614 0.2643
-2.5827 0.2621
-2.5039 0.2682
-2.4252 0.2565
-2.3465 0.2312
-2.2677 0.1962
-2.1890 0.1611
-2.1102 0.1538
-2.0315 0.1626
-1.9528 0.1520
-1.8740 0.1472
-1.7953 0.1526
-1.7165 0.1627
-1.6378 0.1763
-1.5591 0.1857
-1.4803 0.1950
-1.4016 0.1889
-1.3228 0.1804
-1.2441 0.1727
-1.1654 0.1583
-1.0866 0.1418
-1.0079 0.1313
-0.9291 0.1343
-0.8504 0.1468
-0.7717 0.1493
-0.6929 0.1585
-0.6142 0.1818
-0.5354 0.1968
-0.4567 0.2024
-0.3780 0.2112
-0.2992 0.2402
-0.2205 0.2717
-0.1417 0.2836
-0.0630 0.2743
0.0157 0.2370
0.0945 0.1937
0.1732 0.1576
0.2520 0.1344
0.3307 0.1221
0.4094 0.1140
0.4882 0.1084
0.5669 0.1108
0.6457 0.1183
0.7244 0.1188
0.8031 0.1199
0.8819 0.1267
0.9606 0.1339
1.0394 0.1423
1.1181 0.1444
1.1969 0.1389
1.2756 0.1399
1.3543 0.1438
1.4331 0.1629
1.5118 0.1870
1.5906 0.2115
1.6693 0.2158
1.7480 0.1931
1.8268 0.1668
1.9055 0.1576
1.9843 0.1487
2.0630 0.1385
2.1417 0.1246
2.2205 0.1086
2.2992 0.0997
2.3780 0.0987
2.4567 0.1005
2.5354 0.1036
2.6142 0.1103
2.6929 0.1213
2.7717 0.1267
2.8504 0.1244
2.9291 0.1267
3.0079 0.1352
3.0866 0.1461
3.1654 0.1588
3.2441 0.1737
3.3228 0.1890
3.4016 0.2083
3.4803 0.2281
3.5591 0.2370
3.6378 0.2298
3.7165 0.2352
3.7953 0.2497
3.8740 0.2627
3.9528 0.2672
