# Y/D U V W
-4.0000 5.7162 -0.0608 0.1706
-3.9213 5.7238 -0.0493 0.1473
-3.8425 5.7607 -0.0382 0.1377
-3.7638 5.8567 -0.0099 0.1235
-3.6850 5.9586 0.0246 0.0888
-3.6063 6.0155 0.0393 0.0562
-3.5276 6.0052 0.0355 0.0320
-3.4488 5.9618 0.0363 0.0160
-3.3701 5.9922 0.0467 -0.0076
-3.2913 6.0658 0.0497 -0.0485
-3.2126 6.1426 0.0417 -0.0754
-3.1339 6.2221 0.0275 -0.0743
-3.0551 6.2840 0.0155 -0.0674
-2.9764 6.3109 0.0193 -0.0847
-2.8976 6.3094 0.0389 -0.0990
-2.8189 6.3089 0.0552 -0.0971
-2.7402 6.3070 0.0622 -0.0894
-2.6614 6.2930 0.0752 -0.0969
-2.5827 6.2877 0.0962 -0.0903
-2.5039 6.3008 0.1146 -0.0762
-2.4252 6.3008 0.1248 -0.0901
-2.3465 6.3129 0.1280 -0.1176
-2.2677 6.3443 0.1301 -0.1391
-2.1890 6.3628 0.1366 -0.1549
-2.1102 6.3543 0.1513 -0.1695
-2.0315 6.3378 0.1680 -0.1855
-1.9528 6.3221 0.1830 -0.1599
-1.8740 6.3262 0.2023 -0.1088
-1.7953 6.3236 0.2213 -0.0938
-1.7165 6.2929 0.2277 -0.1001
-1.6378 6.2458 0.2224 -0.0826
-1.5591 6.1986 0.2207 -0.0510
-1.4803 6.1512 0.2343 -0.0318
-1.4016 6.1113 0.2591 -0.0308
-1.3228 6.1164 0.2830 -0.0494
-1.2441 6.1551 0.2956 -0.0861
-1.1654 6.1943 0.2929 -0.1124
-1.0866 6.1908 0.2833 -0.1142
-1.0079 6.1749 0.2819 -0.1085
-0.9291 6.1705 0.2930 -0.0985
-0.8504 6.1888 0.3037 -0.0900
-0.7717 6.2095 0.3031 -0.0960
-0.6929 6.1993 0.2987 -0.1020
-0.6142 6.1711 0.3010 -0.0944
-0.5354 6.1520 0.3115 -0.0793
-0.4567 6.1519 0.3277 -0.0707
-0.3780 6.1620 0.3403 -0.0704
-0.2992 6.1533 0.3467 -0.0632
-0.2205 6.1222 0.3480 -0.0442
-0.1417 6.0843 0.3458 -0.0462
-0.0630 6.0704 0.3492 -0.0594
0.0157 6.0804 0.3613 -0.0638
0.0945 6.0768 0.3806 -0.0767
0.1732 6.0754 0.4031 -0.1024
0.2520 6.0991 0.4235 -0.1207
0.3307 6.1273 0.4370 -0.1319
0.4094 6.1489 0.4422 -0.1384
0.4882 6.1561 0.4467 -0.1468
0.5669 6.1561 0.4555 -0.1500
0.6457 6.1561 0.4646 -0.1338
0.7244 6.1613 0.4692 -0.1072
0.8031 6.1652 0.4712 -0.0881
0.8819 6.1555 0.4747 -0.0716
0.9606 6.1443 0.4848 -0.0549
1.0394 6.1395 0.5008 -0.0378
1.1181 6.1331 0.5155 -0.0294
1.1969 6.1216 0.5325 -0.0331
1.2756 6.1020 0.5559 -0.0518
1.3543 6.0827 0.5773 -0.0782
1.4331 6.0675 0.5912 -0.0982
1.5118 6.0543 0.6031 -0.1095
1.5906 6.0395 0.6165 -0.1027
1.6693 6.0252 0.6267 -0.0876
1.7480 6.0295 0.6281 -0.0791
1.8268 6.0555 0.6225 -0.0679
1.9055 6.0778 0.6246 -0.0611
1.9843 6.0735 0.6422 -0.0604
2.0630 6.0531 0.6652 -0.0697
2.1417 6.0457 0.6843 -0.0976
2.2205 6.0637 0.6970 -0.1130
2.2992 6.0884 0.7009 -0.0895
2.3780 6.0937 0.7000 -0.0600
2.4567 6.0839 0.6955 -0.0469
2.5354 6.0674 0.6858 -0.0432
2.6142 6.0355 0.6793 -0.0434
2.6929 6.0081 0.6837 -0.0452
2.7717 6.0004 0.6902 -0.0446
2.8504 6.0003 0.6881 -0.0394
2.9291 5.9938 0.6833 -0.0367
3.0079 5.9801 0.6846 -0.0484
3.0866 5.9591 0.6915 -0.0789
3.1654 5.9294 0.6934 -0.0960
3.2441 5.9066 0.6776 -0.0804
3.3228 5.8872 0.6491 -0.0636
3.4016 5.8665 0.6214 -0.0487
3.4803 5.8404 0.5951 -0.0094
3.5591 5.7863 0.5732 0.0222
3.6378 5.7268 0.5649 0.0569
3.7165 5.7157 0.5699 0.0967
3.7953 5.7161 0.5845 0.1273
3.8740 5.6769 0.5944 0.1553
3.9528 5.6155 0.5877 0.1802
