#height[m], Uprec[m/s], Uturb[m/s], diff[m/s], plane_dist[D]
410.0, 16.612846384134286, 16.642591839809285, -0.02974545567499831, 0
420.0, 16.73318256179463, 16.764536691743466, -0.03135412994883424, 0
430.0, 16.846610561817297, 16.879843168180397, -0.0332326063631001, 0
440.0, 16.95833715517646, 16.993625713350212, -0.03528855817375387, 0
450.0, 17.06153029835384, 17.09886282200669, -0.037332523652850114, 0
460.0, 17.16603090986359, 17.20513058344697, -0.03909967358337951, 0
470.0, 17.259921772386832, 17.301208062224287, -0.04128628983745486, 0
480.0, 17.352784227833816, 17.39544254751773, -0.04265831968391609, 0
490.0, 17.44101658773599, 17.48547513893576, -0.044458551199770824, 0
500.0, 17.521905373294484, 17.571222655250114, -0.049317281955630676, 0
0.0, 3.136616914443995, 3.1786739303064566, -0.0420570158624618, 20
10.0, 5.310341272102038, 5.337040492770362, -0.02669922066832431, 20
20.0, 6.650572607185013, 6.647660909279341, 0.0029116979056720282, 20
30.0, 7.4005657922817685, 7.326833674180141, 0.07373211810162772, 20
40.0, 7.95773370881542, 7.795150019735961, 0.16258368907945897, 20
50.0, 8.462911146555097, 8.181092024913294, 0.2818191216418029, 20
60.0, 8.904245131056804, 8.49921474811109, 0.40503038294571425, 20
70.0, 9.326740015693714, 8.800896011397105, 0.5258440042966086, 20
80.0, 9.708395598782918, 9.081273110649029, 0.6271224881338888, 20
90.0, 10.077637241499646, 9.368705757159747, 0.7089314843398995, 20
100.0, 10.411983756322229, 9.65236819398161, 0.7596155623406187, 20
110.0, 10.740446902756963, 9.959074685470839, 0.7813722172861244, 20
120.0, 11.04519450851325, 10.266231934097762, 0.7789625744154876, 20
130.0, 11.345456369733789, 10.590969797023298, 0.7544865727104906, 20
140.0, 11.626037825126637, 10.916469734503494, 0.7095680906231436, 20
150.0, 11.899810551800863, 11.250889502484137, 0.6489210493167263, 20
160.0, 12.157830226553115, 11.580438398706242, 0.5773918278468724, 20
170.0, 12.41328466267152, 11.917916834201582, 0.4953678284699379, 20
180.0, 12.651536681028382, 12.24027522059206, 0.4112614604363216, 20
190.0, 12.882356684732121, 12.556220551704282, 0.3261361330278394, 20
200.0, 13.102648347858091, 12.856184965711927, 0.24646338214616392, 20
210.0, 13.321314880193817, 13.138932014869813, 0.18238286532400494, 20
220.0, 13.53618044731413, 13.407730129392156, 0.12845031792197403, 20
230.0, 13.739482732172128, 13.660085534227049, 0.07939719794507916, 20
240.0, 13.954148167046078, 13.91359302914329, 0.040555137902789085, 20
250.0, 14.153490392352653, 14.147473754262014, 0.006016638090638793, 20
260.0, 14.389390425064754, 14.404820645561559, -0.015430220496805092, 20
270.0, 14.582771942890984, 14.612345576173082, -0.029573633282097944, 20
280.0, 14.748821929115879, 14.791172710350791, -0.042350781234912205, 20
290.0, 14.919303195442433, 14.970861418693698, -0.05155822325126458, 20
300.0, 15.07436267923953, 15.13226900510471, -0.057906325865181074, 20
310.0, 15.23156830329388, 15.291503829954856, -0.05993552666097557, 20
320.0, 15.382770960094222, 15.447581323283462, -0.06481036318924005, 20
330.0, 15.530659581038826, 15.597767212231119, -0.06710763119229313, 20
340.0, 15.682505869070138, 15.750827626827611, -0.06832175775747373, 20
350.0, 15.823484176494064, 15.894405600024493, -0.07092142353042874, 20
360.0, 15.967614136613184, 16.03910889395112, -0.07149475733793587, 20
370.0, 16.10398406531178, 16.1779433496534, -0.07395928434161902, 20
380.0, 16.23763253264956, 16.31281961621041, -0.07518708356085213, 20
390.0, 16.364388218523633, 16.440383001967966, -0.07599478344433308, 20
400.0, 16.491401786252972, 16.569321708170136, -0.07791992191716446, 20
410.0, 16.61115372573147, 16.690279068217233, -0.07912534248576364, 20
420.0, 16.731225055518454, 16.81158091791764, -0.08035586239918757, 20
430.0, 16.84530623295982, 16.927181166341015, -0.08187493338119367, 20
440.0, 16.956280574691753, 17.039804394742333, -0.0835238200505799, 20
450.0, 17.05954490269851, 17.14431774895447, -0.08477284625596226, 20
460.0, 17.162756250408215, 17.24862698183685, -0.08587073142863488, 20
470.0, 17.258538620392002, 17.346790870590898, -0.08825225019889515, 20
480.0, 17.352478035102234, 17.442236199511058, -0.08975816440882411, 20
490.0, 17.441714495251112, 17.532815072636776, -0.09110057738566368, 20
500.0, 17.521939995753186, 17.617326104824947, -0.09538610907176093, 20
0.0, 3.403296219520827, 3.5500719166441392, -0.1467756971233123, 30
10.0, 5.2881708291727705, 5.4378837582764525, -0.14971292910368206, 30
20.0, 6.560183650264666, 6.6610828003410845, -0.10089915007641803, 30
30.0, 7.327834431290828, 7.349340390454398, -0.021505959163570232, 30
40.0, 7.9332304741477575, 7.884319764441436, 0.0489107097063215, 30
50.0, 8.47087301923089, 8.344826586998956, 0.12604643223193435, 30
60.0, 8.912213364241522, 8.724920742284848, 0.18729262195667395, 30
70.0, 9.338825986399089, 9.072692564673355, 0.2661334217257334, 30
80.0, 9.716200988932577, 9.374901561030452, 0.34129942790212553, 30
90.0, 10.084090976252458, 9.670892495837503, 0.4131984804149553, 30
100.0, 10.42107297694061, 9.951193728257847, 0.4698792486827639, 30
110.0, 10.753477995972155, 10.245096210293994, 0.5083817856781607, 30
120.0, 11.059249691709656, 10.521638787359775, 0.5376109043498811, 30
130.0, 11.35984086169013, 10.8078164675408, 0.5520243941493295, 30
140.0, 11.640166654602613, 11.086910124701374, 0.5532565299012386, 30
150.0, 11.913981130335442, 11.372716024803287, 0.5412651055321547, 30
160.0, 12.172682598181169, 11.654586289210314, 0.5180963089708541, 30
170.0, 12.425348552095274, 11.950847108599966, 0.4745014434953081, 30
180.0, 12.663696839243713, 12.23885614423883, 0.42484069500488175, 30
190.0, 12.898178398334593, 12.530809445916656, 0.3673689524179373, 30
200.0, 13.121967881429967, 12.816811190021921, 0.3051566914080457, 30
210.0, 13.341064878501275, 13.093566304972377, 0.24749857352889748, 30
220.0, 13.553800816625433, 13.36541267264777, 0.18838814397766335, 30
230.0, 13.763143792620896, 13.630281370313567, 0.1328624223073298, 30
240.0, 13.979516391875345, 13.889108281587061, 0.09040811028828344, 30
250.0, 14.180825865023184, 14.130915943826706, 0.049909921196478635, 30
260.0, 14.394834113709955, 14.374740083645007, 0.020094030064948143, 30
270.0, 14.579974342339318, 14.58523869359421, -0.005264351254892219, 30
280.0, 14.752507846839453, 14.779734201133698, -0.02722635429424436, 30
290.0, 14.92087632126725, 14.963933037312495, -0.043056716045244414, 30
300.0, 15.080229510372604, 15.133591384422372, -0.05336187404976833, 30
310.0, 15.23536352562522, 15.295110259555907, -0.05974673393068741, 30
320.0, 15.38834219199177, 15.45087807080441, -0.06253587881264089, 30
330.0, 15.536481078072116, 15.602360363906127, -0.06587928583401137, 30
340.0, 15.684254974056216, 15.75297186580387, -0.06871689174765372, 30
350.0, 15.824158944547516, 15.895652250230144, -0.0714933056826279, 30
360.0, 15.966146038083258, 16.038174033434064, -0.0720279953508065, 30
370.0, 16.10201506734817, 16.174370444170005, -0.0723553768218359, 30
380.0, 16.236111253255405, 16.307791614884074, -0.07168036162866898, 30
390.0, 16.364764885704453, 16.436728626255217, -0.07196374055076404, 30
400.0, 16.491131486629943, 16.56405453418155, -0.07292304755160828, 30
410.0, 16.610559512704594, 16.68429312954615, -0.07373361684155455, 30
420.0, 16.730576854816135, 16.804817687405215, -0.07424083258907999, 30
430.0, 16.844879797913496, 16.9196993700025, -0.07481957208900525, 30
440.0, 16.95554442731122, 17.031507685479305, -0.07596325816808402, 30
450.0, 17.058192289582653, 17.134138025448433, -0.0759457358657798, 30
460.0, 17.161534129051496, 17.23785930128432, -0.0763251722328242, 30
470.0, 17.258046354907403, 17.33555985717376, -0.07751350226635623, 30
480.0, 17.351865833631383, 17.430694098762096, -0.0788282651307135, 30
490.0, 17.440998024952094, 17.519699255084966, -0.07870123013287156, 30
500.0, 17.520460257274543, 17.60062279208138, -0.08016253480683844, 30
