# Y/D U V
-4.000000000000000000e+00 6.263874085998481611e+00 0.000000000000000000e+00
-3.949999999999999734e+00 6.263753964405262664e+00 0.000000000000000000e+00
-3.899999999999999467e+00 6.263622244861118737e+00 0.000000000000000000e+00
-3.849999999999999645e+00 6.263479561687003816e+00 0.000000000000000000e+00
-3.799999999999999378e+00 6.263322832753148717e+00 0.000000000000000000e+00
-3.749999999999999112e+00 6.263153768544858835e+00 0.000000000000000000e+00
-3.699999999999998845e+00 6.262968008835242628e+00 0.000000000000000000e+00
-3.649999999999998579e+00 6.262768686218405989e+00 0.000000000000000000e+00
-3.599999999999998757e+00 6.262551848913789243e+00 0.000000000000000000e+00
-3.549999999999998490e+00 6.262315792251637703e+00 0.000000000000000000e+00
-3.499999999999998224e+00 6.262061798826088932e+00 0.000000000000000000e+00
-3.449999999999997957e+00 6.261788587173608533e+00 0.000000000000000000e+00
-3.399999999999997691e+00 6.261492946921925373e+00 0.000000000000000000e+00
-3.349999999999997868e+00 6.261174180577871340e+00 0.000000000000000000e+00
-3.299999999999997602e+00 6.260832172550254704e+00 0.000000000000000000e+00
-3.249999999999997335e+00 6.260464491015697241e+00 0.000000000000000000e+00
-3.199999999999997069e+00 6.260068854741482447e+00 0.000000000000000000e+00
-3.149999999999996803e+00 6.259647819629947207e+00 0.000000000000000000e+00
-3.099999999999996980e+00 6.259194831156255745e+00 0.000000000000000000e+00
-3.049999999999996714e+00 6.258713092043901582e+00 0.000000000000000000e+00
-2.999999999999996447e+00 6.258198135114191096e+00 0.000000000000000000e+00
-2.949999999999996181e+00 6.257647406813496183e+00 0.000000000000000000e+00
-2.899999999999995914e+00 6.257064841887550521e+00 0.000000000000000000e+00
-2.849999999999996092e+00 6.256444311636600197e+00 0.000000000000000000e+00
-2.799999999999995826e+00 6.255785092582875961e+00 0.000000000000000000e+00
-2.749999999999995559e+00 6.255085593676077416e+00 0.000000000000000000e+00
-2.699999999999995293e+00 6.254346501203230879e+00 0.000000000000000000e+00
-2.649999999999995026e+00 6.253565045413301604e+00 0.000000000000000000e+00
-2.599999999999995204e+00 6.252738405523513343e+00 0.000000000000000000e+00
-2.549999999999994937e+00 6.251867686804009061e+00 0.000000000000000000e+00
-2.499999999999994671e+00 6.250951907010996678e+00 0.000000000000000000e+00
-2.449999999999994404e+00 6.249987444478233733e+00 0.000000000000000000e+00
-2.399999999999994138e+00 6.248973874336245515e+00 0.000000000000000000e+00
-2.349999999999993872e+00 6.247910150413365393e+00 0.000000000000000000e+00
-2.299999999999994049e+00 6.246797566780530886e+00 0.000000000000000000e+00
-2.249999999999993783e+00 6.245632248795710773e+00 0.000000000000000000e+00
-2.199999999999993516e+00 6.244413789362652345e+00 0.000000000000000000e+00
-2.149999999999993250e+00 6.243142866435097638e+00 0.000000000000000000e+00
-2.099999999999992983e+00 6.241818897447276804e+00 0.000000000000000000e+00
-2.049999999999993161e+00 6.240439895637403644e+00 0.000000000000000000e+00
-1.999999999999992895e+00 6.239006539135702134e+00 0.000000000000000000e+00
-1.949999999999992628e+00 6.237519743068034472e+00 0.000000000000000000e+00
-1.899999999999992584e+00 6.235978595241366662e+00 0.000000000000000000e+00
-1.849999999999992317e+00 6.234383217531648924e+00 0.000000000000000000e+00
-1.799999999999992051e+00 6.232733020110545752e+00 0.000000000000000000e+00
-1.749999999999992006e+00 6.231026933633141418e+00 0.000000000000000000e+00
-1.699999999999991740e+00 6.229271934482715878e+00 0.000000000000000000e+00
-1.649999999999991696e+00 6.227463285614656563e+00 0.000000000000000000e+00
-1.599999999999991429e+00 6.225599822960723451e+00 0.000000000000000000e+00
-1.549999999999991163e+00 6.223693841457391684e+00 0.000000000000000000e+00
-1.499999999999991118e+00 6.221733575742164568e+00 0.000000000000000000e+00
-1.449999999999990852e+00 6.219725687815973458e+00 0.000000000000000000e+00
-1.399999999999990585e+00 6.217676087842223254e+00 0.000000000000000000e+00
-1.349999999999990541e+00 6.215581945797434393e+00 0.000000000000000000e+00
-1.299999999999990274e+00 6.213448846835637696e+00 0.000000000000000000e+00
-1.249999999999990230e+00 6.211275076840462539e+00 0.000000000000000000e+00
-1.199999999999989964e+00 6.209069212900445223e+00 0.000000000000000000e+00
-1.149999999999989697e+00 6.206827144711296818e+00 0.000000000000000000e+00
-1.099999999999989653e+00 6.204554671212310524e+00 0.000000000000000000e+00
-1.049999999999989386e+00 6.202257981523852770e+00 0.000000000000000000e+00
-9.999999999999892308e-01 6.199927129293474337e+00 0.000000000000000000e+00
-9.499999999999890754e-01 6.197587188197460684e+00 0.000000000000000000e+00
-8.999999999999889200e-01 6.195228812616938363e+00 0.000000000000000000e+00
-8.499999999999887645e-01 6.192858682475756105e+00 0.000000000000000000e+00
-7.999999999999884981e-01 6.190477966692286671e+00 0.000000000000000000e+00
-7.499999999999883427e-01 6.188091729197809698e+00 0.000000000000000000e+00
-6.999999999999881872e-01 6.185703429543734089e+00 0.000000000000000000e+00
-6.499999999999880318e-01 6.183322191908430909e+00 0.000000000000000000e+00
-5.999999999999878764e-01 6.180948697814332427e+00 0.000000000000000000e+00
-5.499999999999876099e-01 6.178586636839810353e+00 0.000000000000000000e+00
-4.999999999999874545e-01 6.176243561018377015e+00 0.000000000000000000e+00
-4.499999999999872990e-01 6.173915451600111126e+00 0.000000000000000000e+00
-3.999999999999870881e-01 6.171616804478326834e+00 0.000000000000000000e+00
-3.499999999999869327e-01 6.169359645367385347e+00 0.000000000000000000e+00
-2.999999999999867772e-01 6.167126404428289632e+00 0.000000000000000000e+00
-2.499999999999865663e-01 6.164944217705276230e+00 0.000000000000000000e+00
-1.999999999999863831e-01 6.162801784420533835e+00 0.000000000000000000e+00
-1.499999999999862277e-01 6.160701725469688306e+00 0.000000000000000000e+00
-9.999999999998603062e-02 6.158663424452676338e+00 0.000000000000000000e+00
-4.999999999998585437e-02 6.156681803288647004e+00 0.000000000000000000e+00
1.432275120902249174e-14 6.154764301902294399e+00 0.000000000000000000e+00
5.000000000001450506e-02 6.152911016213547413e+00 0.000000000000000000e+00
1.000000000000146744e-01 6.151129314607449494e+00 0.000000000000000000e+00
1.500000000000148714e-01 6.149428185254617318e+00 0.000000000000000000e+00
2.000000000000150269e-01 6.147792382490024465e+00 0.000000000000000000e+00
2.500000000000152101e-01 6.146251689821694342e+00 0.000000000000000000e+00
3.000000000000154210e-01 6.144791347400275328e+00 0.000000000000000000e+00
3.500000000000155764e-01 6.143429281811698672e+00 0.000000000000000000e+00
4.000000000000157319e-01 6.142145229551775110e+00 0.000000000000000000e+00
4.500000000000159428e-01 6.140963509297404421e+00 0.000000000000000000e+00
5.000000000000160982e-01 6.139877797533102921e+00 0.000000000000000000e+00
5.500000000000162537e-01 6.138895803815199947e+00 0.000000000000000000e+00
6.000000000000165201e-01 6.138014953536371721e+00 0.000000000000000000e+00
6.500000000000166755e-01 6.137234018140794944e+00 0.000000000000000000e+00
7.000000000000168310e-01 6.136560066898826271e+00 0.000000000000000000e+00
7.500000000000169864e-01 6.135989396349565084e+00 0.000000000000000000e+00
8.000000000000171418e-01 6.135525697304937687e+00 0.000000000000000000e+00
8.500000000000174083e-01 6.135171792341779451e+00 0.000000000000000000e+00
