0.0,2024.0
0.01,864.1
0.02,862.5
0.03,860.6
0.04,858.8
0.05,857.0
0.06,855.2
0.07,853.4
0.08,851.6
0.09,849.8
0.1,848.1
0.11,846.4
0.12,844.7
0.13,843.0
0.14,841.4
0.15,839.8
0.16,838.2
0.17,836.6
0.18,835.1
0.19,833.6
0.2,832.1
0.21,830.7
0.22,829.3
0.23,828.0
0.24,826.7
0.25,825.4
0.26,824.1
0.27,822.9
0.28,821.7
0.29,820.6
0.3,819.5
0.31,818.4
0.32,817.3
0.33,816.3
0.34,815.2
0.35,814.2
0.36,813.3
0.37,812.3
0.38,811.4
0.39,810.5
0.4,809.6
0.41,808.7
0.42,807.8
0.43,807.0
0.44,806.1
0.45,805.3
0.46,804.5
0.47,803.7
0.48,802.9
0.49,802.1
0.5,801.3
0.51,800.5
0.52,799.8
0.53,799.0
0.54,798.3
0.55,797.6
0.56,796.9
0.57,796.2
0.58,795.5
0.59,794.8
0.6,794.2
0.61,793.5
0.62,792.9
0.63,792.3
0.64,791.8
0.65,791.3
0.66,790.8
0.67,790.3
0.68,789.9
0.69,789.5
0.7,789.2
0.71,788.9
0.72,788.6
0.73,788.4
0.74,788.2
0.75,788.1
0.76,788.1
0.77,788.1
0.78,788.1
0.79,788.3
0.8,788.4
0.81,788.6
0.82,788.9
0.83,789.3
0.84,789.6
0.85,790.1
0.86,790.6
0.87,791.1
0.88,791.7
0.89,792.3
0.9,793.0
0.91,793.7
0.92,794.5
0.93,795.3
0.94,796.1
0.95,797.0
0.96,797.8
0.97,798.7
0.98,799.6
0.99,800.5
1.0,801.5
1.01,802.4
1.02,803.3
1.03,804.2
1.04,805.1
1.05,806.0
1.06,806.9
1.07,807.8
1.08,808.7
1.09,809.5
1.1,810.3
1.11,811.1
1.12,811.9
1.13,812.6
1.14,813.3
1.15,814.0
1.16,814.6
1.17,815.3
1.18,815.9
1.19,816.5
1.2,817.0
1.21,817.5
1.22,818.1
1.23,818.6
1.24,819.0
1.25,819.5
1.26,820.0
1.27,820.4
1.28,820.9
1.29,821.3
1.3,821.8
1.31,822.2
1.32,822.7
1.33,823.2
1.34,823.7
1.35,824.2
1.36,824.7
1.37,825.2
1.38,825.8
1.39,826.4
1.4,827.0
1.41,827.6
1.42,828.3
1.43,829.0
1.44,829.7
1.45,830.5
1.46,831.3
1.47,832.1
1.48,833.0
1.49,833.9
1.5,834.8
1.51,835.7
1.52,836.7
1.53,837.7
1.54,838.7
1.55,839.7
1.56,840.8
1.57,841.9
1.58,842.9
1.59,844.0
1.6,845.1
1.61,846.2
1.62,847.3
1.63,848.4
1.64,849.5
1.65,850.6
1.66,851.7
1.67,852.8
1.68,853.8
1.69,854.9
1.7,855.9
1.71,856.9
1.72,857.9
1.73,858.8
1.74,859.7
1.75,860.6
1.76,861.5
1.77,862.4
1.78,863.2
1.79,864.0
1.8,864.7
1.81,865.5
1.82,866.2
1.83,866.9
1.84,867.6
1.85,868.2
1.86,868.8
1.87,869.4
1.88,870.0
1.89,870.6
1.9,871.2
1.91,871.7
1.92,872.3
1.93,872.8
1.94,873.4
1.95,873.9
1.96,874.5
1.97,875.1
1.98,875.6
1.99,876.2
2.0,876.8
2.01,877.4
2.02,878.1
2.03,878.7
2.04,879.4
2.05,880.1
2.06,880.8
2.07,881.6
2.08,882.4
2.09,883.2
2.1,884.0
2.11,884.9
2.12,885.8
2.13,886.7
2.14,887.6
2.15,888.6
2.16,889.5
2.17,890.5
2.18,891.6
2.19,892.6
2.2,893.6
2.21,894.7
2.22,895.8
2.23,896.9
2.24,897.9
2.25,899.0
2.26,900.1
2.27,901.2
2.28,902.3
2.29,903.4
2.3,904.4
2.31,905.5
2.32,906.5
2.33,907.5
2.34,908.5
2.35,909.5
2.36,910.4
2.37,911.4
2.38,912.3
2.39,913.2
2.4,914.0
2.41,914.8
2.42,915.6
2.43,916.4
2.44,917.1
2.45,919.0
2.46,921.8
2.47,924.6
2.48,927.3
2.49,930.0
2.5,932.7
2.51,935.4
2.52,938.1
2.53,940.8
2.54,943.5
2.55,946.1
2.56,948.8
2.57,951.5
2.58,954.2
2.59,956.8
2.6,959.5
2.61,962.2
2.62,964.9
2.63,967.7
2.64,970.4
2.65,973.2
2.66,976.0
2.67,978.8
2.68,981.6
2.69,984.5
2.7,987.4
2.71,990.3
2.72,993.3
2.73,996.2
2.74,999.2
2.75,1002.0
2.76,1005.0
2.77,1008.0
2.78,1012.0
2.79,1015.0
2.8,1018.0
2.81,1021.0
2.82,1024.0
2.83,1028.0
2.84,1031.0
2.85,1034.0
2.86,1037.0
2.87,1041.0
2.88,1044.0
2.89,1047.0
2.9,1051.0
2.91,1054.0
2.92,1057.0
2.93,1061.0
2.94,1064.0
2.95,1068.0
2.96,1071.0
2.97,1074.0
2.98,1077.0
2.99,1081.0
3.0,1084.0
3.01,1087.0
3.02,1091.0
3.03,1094.0
3.04,1097.0
3.05,1100.0
3.06,1103.0
3.07,1106.0
3.08,1110.0
3.09,1113.0
3.1,1116.0
3.11,1119.0
3.12,1122.0
3.13,1125.0
3.14,1128.0
3.15,1131.0
3.16,1134.0
3.17,1137.0
3.18,1140.0
3.19,1143.0
3.2,1146.0
3.21,1149.0
3.22,1152.0
3.23,1155.0
3.24,1158.0
3.25,1161.0
3.26,1164.0
3.27,1167.0
3.28,1170.0
3.29,1173.0
3.3,1176.0
3.31,1179.0
3.32,1182.0
3.33,1185.0
3.34,1189.0
3.35,1192.0
3.36,1195.0
3.37,1198.0
3.38,1202.0
3.39,1205.0
3.4,1208.0
3.41,1212.0
3.42,1215.0
3.43,1219.0
3.44,1222.0
3.45,1226.0
3.46,1229.0
3.47,1233.0
3.48,1236.0
3.49,1240.0
3.5,1244.0
3.51,1247.0
3.52,1251.0
3.53,1254.0
3.54,1258.0
3.55,1262.0
3.56,1265.0
3.57,1269.0
3.58,1273.0
3.59,1276.0
3.6,1280.0
3.61,1284.0
3.62,1287.0
3.63,1291.0
3.64,1294.0
3.65,1298.0
3.66,1301.0
3.67,1305.0
3.68,1309.0
3.69,1312.0
3.7,1315.0
3.71,1319.0
3.72,1322.0
3.73,1326.0
3.74,1329.0
3.75,1332.0
3.76,1336.0
3.77,1339.0
3.78,1342.0
3.79,1346.0
3.8,1349.0
3.81,1352.0
3.82,1355.0
3.83,1359.0
3.84,1362.0
3.85,1365.0
3.86,1368.0
3.87,1372.0
3.88,1375.0
3.89,1378.0
3.9,1381.0
3.91,1385.0
3.92,1388.0
3.93,1391.0
3.94,1395.0
3.95,1398.0
3.96,1401.0
3.97,1405.0
3.98,1408.0
3.99,1411.0
4.0,1415.0
4.01,1418.0
4.02,1422.0
4.03,1425.0
4.04,1429.0
4.05,1432.0
4.06,1436.0
4.07,1440.0
4.08,1443.0
4.09,1447.0
4.1,1450.0
4.11,1454.0
4.12,1458.0
4.13,1461.0
4.14,1465.0
4.15,1469.0
4.16,1472.0
4.17,1476.0
4.18,1480.0
4.19,1483.0
4.2,1487.0
4.21,1491.0
4.22,1494.0
4.23,1498.0
4.24,1502.0
4.25,1505.0
4.26,1509.0
4.27,1512.0
4.28,1516.0
4.29,1519.0
4.3,1523.0
4.31,1526.0
4.32,1530.0
4.33,1533.0
4.34,1537.0
4.35,1540.0
4.36,1543.0
4.37,1547.0
4.38,1550.0
4.39,1553.0
4.4,1557.0
4.41,1560.0
4.42,1563.0
4.43,1566.0
4.44,1569.0
4.45,1573.0
4.46,1576.0
4.47,1579.0
4.48,1582.0
4.49,1585.0
4.5,1588.0
4.51,1591.0
4.52,1595.0
4.53,1598.0
4.54,1601.0
4.55,1604.0
4.56,1607.0
4.57,1610.0
4.58,1613.0
4.59,1616.0
4.6,1620.0
4.61,1623.0
4.62,1626.0
4.63,1629.0
4.64,1632.0
4.65,1636.0
4.66,1639.0
4.67,1642.0
4.68,1645.0
4.69,1649.0
4.7,1652.0
4.71,1655.0
4.72,1659.0
4.73,1662.0
4.74,1666.0
4.75,1669.0
4.76,1672.0
4.77,1676.0
4.78,1679.0
4.79,1683.0
4.8,1686.0
4.81,1689.0
4.82,1693.0
4.83,1696.0
4.84,1700.0
4.85,1703.0
4.86,1707.0
4.87,1710.0
4.88,1713.0
4.89,1717.0
4.9,1720.0
4.91,1723.0
4.92,1727.0
4.93,1730.0
4.94,1733.0
4.95,1736.0
4.96,1740.0
4.97,1743.0
4.98,1746.0
4.99,1749.0
5.0,1752.0
5.01,1755.0
5.02,1759.0
5.03,1762.0
5.04,1765.0
5.05,1768.0
5.06,1771.0
5.07,1774.0
5.08,1777.0
5.09,1780.0
5.1,1783.0
5.11,1786.0
5.12,1788.0
5.13,1791.0
5.14,1794.0
5.15,1797.0
5.16,1800.0
5.17,1803.0
5.18,1806.0
5.19,1809.0
5.2,1812.0
5.21,1815.0
5.22,1818.0
5.23,1821.0
5.24,1824.0
5.25,1827.0
5.26,1830.0
5.27,1833.0
5.28,1836.0
5.29,1839.0
5.3,1842.0
5.31,1845.0
5.32,1849.0
5.33,1852.0
5.34,1855.0
5.35,1858.0
5.36,1861.0
5.37,1864.0
5.38,1868.0
5.39,1871.0
5.4,1874.0
5.41,1877.0
5.42,1881.0
5.43,1884.0
5.44,1887.0
5.45,1890.0
5.46,1894.0
5.47,1897.0
5.48,1900.0
5.49,1904.0
5.5,1907.0
5.51,1910.0
5.52,1913.0
5.53,1916.0
5.54,1920.0
5.55,1923.0
5.56,1926.0
5.57,1929.0
5.58,1932.0
5.59,1935.0
5.6,1938.0
5.61,1941.0
5.62,1944.0
5.63,1947.0
5.64,1950.0
5.65,1953.0
5.66,1956.0
5.67,1959.0
5.68,1962.0
5.69,1965.0
5.7,1968.0
5.71,1971.0
5.72,1973.0
5.73,1976.0
5.74,1979.0
5.75,1982.0
5.76,1985.0
5.77,1987.0
5.78,1990.0
5.79,1993.0
5.8,1996.0
5.81,1998.0
5.82,2001.0
5.83,2004.0
5.84,2007.0
5.85,2009.0
5.86,2012.0
5.87,2015.0
5.88,2018.0
5.89,2021.0
5.9,2023.0
5.91,2026.0
5.92,2029.0
5.93,2032.0
5.94,2035.0
5.95,2038.0
5.96,2041.0
5.97,2043.0
5.98,2046.0
5.99,2049.0
6.0,2052.0
6.01,2055.0
6.02,2058.0
6.03,2061.0
6.04,2064.0
6.05,2067.0
6.06,2070.0
6.07,2073.0
6.08,2076.0
6.09,2079.0
6.1,2081.0
