# Y/D U V W
-4.0000 5.7385 -0.0640 0.1705
-3.9213 5.7474 -0.0535 0.1481
-3.8425 5.8055 -0.0363 0.1420
-3.7638 5.9135 -0.0027 0.1165
-3.6850 6.0100 0.0286 0.0767
-3.6063 6.0492 0.0390 0.0444
-3.5276 6.0169 0.0366 0.0275
-3.4488 5.9841 0.0397 0.0057
-3.3701 6.0427 0.0472 -0.0243
-3.2913 6.1227 0.0473 -0.0619
-3.2126 6.2042 0.0378 -0.0782
-3.1339 6.2825 0.0229 -0.0722
-3.0551 6.3287 0.0159 -0.0738
-2.9764 6.3463 0.0288 -0.0880
-2.8976 6.3498 0.0524 -0.1017
-2.8189 6.3506 0.0674 -0.0950
-2.7402 6.3436 0.0743 -0.0951
-2.6614 6.3318 0.0901 -0.1025
-2.5827 6.3381 0.1125 -0.0954
-2.5039 6.3459 0.1260 -0.0917
-2.4252 6.3477 0.1292 -0.1110
-2.3465 6.3729 0.1311 -0.1323
-2.2677 6.3987 0.1366 -0.1486
-2.1890 6.3983 0.1482 -0.1612
-2.1102 6.3874 0.1673 -0.1854
-2.0315 6.3805 0.1867 -0.1846
-1.9528 6.3716 0.2029 -0.1423
-1.8740 6.3749 0.2201 -0.1088
-1.7953 6.3549 0.2325 -0.1068
-1.7165 6.3126 0.2308 -0.1042
-1.6378 6.2691 0.2252 -0.0826
-1.5591 6.2284 0.2361 -0.0613
-1.4803 6.1872 0.2623 -0.0483
-1.4016 6.1704 0.2864 -0.0483
-1.3228 6.1908 0.3016 -0.0752
-1.2441 6.2318 0.3110 -0.1075
-1.1654 6.2418 0.3164 -0.1216
-1.0866 6.2353 0.3229 -0.1188
-1.0079 6.2322 0.3332 -0.1103
-0.9291 6.2415 0.3434 -0.0999
-0.8504 6.2504 0.3523 -0.1092
-0.7717 6.2392 0.3586 -0.0995
-0.6929 6.2023 0.3609 -0.0922
-0.6142 6.1066 0.3605 -0.1093
-0.5354 5.9331 0.3622 -0.0964
-0.4567 5.7259 0.3776 -0.0339
-0.3780 5.5144 0.4146 0.0164
-0.2992 5.2676 0.4632 0.0697
-0.2205 4.8943 0.4993 0.1999
-0.1417 4.4042 0.4970 0.2901
-0.0630 3.9547 0.4526 0.3138
0.0157 3.6371 0.3975 0.3148
0.0945 3.4444 0.3581 0.2952
0.1732 3.3312 0.3383 0.2083
0.2520 3.2887 0.3365 0.0736
0.3307 3.3009 0.3525 -0.1016
0.4094 3.3749 0.3795 -0.3548
0.4882 3.4781 0.3798 -0.5646
0.5669 3.6037 0.3346 -0.5593
0.6457 3.7407 0.2802 -0.3844
0.7244 3.9297 0.2545 -0.1720
0.8031 4.2726 0.2756 -0.0541
0.8819 4.6777 0.3335 -0.0325
0.9606 5.0171 0.3989 -0.0543
1.0394 5.3711 0.4547 -0.1001
1.1181 5.7401 0.4998 -0.1264
1.1969 6.0051 0.5331 -0.1145
1.2756 6.1354 0.5553 -0.0980
1.3543 6.1788 0.5717 -0.0946
1.4331 6.1768 0.5846 -0.0951
1.5118 6.1543 0.5975 -0.0942
1.5906 6.1390 0.6129 -0.0943
1.6693 6.1346 0.6282 -0.0915
1.7480 6.1248 0.6372 -0.0870
1.8268 6.1113 0.6380 -0.0830
1.9055 6.1136 0.6350 -0.0736
1.9843 6.1224 0.6398 -0.0608
2.0630 6.1172 0.6597 -0.0555
2.1417 6.1002 0.6846 -0.0697
2.2205 6.0969 0.7041 -0.0974
2.2992 6.1205 0.7155 -0.1035
2.3780 6.1476 0.7169 -0.0795
2.4567 6.1536 0.7113 -0.0567
2.5354 6.1431 0.7017 -0.0480
2.6142 6.1159 0.6918 -0.0444
2.6929 6.0784 0.6908 -0.0408
2.7717 6.0553 0.6988 -0.0406
2.8504 6.0516 0.7037 -0.0397
2.9291 6.0501 0.7012 -0.0373
3.0079 6.0402 0.6984 -0.0400
3.0866 6.0218 0.7011 -0.0626
3.1654 5.9956 0.7053 -0.0905
3.2441 5.9683 0.6984 -0.0905
3.3228 5.9490 0.6753 -0.0743
3.4016 5.9291 0.6479 -0.0635
3.4803 5.9105 0.6205 -0.0321
3.5591 5.8687 0.5942 0.0072
3.6378 5.7960 0.5772 0.0401
3.7165 5.7569 0.5741 0.0823
3.7953 5.7584 0.5851 0.1228
3.8740 5.7362 0.5985 0.1522
3.9528 5.6756 0.5993 0.1805
