# Y/D TKE
-4.0000 0.3968
-3.9213 0.4385
-3.8425 0.4705
-3.7638 0.4588
-3.6850 0.4188
-3.6063 0.3876
-3.5276 0.3642
-3.4488 0.3328
-3.3701 0.3128
-3.2913 0.2861
-3.2126 0.2704
-3.1339 0.2668
-3.0551 0.2657
-2.9764 0.2651
-2.8976 0.2640
-2.8189 0.2517
-2.7402 0.2416
-2.6614 0.2400
-2.5827 0.2375
-2.5039 0.2289
-2.4252 0.2286
-2.3465 0.2309
-2.2677 0.2190
-2.1890 0.1954
-2.1102 0.1741
-2.0315 0.1657
-1.9528 0.1548
-1.8740 0.1458
-1.7953 0.1421
-1.7165 0.1435
-1.6378 0.1462
-1.5591 0.1500
-1.4803 0.1680
-1.4016 0.1976
-1.3228 0.2293
-1.2441 0.2536
-1.1654 0.2672
-1.0866 0.2235
-1.0079 0.1792
-0.9291 0.1588
-0.8504 0.1566
-0.7717 0.1613
-0.6929 0.1649
-0.6142 0.1666
-0.5354 0.1804
-0.4567 0.2064
-0.3780 0.2250
-0.2992 0.2631
-0.2205 0.2979
-0.1417 0.3358
-0.0630 0.3951
0.0157 0.4856
0.0945 0.5494
0.1732 0.5817
0.2520 0.6046
0.3307 0.6099
0.4094 0.6153
0.4882 0.6245
0.5669 0.6058
0.6457 0.5397
0.7244 0.5156
0.8031 0.5328
0.8819 0.5062
0.9606 0.4797
1.0394 0.5063
1.1181 0.5268
1.1969 0.5177
1.2756 0.4847
1.3543 0.4372
1.4331 0.3920
1.5118 0.3800
1.5906 0.3804
1.6693 0.4050
1.7480 0.4176
1.8268 0.3809
1.9055 0.3224
1.9843 0.2742
2.0630 0.2538
2.1417 0.2344
2.2205 0.2106
2.2992 0.2143
2.3780 0.2273
2.4567 0.2372
2.5354 0.2284
2.6142 0.2290
2.6929 0.2507
2.7717 0.2628
2.8504 0.2625
2.9291 0.2504
3.0079 0.2354
3.0866 0.2330
3.1654 0.2329
3.2441 0.2243
3.3228 0.2147
3.4016 0.2004
3.4803 0.1791
3.5591 0.1628
3.6378 0.1546
3.7165 0.1506
3.7953 0.1483
3.8740 0.1447
3.9528 0.1353
