# Y/D U V W
-4.0000 6.1632 -0.0412 -0.1843
-3.9213 6.1543 -0.0634 -0.1950
-3.8425 6.1629 -0.0891 -0.1703
-3.7638 6.1943 -0.1063 -0.1374
-3.6850 6.2207 -0.1129 -0.1167
-3.6063 6.2343 -0.1120 -0.1020
-3.5276 6.2477 -0.1015 -0.0940
-3.4488 6.2531 -0.0812 -0.0782
-3.3701 6.2567 -0.0589 -0.0568
-3.2913 6.2610 -0.0366 -0.0339
-3.2126 6.2566 -0.0059 -0.0169
-3.1339 6.2338 0.0253 -0.0044
-3.0551 6.2182 0.0421 -0.0217
-2.9764 6.2457 0.0510 -0.0735
-2.8976 6.2861 0.0610 -0.1018
-2.8189 6.3079 0.0674 -0.1034
-2.7402 6.3077 0.0697 -0.1049
-2.6614 6.2885 0.0744 -0.1018
-2.5827 6.2802 0.0866 -0.0667
-2.5039 6.2916 0.1094 -0.0358
-2.4252 6.2998 0.1359 -0.0528
-2.3465 6.3078 0.1566 -0.0808
-2.2677 6.3312 0.1680 -0.0999
-2.1890 6.3698 0.1671 -0.1200
-2.1102 6.3996 0.1574 -0.1334
-2.0315 6.4001 0.1527 -0.1464
-1.9528 6.4022 0.1555 -0.1678
-1.8740 6.4123 0.1621 -0.1712
-1.7953 6.4052 0.1715 -0.1493
-1.7165 6.3846 0.1748 -0.1170
-1.6378 6.3677 0.1744 -0.0939
-1.5591 6.3616 0.1819 -0.0899
-1.4803 6.3254 0.1952 -0.1059
-1.4016 6.2889 0.2097 -0.1263
-1.3228 6.2840 0.2259 -0.1423
-1.2441 6.2930 0.2439 -0.1404
-1.1654 6.3063 0.2614 -0.1299
-1.0866 6.3083 0.2753 -0.1231
-1.0079 6.2934 0.2830 -0.1154
-0.9291 6.2570 0.2822 -0.1036
-0.8504 6.2265 0.2833 -0.0672
-0.7717 6.2293 0.3044 -0.0513
-0.6929 6.2526 0.3427 -0.0599
-0.6142 6.2787 0.3812 -0.0839
-0.5354 6.2978 0.4095 -0.1098
-0.4567 6.3128 0.4254 -0.1277
-0.3780 6.3112 0.4321 -0.1484
-0.2992 6.2858 0.4352 -0.1671
-0.2205 6.2540 0.4402 -0.1685
-0.1417 6.2116 0.4432 -0.1685
-0.0630 6.1823 0.4401 -0.1758
0.0157 6.1503 0.4332 -0.1800
0.0945 6.0969 0.4259 -0.1659
0.1732 6.0346 0.4211 -0.1394
0.2520 5.9840 0.4206 -0.1035
0.3307 5.9330 0.4247 -0.0830
0.4094 5.8584 0.4298 -0.0889
0.4882 5.7697 0.4298 -0.1019
0.5669 5.6822 0.4176 -0.1131
0.6457 5.6114 0.4007 -0.1031
0.7244 5.5430 0.3909 -0.0702
0.8031 5.4605 0.3915 -0.0254
0.8819 5.3883 0.4049 -0.0050
0.9606 5.3283 0.4290 -0.0183
1.0394 5.3198 0.4648 -0.0427
1.1181 5.3315 0.5052 -0.0671
1.1969 5.3447 0.5327 -0.0884
1.2756 5.3563 0.5436 -0.1047
1.3543 5.3630 0.5450 -0.1155
1.4331 5.3424 0.5468 -0.1148
1.5118 5.3000 0.5563 -0.1001
1.5906 5.2722 0.5725 -0.0607
1.6693 5.2723 0.5909 -0.0153
1.7480 5.2904 0.6075 0.0102
1.8268 5.3193 0.6199 -0.0105
1.9055 5.3338 0.6317 -0.0672
1.9843 5.3602 0.6472 -0.1268
2.0630 5.4226 0.6616 -0.1492
2.1417 5.5079 0.6678 -0.1389
2.2205 5.5818 0.6681 -0.1251
2.2992 5.6241 0.6668 -0.1182
2.3780 5.6561 0.6668 -0.1108
2.4567 5.6995 0.6697 -0.1003
2.5354 5.7519 0.6717 -0.1096
2.6142 5.8178 0.6668 -0.1383
2.6929 5.8843 0.6550 -0.1618
2.7717 5.9216 0.6377 -0.1637
2.8504 5.9483 0.6162 -0.1417
2.9291 5.9670 0.6019 -0.1024
3.0079 5.9601 0.6032 -0.0513
3.0866 5.9329 0.6125 0.0087
3.1654 5.8913 0.6216 0.0461
3.2441 5.8472 0.6282 0.0632
3.3228 5.8090 0.6299 0.0716
3.4016 5.7824 0.6277 0.0788
3.4803 5.7575 0.6330 0.0888
3.5591 5.7191 0.6496 0.0825
3.6378 5.6837 0.6686 0.1027
3.7165 5.6383 0.6870 0.1764
3.7953 5.5480 0.7009 0.2537
3.8740 5.4684 0.7047 0.2621
3.9528 5.4283 0.7034 0.2179
