# Y/D TKE
-4.0000 0.3937
-3.9213 0.3947
-3.8425 0.3730
-3.7638 0.3525
-3.6850 0.3209
-3.6063 0.2980
-3.5276 0.2896
-3.4488 0.3017
-3.3701 0.2953
-3.2913 0.2787
-3.2126 0.2699
-3.1339 0.2846
-3.0551 0.3094
-2.9764 0.3174
-2.8976 0.3065
-2.8189 0.3082
-2.7402 0.3157
-2.6614 0.3087
-2.5827 0.2870
-2.5039 0.2586
-2.4252 0.2235
-2.3465 0.2013
-2.2677 0.1786
-2.1890 0.1564
-2.1102 0.1481
-2.0315 0.1384
-1.9528 0.1343
-1.8740 0.1383
-1.7953 0.1403
-1.7165 0.1648
-1.6378 0.1815
-1.5591 0.1732
-1.4803 0.1660
-1.4016 0.1655
-1.3228 0.1586
-1.2441 0.1471
-1.1654 0.1411
-1.0866 0.1454
-1.0079 0.1549
-0.9291 0.1653
-0.8504 0.1827
-0.7717 0.2161
-0.6929 0.2714
-0.6142 0.2988
-0.5354 0.4904
-0.4567 0.5167
-0.3780 0.3295
-0.2992 0.1857
-0.2205 0.1436
-0.1417 0.2043
-0.0630 0.4997
0.0157 0.4664
0.0945 0.3157
0.1732 0.2612
0.2520 0.1623
0.3307 0.0868
0.4094 0.0820
0.4882 0.1042
0.5669 0.2469
0.6457 0.3483
0.7244 0.2310
0.8031 0.1511
0.8819 0.1447
0.9606 0.1561
1.0394 0.1669
1.1181 0.1728
1.1969 0.1731
1.2756 0.1690
1.3543 0.1701
1.4331 0.1828
1.5118 0.1860
1.5906 0.1824
1.6693 0.1693
1.7480 0.1612
1.8268 0.1543
1.9055 0.1447
1.9843 0.1383
2.0630 0.1370
2.1417 0.1389
2.2205 0.1406
2.2992 0.1383
2.3780 0.1342
2.4567 0.1312
2.5354 0.1256
2.6142 0.1211
2.6929 0.1202
2.7717 0.1306
2.8504 0.1464
2.9291 0.1607
3.0079 0.1806
3.0866 0.2034
3.1654 0.2304
3.2441 0.2454
3.3228 0.2534
3.4016 0.2598
3.4803 0.2607
3.5591 0.2609
3.6378 0.2528
3.7165 0.2532
3.7953 0.2741
3.8740 0.2758
3.9528 0.2599
