# Y/D TKE
-4.0000 0.2816
-3.9213 0.2839
-3.8425 0.2918
-3.7638 0.3122
-3.6850 0.3428
-3.6063 0.3539
-3.5276 0.3380
-3.4488 0.3105
-3.3701 0.2818
-3.2913 0.2641
-3.2126 0.2683
-3.1339 0.2677
-3.0551 0.2652
-2.9764 0.2763
-2.8976 0.2924
-2.8189 0.2900
-2.7402 0.2878
-2.6614 0.2940
-2.5827 0.3004
-2.5039 0.2746
-2.4252 0.2366
-2.3465 0.2200
-2.2677 0.2050
-2.1890 0.1955
-2.1102 0.1868
-2.0315 0.1771
-1.9528 0.1810
-1.8740 0.1965
-1.7953 0.1991
-1.7165 0.1866
-1.6378 0.1889
-1.5591 0.1885
-1.4803 0.1867
-1.4016 0.2012
-1.3228 0.2259
-1.2441 0.2456
-1.1654 0.2835
-1.0866 0.3475
-1.0079 0.3595
-0.9291 0.2998
-0.8504 0.2404
-0.7717 0.2229
-0.6929 0.2023
-0.6142 0.1839
-0.5354 0.1795
-0.4567 0.1814
-0.3780 0.1847
-0.2992 0.1887
-0.2205 0.1980
-0.1417 0.2194
-0.0630 0.2623
0.0157 0.3048
0.0945 0.3496
0.1732 0.4167
0.2520 0.4825
0.3307 0.5353
0.4094 0.6008
0.4882 0.6510
0.5669 0.6863
0.6457 0.7015
0.7244 0.6647
0.8031 0.5939
0.8819 0.5502
0.9606 0.5362
1.0394 0.5228
1.1181 0.4939
1.1969 0.4500
1.2756 0.4075
1.3543 0.3801
1.4331 0.3514
1.5118 0.3351
1.5906 0.3361
1.6693 0.3453
1.7480 0.3613
1.8268 0.3461
1.9055 0.3090
1.9843 0.2826
2.0630 0.2654
2.1417 0.2456
2.2205 0.2361
2.2992 0.2390
2.3780 0.2423
2.4567 0.2353
2.5354 0.2349
2.6142 0.2429
2.6929 0.2425
2.7717 0.2328
2.8504 0.2294
2.9291 0.2226
3.0079 0.2245
3.0866 0.2359
3.1654 0.2421
3.2441 0.2552
3.3228 0.2813
3.4016 0.3007
3.4803 0.3242
3.5591 0.3249
3.6378 0.2953
3.7165 0.2682
3.7953 0.2672
3.8740 0.2939
3.9528 0.2835
