# Y/D TKE
-4.0000 0.3819
-3.9213 0.3884
-3.8425 0.3872
-3.7638 0.3716
-3.6850 0.3469
-3.6063 0.3284
-3.5276 0.3148
-3.4488 0.3105
-3.3701 0.3317
-3.2913 0.3495
-3.2126 0.3468
-3.1339 0.3424
-3.0551 0.3513
-2.9764 0.3553
-2.8976 0.3330
-2.8189 0.3067
-2.7402 0.3017
-2.6614 0.2767
-2.5827 0.2477
-2.5039 0.2353
-2.4252 0.2388
-2.3465 0.2634
-2.2677 0.2872
-2.1890 0.2825
-2.1102 0.2779
-2.0315 0.2875
-1.9528 0.2970
-1.8740 0.3071
-1.7953 0.3263
-1.7165 0.3488
-1.6378 0.3579
-1.5591 0.3541
-1.4803 0.3353
-1.4016 0.3145
-1.3228 0.2838
-1.2441 0.2700
-1.1654 0.2886
-1.0866 0.3189
-1.0079 0.3251
-0.9291 0.3062
-0.8504 0.2905
-0.7717 0.2730
-0.6929 0.2719
-0.6142 0.2882
-0.5354 0.3085
-0.4567 0.3292
-0.3780 0.3305
-0.2992 0.3085
-0.2205 0.2855
-0.1417 0.2891
-0.0630 0.3235
0.0157 0.3680
0.0945 0.3932
0.1732 0.3854
0.2520 0.3465
0.3307 0.2983
0.4094 0.2862
0.4882 0.2795
0.5669 0.2518
0.6457 0.2077
0.7244 0.1852
0.8031 0.2039
0.8819 0.2317
0.9606 0.2477
1.0394 0.2446
1.1181 0.2275
1.1969 0.2091
1.2756 0.1897
1.3543 0.1751
1.4331 0.1825
1.5118 0.2006
1.5906 0.2062
1.6693 0.1980
1.7480 0.2040
1.8268 0.2189
1.9055 0.2269
1.9843 0.2213
2.0630 0.2383
2.1417 0.2709
2.2205 0.2818
2.2992 0.2646
2.3780 0.2610
2.4567 0.2854
2.5354 0.3215
2.6142 0.3378
2.6929 0.3064
2.7717 0.2700
2.8504 0.2451
2.9291 0.2331
3.0079 0.2402
3.0866 0.2422
3.1654 0.2336
3.2441 0.2341
3.3228 0.2363
3.4016 0.2430
3.4803 0.2568
3.5591 0.2505
3.6378 0.2434
3.7165 0.2456
3.7953 0.2425
3.8740 0.2431
3.9528 0.2609
