# Y/D TKE
-4.0000 0.3382
-3.9213 0.3410
-3.8425 0.3515
-3.7638 0.3770
-3.6850 0.4047
-3.6063 0.4063
-3.5276 0.3896
-3.4488 0.3512
-3.3701 0.3244
-3.2913 0.3178
-3.2126 0.3113
-3.1339 0.3071
-3.0551 0.3034
-2.9764 0.3044
-2.8976 0.2940
-2.8189 0.2684
-2.7402 0.2479
-2.6614 0.2404
-2.5827 0.2470
-2.5039 0.2823
-2.4252 0.3513
-2.3465 0.3998
-2.2677 0.3989
-2.1890 0.3625
-2.1102 0.3370
-2.0315 0.3365
-1.9528 0.3375
-1.8740 0.3332
-1.7953 0.3217
-1.7165 0.3243
-1.6378 0.3597
-1.5591 0.3932
-1.4803 0.4112
-1.4016 0.4115
-1.3228 0.3535
-1.2441 0.2888
-1.1654 0.2609
-1.0866 0.2590
-1.0079 0.2790
-0.9291 0.2826
-0.8504 0.2470
-0.7717 0.2267
-0.6929 0.2196
-0.6142 0.2132
-0.5354 0.2257
-0.4567 0.2540
-0.3780 0.2797
-0.2992 0.2860
-0.2205 0.2740
-0.1417 0.2658
-0.0630 0.2737
0.0157 0.2846
0.0945 0.2897
0.1732 0.3226
0.2520 0.3688
0.3307 0.3715
0.4094 0.3176
0.4882 0.2860
0.5669 0.2871
0.6457 0.2730
0.7244 0.2444
0.8031 0.2166
0.8819 0.2062
0.9606 0.2006
1.0394 0.1878
1.1181 0.1745
1.1969 0.1721
1.2756 0.1811
1.3543 0.1975
1.4331 0.1936
1.5118 0.1816
1.5906 0.1812
1.6693 0.1914
1.7480 0.2041
1.8268 0.2134
1.9055 0.2201
1.9843 0.2225
2.0630 0.2167
2.1417 0.2079
2.2205 0.2134
2.2992 0.2298
2.3780 0.2293
2.4567 0.2131
2.5354 0.2025
2.6142 0.2015
2.6929 0.2063
2.7717 0.2097
2.8504 0.2168
2.9291 0.2335
3.0079 0.2538
3.0866 0.2672
3.1654 0.2583
3.2441 0.2402
3.3228 0.2326
3.4016 0.2183
3.4803 0.2007
3.5591 0.1967
3.6378 0.2078
3.7165 0.2223
3.7953 0.2304
3.8740 0.2305
3.9528 0.2308
