# Y/D TKE
-4.0000 0.2854
-3.9213 0.2731
-3.8425 0.2678
-3.7638 0.2743
-3.6850 0.2709
-3.6063 0.2547
-3.5276 0.2489
-3.4488 0.2448
-3.3701 0.2405
-3.2913 0.2415
-3.2126 0.2421
-3.1339 0.2407
-3.0551 0.2432
-2.9764 0.2431
-2.8976 0.2460
-2.8189 0.2711
-2.7402 0.3023
-2.6614 0.3132
-2.5827 0.3126
-2.5039 0.3013
-2.4252 0.3001
-2.3465 0.3051
-2.2677 0.3034
-2.1890 0.3172
-2.1102 0.3396
-2.0315 0.3456
-1.9528 0.3191
-1.8740 0.2922
-1.7953 0.2750
-1.7165 0.2617
-1.6378 0.2576
-1.5591 0.2555
-1.4803 0.2587
-1.4016 0.2657
-1.3228 0.2859
-1.2441 0.2942
-1.1654 0.2916
-1.0866 0.2830
-1.0079 0.2654
-0.9291 0.2512
-0.8504 0.2495
-0.7717 0.2537
-0.6929 0.2488
-0.6142 0.2317
-0.5354 0.2389
-0.4567 0.2447
-0.3780 0.2175
-0.2992 0.2011
-0.2205 0.2086
-0.1417 0.2129
-0.0630 0.2162
0.0157 0.2136
0.0945 0.2121
0.1732 0.2221
0.2520 0.2395
0.3307 0.2643
0.4094 0.2827
0.4882 0.2920
0.5669 0.2948
0.6457 0.2910
0.7244 0.3034
0.8031 0.3121
0.8819 0.3054
0.9606 0.2718
1.0394 0.2349
1.1181 0.2116
1.1969 0.2113
1.2756 0.2290
1.3543 0.2344
1.4331 0.2217
1.5118 0.2124
1.5906 0.2163
1.6693 0.2299
1.7480 0.2518
1.8268 0.2640
1.9055 0.2661
1.9843 0.2524
2.0630 0.2417
2.1417 0.2514
2.2205 0.2474
2.2992 0.2287
2.3780 0.2089
2.4567 0.1956
2.5354 0.1996
2.6142 0.2330
2.6929 0.2451
2.7717 0.2237
2.8504 0.2047
2.9291 0.2116
3.0079 0.2675
3.0866 0.3109
3.1654 0.3126
3.2441 0.2991
3.3228 0.2770
3.4016 0.2435
3.4803 0.2180
3.5591 0.1977
3.6378 0.1878
3.7165 0.1864
3.7953 0.1701
3.8740 0.1556
3.9528 0.1634
