# Y/D TKE
-4.0000 0.2855
-3.9213 0.2927
-3.8425 0.3204
-3.7638 0.3471
-3.6850 0.3657
-3.6063 0.3501
-3.5276 0.3203
-3.4488 0.2810
-3.3701 0.2472
-3.2913 0.2324
-3.2126 0.2400
-3.1339 0.2606
-3.0551 0.2743
-2.9764 0.2929
-2.8976 0.3042
-2.8189 0.2960
-2.7402 0.2716
-2.6614 0.2585
-2.5827 0.2404
-2.5039 0.2209
-2.4252 0.2150
-2.3465 0.2396
-2.2677 0.2870
-2.1890 0.3138
-2.1102 0.3168
-2.0315 0.3074
-1.9528 0.3053
-1.8740 0.3201
-1.7953 0.3384
-1.7165 0.3525
-1.6378 0.3520
-1.5591 0.3453
-1.4803 0.3402
-1.4016 0.3410
-1.3228 0.3383
-1.2441 0.3476
-1.1654 0.3552
-1.0866 0.3340
-1.0079 0.2896
-0.9291 0.2632
-0.8504 0.2608
-0.7717 0.2698
-0.6929 0.2707
-0.6142 0.2655
-0.5354 0.2463
-0.4567 0.2168
-0.3780 0.2090
-0.2992 0.2219
-0.2205 0.2384
-0.1417 0.2442
-0.0630 0.2594
0.0157 0.2635
0.0945 0.2466
0.1732 0.2332
0.2520 0.2392
0.3307 0.2402
0.4094 0.2282
0.4882 0.2272
0.5669 0.2460
0.6457 0.2643
0.7244 0.2654
0.8031 0.2636
0.8819 0.2629
0.9606 0.2557
1.0394 0.2573
1.1181 0.2473
1.1969 0.2245
1.2756 0.2007
1.3543 0.1815
1.4331 0.1848
1.5118 0.1952
1.5906 0.1940
1.6693 0.1979
1.7480 0.2008
1.8268 0.1871
1.9055 0.1701
1.9843 0.1663
2.0630 0.1676
2.1417 0.1671
2.2205 0.1710
2.2992 0.1790
2.3780 0.1784
2.4567 0.1762
2.5354 0.1891
2.6142 0.2038
2.6929 0.2000
2.7717 0.2000
2.8504 0.2139
2.9291 0.2280
3.0079 0.2270
3.0866 0.2187
3.1654 0.2050
3.2441 0.2050
3.3228 0.2148
3.4016 0.2188
3.4803 0.2113
3.5591 0.2160
3.6378 0.2217
3.7165 0.2290
3.7953 0.2334
3.8740 0.2179
3.9528 0.2086
