# Y/D TKE
-4.0000 0.3485
-3.9213 0.3561
-3.8425 0.3857
-3.7638 0.4331
-3.6850 0.4341
-3.6063 0.3901
-3.5276 0.3409
-3.4488 0.3095
-3.3701 0.3053
-3.2913 0.3128
-3.2126 0.3155
-3.1339 0.3166
-3.0551 0.3215
-2.9764 0.3099
-2.8976 0.2807
-2.8189 0.2584
-2.7402 0.2461
-2.6614 0.2497
-2.5827 0.2750
-2.5039 0.3109
-2.4252 0.3534
-2.3465 0.3741
-2.2677 0.3467
-2.1890 0.3128
-2.1102 0.3043
-2.0315 0.3182
-1.9528 0.3364
-1.8740 0.3358
-1.7953 0.3336
-1.7165 0.3482
-1.6378 0.3802
-1.5591 0.3987
-1.4803 0.3853
-1.4016 0.3376
-1.3228 0.2877
-1.2441 0.2642
-1.1654 0.2657
-1.0866 0.2839
-1.0079 0.2893
-0.9291 0.2599
-0.8504 0.2390
-0.7717 0.2355
-0.6929 0.2326
-0.6142 0.2402
-0.5354 0.2670
-0.4567 0.2876
-0.3780 0.2917
-0.2992 0.2922
-0.2205 0.2983
-0.1417 0.3196
-0.0630 0.3455
0.0157 0.3582
0.0945 0.3567
0.1732 0.3481
0.2520 0.3313
0.3307 0.3068
0.4094 0.2958
0.4882 0.2818
0.5669 0.2584
0.6457 0.2450
0.7244 0.2277
0.8031 0.2169
0.8819 0.2042
0.9606 0.1878
1.0394 0.1836
1.1181 0.1873
1.1969 0.1935
1.2756 0.2017
1.3543 0.1872
1.4331 0.1714
1.5118 0.1813
1.5906 0.1957
1.6693 0.2083
1.7480 0.2213
1.8268 0.2293
1.9055 0.2288
1.9843 0.2164
2.0630 0.2103
2.1417 0.2105
2.2205 0.2198
2.2992 0.2235
2.3780 0.2163
2.4567 0.2113
2.5354 0.2137
2.6142 0.2133
2.6929 0.2173
2.7717 0.2159
2.8504 0.2274
2.9291 0.2665
3.0079 0.2796
3.0866 0.2693
3.1654 0.2544
3.2441 0.2354
3.3228 0.2215
3.4016 0.2111
3.4803 0.1988
3.5591 0.1941
3.6378 0.1957
3.7165 0.2041
3.7953 0.2186
3.8740 0.2231
3.9528 0.2283
