# Y/D U V W
-4.0000 6.6488 0.3993 -0.0162
-3.9213 6.6251 0.4039 -0.0088
-3.8425 6.5865 0.4172 -0.0076
-3.7638 6.5770 0.4317 -0.0064
-3.6850 6.5954 0.4430 -0.0120
-3.6063 6.6131 0.4430 -0.0019
-3.5276 6.5979 0.4331 0.0115
-3.4488 6.5511 0.4344 0.0261
-3.3701 6.5081 0.4523 0.0633
-3.2913 6.4933 0.4726 0.0767
-3.2126 6.5245 0.4840 0.0397
-3.1339 6.5945 0.4852 -0.0136
-3.0551 6.6560 0.4875 -0.0508
-2.9764 6.6935 0.4976 -0.0740
-2.8976 6.7370 0.5120 -0.1005
-2.8189 6.7970 0.5182 -0.1224
-2.7402 6.8427 0.5027 -0.1207
-2.6614 6.8368 0.4741 -0.1051
-2.5827 6.7905 0.4495 -0.0925
-2.5039 6.7542 0.4307 -0.0779
-2.4252 6.7254 0.4176 -0.0520
-2.3465 6.6845 0.4123 -0.0087
-2.2677 6.6395 0.4142 0.0288
-2.1890 6.5950 0.4244 0.0311
-2.1102 6.5488 0.4443 0.0165
-2.0315 6.5183 0.4669 0.0089
-1.9528 6.4983 0.4840 0.0063
-1.8740 6.4878 0.4985 0.0062
-1.7953 6.5059 0.5133 0.0116
-1.7165 6.5173 0.5225 0.0218
-1.6378 6.5132 0.5213 0.0244
-1.5591 6.4927 0.5118 0.0219
-1.4803 6.4792 0.4973 0.0168
-1.4016 6.4739 0.4787 0.0042
-1.3228 6.4473 0.4568 -0.0153
-1.2441 6.4112 0.4397 -0.0301
-1.1654 6.3895 0.4348 -0.0313
-1.0866 6.3800 0.4356 -0.0004
-1.0079 6.3843 0.4312 0.0378
-0.9291 6.3774 0.4273 0.0580
-0.8504 6.3493 0.4327 0.0494
-0.7717 6.3448 0.4421 0.0286
-0.6929 6.3709 0.4470 0.0216
-0.6142 6.4033 0.4479 0.0347
-0.5354 6.4091 0.4495 0.0462
-0.4567 6.3898 0.4606 0.0425
-0.3780 6.3713 0.4859 0.0310
-0.2992 6.3618 0.5182 0.0095
-0.2205 6.3490 0.5539 -0.0279
-0.1417 6.3497 0.5826 -0.0561
-0.0630 6.3622 0.5926 -0.0582
0.0157 6.3705 0.5870 -0.0443
0.0945 6.3661 0.5751 -0.0264
0.1732 6.3407 0.5682 -0.0110
0.2520 6.3325 0.5794 -0.0023
0.3307 6.3387 0.6021 -0.0077
0.4094 6.3215 0.6091 -0.0334
0.4882 6.2825 0.5903 -0.0599
0.5669 6.2757 0.5644 -0.0588
0.6457 6.2903 0.5456 -0.0350
0.7244 6.2717 0.5278 -0.0047
0.8031 6.2308 0.5074 0.0132
0.8819 6.2185 0.4945 0.0172
0.9606 6.2448 0.4957 0.0162
1.0394 6.2846 0.5028 0.0117
1.1181 6.3165 0.5091 0.0029
1.1969 6.3243 0.5151 -0.0018
1.2756 6.3017 0.5182 0.0114
1.3543 6.2549 0.5091 0.0344
1.4331 6.2019 0.4861 0.0328
1.5118 6.1555 0.4622 0.0163
1.5906 6.0966 0.4527 0.0222
1.6693 6.0476 0.4679 0.0382
1.7480 6.0154 0.4968 0.0321
1.8268 5.9973 0.5125 0.0168
1.9055 5.9756 0.5094 0.0191
1.9843 5.9213 0.4941 0.0470
2.0630 5.8302 0.4702 0.0794
2.1417 5.7272 0.4491 0.1004
2.2205 5.6286 0.4349 0.1010
2.2992 5.5441 0.4239 0.0892
2.3780 5.4912 0.4178 0.0832
2.4567 5.4808 0.4180 0.0893
2.5354 5.5030 0.4165 0.0765
2.6142 5.5315 0.4083 0.0417
2.6929 5.5346 0.3952 0.0163
2.7717 5.4993 0.3824 0.0360
2.8504 5.4407 0.3757 0.0894
2.9291 5.3759 0.3752 0.1354
3.0079 5.3208 0.3781 0.1610
3.0866 5.2814 0.3823 0.1677
3.1654 5.2896 0.3875 0.1603
3.2441 5.3317 0.3838 0.1369
3.3228 5.3487 0.3600 0.0937
3.4016 5.3267 0.3221 0.0548
3.4803 5.3048 0.2840 0.0465
3.5591 5.2898 0.2558 0.0532
3.6378 5.2912 0.2444 0.0554
3.7165 5.2779 0.2502 0.0599
3.7953 5.2696 0.2626 0.0725
3.8740 5.2898 0.2729 0.0840
3.9528 5.3102 0.2829 0.0843
