# Y/D TKE
-4.0000 0.3176
-3.9213 0.2888
-3.8425 0.2757
-3.7638 0.2803
-3.6850 0.2818
-3.6063 0.2763
-3.5276 0.2841
-3.4488 0.2883
-3.3701 0.2751
-3.2913 0.2531
-3.2126 0.2351
-3.1339 0.2391
-3.0551 0.2302
-2.9764 0.2353
-2.8976 0.2335
-2.8189 0.2337
-2.7402 0.2514
-2.6614 0.2920
-2.5827 0.3408
-2.5039 0.3475
-2.4252 0.3368
-2.3465 0.3319
-2.2677 0.3460
-2.1890 0.3493
-2.1102 0.3391
-2.0315 0.3329
-1.9528 0.3358
-1.8740 0.3369
-1.7953 0.3356
-1.7165 0.3179
-1.6378 0.2998
-1.5591 0.2966
-1.4803 0.2850
-1.4016 0.2694
-1.3228 0.2569
-1.2441 0.2627
-1.1654 0.2831
-1.0866 0.3032
-1.0079 0.3100
-0.9291 0.3010
-0.8504 0.2676
-0.7717 0.2526
-0.6929 0.2617
-0.6142 0.2799
-0.5354 0.2820
-0.4567 0.2711
-0.3780 0.2580
-0.2992 0.2414
-0.2205 0.2080
-0.1417 0.2060
-0.0630 0.2392
0.0157 0.2676
0.0945 0.2556
0.1732 0.2399
0.2520 0.2429
0.3307 0.2647
0.4094 0.2978
0.4882 0.3121
0.5669 0.3101
0.6457 0.3125
0.7244 0.3133
0.8031 0.2857
0.8819 0.2558
0.9606 0.2589
1.0394 0.2841
1.1181 0.2781
1.1969 0.2534
1.2756 0.2308
1.3543 0.2134
1.4331 0.2107
1.5118 0.2178
1.5906 0.2225
1.6693 0.2360
1.7480 0.2516
1.8268 0.2594
1.9055 0.2555
1.9843 0.2616
2.0630 0.2741
2.1417 0.2650
2.2205 0.2469
2.2992 0.2484
2.3780 0.2464
2.4567 0.2200
2.5354 0.1975
2.6142 0.2055
2.6929 0.2283
2.7717 0.2613
2.8504 0.2794
2.9291 0.2660
3.0079 0.2480
3.0866 0.2454
3.1654 0.2429
3.2441 0.2561
3.3228 0.2646
3.4016 0.2512
3.4803 0.2317
3.5591 0.2083
3.6378 0.1912
3.7165 0.1954
3.7953 0.2086
3.8740 0.2210
3.9528 0.2287
