# Y/D U V W
-4.0000 6.6130 0.3443 -0.0407
-3.9213 6.5810 0.3482 -0.0250
-3.8425 6.5506 0.3677 -0.0087
-3.7638 6.5490 0.3988 -0.0054
-3.6850 6.5677 0.4230 0.0031
-3.6063 6.5611 0.4277 0.0096
-3.5276 6.5229 0.4327 0.0224
-3.4488 6.5018 0.4506 0.0600
-3.3701 6.5002 0.4708 0.0816
-3.2913 6.5133 0.4826 0.0520
-3.2126 6.5685 0.4828 0.0015
-3.1339 6.6291 0.4833 -0.0332
-3.0551 6.6758 0.4925 -0.0725
-2.9764 6.7413 0.5024 -0.1095
-2.8976 6.8073 0.5028 -0.1277
-2.8189 6.8276 0.4837 -0.1322
-2.7402 6.8177 0.4461 -0.1178
-2.6614 6.7915 0.4130 -0.0901
-2.5827 6.7453 0.3952 -0.0620
-2.5039 6.7140 0.3827 -0.0264
-2.4252 6.6909 0.3790 0.0164
-2.3465 6.6527 0.3866 0.0437
-2.2677 6.6191 0.3993 0.0302
-2.1890 6.6045 0.4198 0.0061
-2.1102 6.5905 0.4480 -0.0034
-2.0315 6.5650 0.4735 0.0017
-1.9528 6.5349 0.4877 0.0136
-1.8740 6.5256 0.4934 0.0287
-1.7953 6.5417 0.4989 0.0299
-1.7165 6.5538 0.4999 0.0145
-1.6378 6.5338 0.4882 -0.0036
-1.5591 6.5070 0.4678 -0.0118
-1.4803 6.4923 0.4464 -0.0109
-1.4016 6.4759 0.4288 -0.0222
-1.3228 6.4297 0.4174 -0.0311
-1.2441 6.3891 0.4118 -0.0170
-1.1654 6.3629 0.4106 0.0143
-1.0866 6.3452 0.4152 0.0472
-1.0079 6.3447 0.4307 0.0592
-0.9291 6.3555 0.4504 0.0436
-0.8504 6.3702 0.4602 0.0244
-0.7717 6.3629 0.4567 0.0186
-0.6929 6.3641 0.4463 0.0300
-0.6142 6.3875 0.4425 0.0458
-0.5354 6.3919 0.4517 0.0472
-0.4567 6.3819 0.4750 0.0236
-0.3780 6.3592 0.5080 -0.0258
-0.2992 6.3493 0.5386 -0.0808
-0.2205 6.3571 0.5558 -0.0903
-0.1417 6.3595 0.5615 -0.0675
-0.0630 6.3360 0.5614 -0.0488
0.0157 6.3220 0.5629 -0.0377
0.0945 6.3301 0.5784 -0.0219
0.1732 6.3398 0.6057 -0.0054
0.2520 6.3380 0.6200 -0.0132
0.3307 6.3285 0.6056 -0.0309
0.4094 6.3149 0.5771 -0.0384
0.4882 6.3204 0.5552 -0.0376
0.5669 6.3382 0.5427 -0.0263
0.6457 6.3179 0.5335 -0.0020
0.7244 6.2691 0.5229 0.0221
0.8031 6.2452 0.5143 0.0271
0.8819 6.2657 0.5163 0.0195
0.9606 6.3075 0.5250 0.0120
1.0394 6.3367 0.5274 0.0144
1.1181 6.3408 0.5246 0.0220
1.1969 6.3165 0.5172 0.0316
1.2756 6.2747 0.4969 0.0404
1.3543 6.2150 0.4730 0.0403
1.4331 6.1552 0.4556 0.0273
1.5118 6.1202 0.4491 0.0192
1.5906 6.1009 0.4640 0.0172
1.6693 6.0756 0.4941 0.0118
1.7480 6.0436 0.5152 0.0087
1.8268 6.0112 0.5152 0.0238
1.9055 5.9503 0.5014 0.0649
1.9843 5.8625 0.4820 0.1069
2.0630 5.7780 0.4641 0.1245
2.1417 5.6909 0.4520 0.1022
2.2205 5.6083 0.4383 0.0772
2.2992 5.5523 0.4227 0.0772
2.3780 5.5306 0.4155 0.0821
2.4567 5.5377 0.4169 0.0667
2.5354 5.5597 0.4191 0.0319
2.6142 5.5598 0.4155 0.0083
2.6929 5.5302 0.4101 0.0298
2.7717 5.4927 0.4069 0.0822
2.8504 5.4182 0.3957 0.1323
2.9291 5.3402 0.3779 0.1595
3.0079 5.3069 0.3694 0.1671
3.0866 5.3041 0.3720 0.1811
3.1654 5.3191 0.3703 0.1766
3.2441 5.3314 0.3548 0.1210
3.3228 5.3420 0.3307 0.0497
3.4016 5.3539 0.3082 0.0229
3.4803 5.3370 0.2894 0.0369
3.5591 5.3033 0.2735 0.0553
3.6378 5.2823 0.2635 0.0609
3.7165 5.2627 0.2624 0.0683
3.7953 5.2764 0.2782 0.0892
3.8740 5.2850 0.3047 0.1031
3.9528 5.2757 0.3247 0.0843
