# Y/D TKE
-4.0000 0.3566
-3.9213 0.3762
-3.8425 0.4028
-3.7638 0.4110
-3.6850 0.3867
-3.6063 0.3604
-3.5276 0.3458
-3.4488 0.3384
-3.3701 0.3476
-3.2913 0.3599
-3.2126 0.3700
-3.1339 0.3791
-3.0551 0.3595
-2.9764 0.3121
-2.8976 0.2677
-2.8189 0.2351
-2.7402 0.2363
-2.6614 0.2685
-2.5827 0.3045
-2.5039 0.3374
-2.4252 0.3469
-2.3465 0.3242
-2.2677 0.3004
-2.1890 0.2838
-2.1102 0.2751
-2.0315 0.2792
-1.9528 0.2875
-1.8740 0.3027
-1.7953 0.3198
-1.7165 0.3362
-1.6378 0.3436
-1.5591 0.3407
-1.4803 0.3223
-1.4016 0.2855
-1.3228 0.2675
-1.2441 0.2729
-1.1654 0.2854
-1.0866 0.2850
-1.0079 0.2692
-0.9291 0.2556
-0.8504 0.2462
-0.7717 0.2421
-0.6929 0.2445
-0.6142 0.2633
-0.5354 0.2787
-0.4567 0.2738
-0.3780 0.2755
-0.2992 0.2992
-0.2205 0.3069
-0.1417 0.2912
-0.0630 0.2762
0.0157 0.2791
0.0945 0.2981
0.1732 0.3290
0.2520 0.3401
0.3307 0.3251
0.4094 0.3057
0.4882 0.2913
0.5669 0.2757
0.6457 0.2514
0.7244 0.2271
0.8031 0.2057
0.8819 0.1975
0.9606 0.1996
1.0394 0.1974
1.1181 0.1925
1.1969 0.1856
1.2756 0.1781
1.3543 0.1732
1.4331 0.1817
1.5118 0.1970
1.5906 0.2098
1.6693 0.2332
1.7480 0.2508
1.8268 0.2513
1.9055 0.2374
1.9843 0.2320
2.0630 0.2404
2.1417 0.2394
2.2205 0.2330
2.2992 0.2265
2.3780 0.2165
2.4567 0.2081
2.5354 0.2052
2.6142 0.2077
2.6929 0.2163
2.7717 0.2171
2.8504 0.2344
2.9291 0.2840
3.0079 0.3030
3.0866 0.2875
3.1654 0.2517
3.2441 0.2171
3.3228 0.2041
3.4016 0.2033
3.4803 0.2074
3.5591 0.2062
3.6378 0.2027
3.7165 0.2011
3.7953 0.2038
3.8740 0.2141
3.9528 0.2300
