# Y/D U V W
-4.0000 6.5500 0.3786 -0.0602
-3.9213 6.6261 0.3701 -0.0843
-3.8425 6.7090 0.3685 -0.0993
-3.7638 6.8070 0.3859 -0.1050
-3.6850 6.8894 0.4106 -0.1153
-3.6063 6.9152 0.4235 -0.1174
-3.5276 6.9133 0.4241 -0.0943
-3.4488 6.9341 0.4212 -0.0596
-3.3701 6.9311 0.4221 -0.0502
-3.2913 6.8954 0.4285 -0.0639
-3.2126 6.8495 0.4344 -0.0732
-3.1339 6.7975 0.4360 -0.0732
-3.0551 6.7469 0.4362 -0.0566
-2.9764 6.7157 0.4406 -0.0380
-2.8976 6.7098 0.4487 -0.0333
-2.8189 6.7171 0.4574 -0.0333
-2.7402 6.7207 0.4673 -0.0330
-2.6614 6.7123 0.4786 -0.0383
-2.5827 6.7031 0.4963 -0.0304
-2.5039 6.7246 0.5144 -0.0152
-2.4252 6.7484 0.5212 -0.0173
-2.3465 6.7378 0.5261 -0.0289
-2.2677 6.7221 0.5349 -0.0332
-2.1890 6.7208 0.5358 -0.0321
-2.1102 6.7175 0.5304 -0.0252
-2.0315 6.6873 0.5287 -0.0069
-1.9528 6.6459 0.5264 0.0219
-1.8740 6.6057 0.5232 0.0361
-1.7953 6.5589 0.5256 0.0323
-1.7165 6.5193 0.5365 0.0104
-1.6378 6.4967 0.5497 -0.0158
-1.5591 6.5007 0.5490 -0.0269
-1.4803 6.5048 0.5282 -0.0088
-1.4016 6.4890 0.5048 0.0337
-1.3228 6.4803 0.4970 0.0824
-1.2441 6.4744 0.5101 0.0949
-1.1654 6.4775 0.5412 0.0729
-1.0866 6.5092 0.5781 0.0329
-1.0079 6.5662 0.6021 -0.0162
-0.9291 6.5949 0.6023 -0.0597
-0.8504 6.5785 0.5827 -0.0712
-0.7717 6.5360 0.5551 -0.0352
-0.6929 6.4741 0.5295 0.0097
-0.6142 6.4377 0.5160 0.0210
-0.5354 6.4582 0.5218 0.0046
-0.4567 6.4774 0.5365 0.0061
-0.3780 6.4718 0.5488 0.0406
-0.2992 6.4341 0.5666 0.0531
-0.2205 6.3708 0.5917 0.0281
-0.1417 6.3018 0.6100 -0.0013
-0.0630 6.2582 0.6120 -0.0184
0.0157 6.2511 0.5984 -0.0262
0.0945 6.2706 0.5782 -0.0181
0.1732 6.2956 0.5618 0.0072
0.2520 6.3123 0.5464 0.0223
0.3307 6.3229 0.5241 0.0226
0.4094 6.3124 0.5012 0.0207
0.4882 6.2623 0.4871 0.0315
0.5669 6.2165 0.4888 0.0544
0.6457 6.2082 0.5078 0.0597
0.7244 6.1837 0.5284 0.0404
0.8031 6.1562 0.5382 0.0255
0.8819 6.1420 0.5356 0.0107
0.9606 6.1343 0.5226 -0.0032
1.0394 6.1477 0.5183 -0.0271
1.1181 6.1963 0.5329 -0.0471
1.1969 6.2470 0.5538 -0.0542
1.2756 6.2708 0.5654 -0.0662
1.3543 6.2740 0.5597 -0.0734
1.4331 6.2541 0.5434 -0.0665
1.5118 6.2012 0.5257 -0.0467
1.5906 6.1303 0.5073 -0.0103
1.6693 6.0242 0.4876 0.0339
1.7480 5.8901 0.4726 0.0769
1.8268 5.7610 0.4640 0.1138
1.9055 5.6850 0.4594 0.1420
1.9843 5.6659 0.4689 0.1548
2.0630 5.6776 0.4897 0.1329
2.1417 5.6930 0.4996 0.1016
2.2205 5.6920 0.4914 0.0826
2.2992 5.6831 0.4790 0.0622
2.3780 5.6599 0.4697 0.0320
2.4567 5.6334 0.4575 0.0212
2.5354 5.5940 0.4429 0.0230
2.6142 5.5584 0.4312 0.0298
2.6929 5.5366 0.4233 0.0467
2.7717 5.5117 0.4246 0.0679
2.8504 5.4877 0.4390 0.0686
2.9291 5.4567 0.4593 0.0699
3.0079 5.3954 0.4748 0.0822
3.0866 5.3369 0.4777 0.1219
3.1654 5.2717 0.4665 0.1438
3.2441 5.2244 0.4424 0.1157
3.3228 5.2373 0.4128 0.0650
3.4016 5.3035 0.3902 0.0381
3.4803 5.3728 0.3811 0.0106
3.5591 5.4013 0.3817 -0.0007
3.6378 5.3942 0.3832 0.0227
3.7165 5.4053 0.3850 0.0551
3.7953 5.4212 0.3953 0.0738
3.8740 5.4327 0.4112 0.0691
3.9528 5.4553 0.4175 0.0371
